section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.cluster_detect_pre_memory;3.6665;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3379;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.7563;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.0238;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1044;active=0.9034
step_mcm_brain.primary_field_step;75.6045;agents=230|dims=3
mcm_field.step.sync_neurons;1.3589;agents=230|dims=3
step_mcm_brain.total;78.5053;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.2597;agents=230|every_n=2
apply_runtime_result.total;3.4479;decision_tendency=hold|runtime_tick_seq=6
step_mcm_brain.cluster_detect_snapshot;3.5883;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.0159;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8905;decision_tendency=act
apply_runtime_result.refresh_experience_space;2.4287;decision_tendency=hold
apply_runtime_result.total;3.0370;decision_tendency=hold|runtime_tick_seq=12
step_mcm_brain.cluster_detect_snapshot;2.4225;clusters=1|agents=230
mcm_field.step.total;68.4844;agents=230|dims=3
mcm_field.step.sync_neurons;1.3616;agents=230|dims=3
step_mcm_brain.total;74.9524;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.1525;agents=230|every_n=2
apply_runtime_result.total;3.0677;decision_tendency=observe|runtime_tick_seq=15
step_mcm_brain.cluster_detect_snapshot;3.6072;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.8509;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.7703;decision_tendency=observe
step_mcm_brain.primary_field_step;51.5528;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.8968;agents=230|neighbors=8
step_mcm_brain.total;89.3955;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3050;agents=230
apply_runtime_result.total;3.1537;decision_tendency=hold|runtime_tick_seq=20
step_mcm_brain.cluster_detect_snapshot;3.7064;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.9590;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0583;decision_tendency=observe
mcm_field.step.total;68.6943;agents=230|dims=3
mcm_field.step.sync_neurons;1.3867;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.4214;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4543;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1088;active=0.9162
mcm_field.step.field_perception_state;0.3551;agents=230
apply_runtime_result.total;3.4036;decision_tendency=hold|runtime_tick_seq=26
step_mcm_brain.cluster_detect_snapshot;3.6660;clusters=1|agents=230
apply_runtime_result.total;2.8149;decision_tendency=hold|runtime_tick_seq=28
apply_runtime_result.refresh_experience_space;2.5644;decision_tendency=hold
apply_runtime_result.total;3.0047;decision_tendency=hold|runtime_tick_seq=33
apply_runtime_result.refresh_experience_space;2.6680;decision_tendency=hold
apply_runtime_result.total;3.1715;decision_tendency=hold|runtime_tick_seq=38
mcm_field.step.field_perception_state;0.3051;agents=230
mcm_field.step.activity_diffusion;11.8180;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8905;decision_tendency=observe
step_mcm_brain.primary_field_step;52.9472;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9239;agents=230|neighbors=8
step_mcm_brain.total;95.6755;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3123;agents=230
apply_runtime_result.total;3.2560;decision_tendency=hold|runtime_tick_seq=43
step_mcm_brain.cluster_detect_snapshot;3.6031;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.6240;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8698;decision_tendency=observe
mcm_field.step.total;68.0499;agents=230|dims=3
mcm_field.step.sync_neurons;1.3605;agents=230|dims=3
step_mcm_brain.total;78.5617;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;20.8543;agents=230|every_n=2
apply_runtime_result.refresh_experience_space;3.0852;decision_tendency=observe
step_mcm_brain.primary_field_step;51.0224;agents=230|dims=3
mcm_field.step.sync_neurons;1.3520;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.2704;neurons=230|areals=1
