section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.primary_field_step;60.4320;agents=230|dims=3
apply_runtime_result.total;3.2441;decision_tendency=act|runtime_tick_seq=1
step_mcm_brain.cluster_detect_pre_memory;0.1112;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3468;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.8312;neurons=230|areals=1
apply_runtime_result.refresh_active_context_trace;0.1069;active=0.8527
mcm_field.step.refresh_arrays;0.5434;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0001;agents=230|neighbors=8
compute_runtime_result.total;80.0089;decision_tendency=act|active_trade=False
mcm_field.step.field_perception_state;2.1317;agents=230
apply_runtime_result.refresh_active_context_trace;0.1026;active=0.9218
step_mcm_brain.cluster_detect_snapshot;3.4753;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.6252;agents=230|neighbors=8
compute_runtime_result.total;93.7117;decision_tendency=hold|active_trade=False
mcm_field.step.total;50.8031;agents=230|dims=3
mcm_field.step.sync_neurons;1.3628;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.6566;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.6116;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1046;active=0.9106
compute_runtime_result.total;0.3870;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1043;active=0.8713
compute_runtime_result.total;0.2509;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1119;active=0.8643
compute_runtime_result.total;0.2235;decision_tendency=hold|active_trade=True
apply_runtime_result.total;5.1135;decision_tendency=hold|runtime_tick_seq=26
step_mcm_brain.cluster_detect_pre_memory;3.4868;clusters=1|agents=230
mcm_field.step.refresh_arrays;0.4626;agents=230|dims=3
compute_runtime_result.total;89.4663;decision_tendency=act|active_trade=False
mcm_field.step.field_perception_state;0.4149;agents=230
apply_runtime_result.total;5.0542;decision_tendency=hold|runtime_tick_seq=28
step_mcm_brain.cluster_detect_snapshot;3.8413;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.3011;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.6666;decision_tendency=observe
step_mcm_brain.primary_field_step;52.5416;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9337;agents=230|neighbors=8
step_mcm_brain.total;88.6664;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3062;agents=230
apply_runtime_result.total;3.1248;decision_tendency=act|runtime_tick_seq=33
step_mcm_brain.cluster_detect_snapshot;3.5162;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.6802;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9860;decision_tendency=act
mcm_field.step.total;69.8122;agents=230|dims=3
apply_runtime_result.total;3.2171;decision_tendency=observe|runtime_tick_seq=36
step_mcm_brain.cluster_detect_snapshot;3.5560;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0563;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8950;decision_tendency=act
step_mcm_brain.primary_field_step;54.6104;agents=230|dims=3
apply_runtime_result.total;3.7033;decision_tendency=act|runtime_tick_seq=39
step_mcm_brain.cluster_detect_snapshot;3.2789;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.7459;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8708;decision_tendency=observe
mcm_field.step.field_perception_state;0.3653;agents=230
apply_runtime_result.total;3.1310;decision_tendency=hold|runtime_tick_seq=42
step_mcm_brain.cluster_detect_snapshot;3.6368;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5475;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9811;decision_tendency=observe
step_mcm_brain.primary_field_step;56.1244;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.3258;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;3.7928;clusters=1|agents=230
