timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1583;0.1772;0.0215;0.5693;0.2205;0.5681;0.3203;0.6697;0.6896;0.1055;0.1622;0.2074;1.0000;0.0855;0.7141;ctx_17;inner_ctx_7
1767375600000000;1;2;observe;structure_bearing_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1419;0.1689;0.0348;0.6239;0.2192;0.5895;-0.0156;0.6585;0.6822;0.0591;0.1262;0.2110;1.0000;0.0903;0.8462;ctx_12;inner_ctx_10
1767375900000000;2;3;act;plan_allowed;SHORT;active_perception_field;0.0000;0.2651;0.0000;0.0000;0.0000;0.3008;0.3553;0.2385;0.2200;0.2090;0.6123;0.2960;0.5902;1.4336;0.6594;0.6555;0.4719;0.4528;0.3282;1.0000;0.1460;0.9288;ctx_9;inner_ctx_10
1767376800000000;5;4;hold;pause_mode;LONG;fragmented_perception_field;0.0000;0.1539;0.0000;0.0000;0.0000;0.2502;0.0343;0.4095;0.4542;0.0212;0.6900;0.2625;0.5552;0.5813;0.8292;0.8169;0.2551;0.2752;0.2338;1.0000;0.1070;1.0000;ctx_2;inner_ctx_5
1767377100000000;6;5;hold;pause_mode;SHORT;fragmented_perception_field;0.0000;0.1380;0.0000;0.0000;0.0000;0.2813;0.0146;0.4359;0.4777;0.0197;0.6590;0.2846;0.5706;0.3198;0.8022;0.7718;0.4031;0.3714;0.2423;1.0000;0.1397;1.0000;-;inner_ctx_1
1767377400000000;7;6;hold;pause_mode;LONG;coherent_perception_field;0.0000;0.2832;0.0000;0.0000;0.0000;0.2632;0.3792;0.2153;0.1965;0.3490;0.7579;0.2289;0.6377;0.9267;0.8169;0.8175;0.2227;0.2034;0.2757;1.0000;0.1363;1.0000;ctx_2;inner_ctx_3
1767377700000000;8;7;hold;pause_mode;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1652;0.1825;0.0162;0.6147;0.3006;0.5750;0.0069;0.6858;0.6628;0.1681;0.1530;0.0826;1.0000;0.1096;0.9875;-;inner_ctx_5
1767378300000000;10;9;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1571;0.1782;0.0308;0.6326;0.2814;0.5956;0.0751;0.6841;0.6577;0.2115;0.2098;0.1411;1.0000;0.1037;0.9961;-;inner_ctx_10
1767378600000000;11;10;act;plan_allowed;SHORT;active_perception_field;0.0000;0.2591;0.0000;0.0000;0.0000;0.3142;0.3478;0.2420;0.2230;0.2040;0.6838;0.3055;0.6150;1.3494;0.7482;0.6979;0.6385;0.5968;0.3458;1.0000;0.1552;1.0000;ctx_14;inner_ctx_10
1767383100000000;26;11;hold;pause_mode;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1523;0.1746;0.0255;0.6716;0.2543;0.5449;0.2155;0.7720;0.7648;0.4356;0.3672;0.2431;1.0000;0.0662;1.0000;ctx_12;inner_ctx_6
1767384000000000;29;14;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1453;0.1700;0.0306;0.6463;0.2634;0.5920;0.2030;0.7179;0.6942;0.5765;0.5231;0.2346;1.0000;0.1128;1.0000;ctx_13;inner_ctx_7
1767384300000000;30;15;hold;pause_mode;WAIT;active_perception_field;0.0000;0.2514;0.0000;0.0000;0.0000;0.3215;0.3356;0.2690;0.2423;0.1881;0.6780;0.3157;0.6424;0.4959;0.7851;0.7244;0.6445;0.5329;0.2826;1.0000;0.1649;1.0000;ctx_9;inner_ctx_7
1767384600000000;31;16;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1446;0.1703;0.0468;0.7264;0.2534;0.6527;0.4455;0.7954;0.7593;0.5058;0.5203;0.3904;1.0000;0.0929;1.0000;ctx_2;inner_ctx_9
1767384900000000;32;17;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1481;0.1715;0.0435;0.6954;0.2517;0.6650;0.0413;0.7799;0.7377;0.5651;0.4975;0.3224;1.0000;0.0928;1.0000;ctx_60;inner_ctx_7
1767385200000000;33;18;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1524;0.1738;0.0271;0.6711;0.2630;0.6441;-0.1420;0.7540;0.7252;0.5532;0.4766;0.1957;1.0000;0.1053;1.0000;ctx_9;inner_ctx_7
1767385500000000;34;19;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1507;0.1732;0.0393;0.6828;0.2538;0.6524;0.1778;0.7674;0.7261;0.6328;0.5069;0.2234;1.0000;0.1056;1.0000;ctx_17;inner_ctx_7
1767385800000000;35;20;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1580;0.1779;0.0256;0.6211;0.3600;0.6274;-0.8932;0.6395;0.5676;0.5812;0.4630;0.1832;1.0000;0.0810;1.0000;ctx_17;inner_ctx_7
1767386400000000;37;22;observe;zero_point_regulation;SHORT;fragmented_perception_field;0.0000;0.1254;0.0000;0.0000;0.0000;0.3073;0.0000;0.4615;0.4985;0.0000;0.6460;0.3178;0.6471;0.8469;0.7600;0.7061;0.6819;0.5270;0.2245;1.0000;0.1139;1.0000;ctx_54;inner_ctx_7
1767386700000000;38;23;hold;maturity_block;SHORT;active_perception_field;0.0000;0.2445;0.0000;0.0000;0.0000;0.3362;0.3274;0.2612;0.2406;0.1871;0.6671;0.2911;0.6574;1.0290;0.7103;0.6603;0.8038;0.6236;0.2884;1.0000;0.1188;1.0000;ctx_54;inner_ctx_3
1767387000000000;39;24;hold;processing_block;SHORT;active_perception_field;0.0000;0.2415;0.0000;0.0000;0.0000;0.3487;0.3261;0.2793;0.2528;0.1720;0.6368;0.3393;0.6404;1.1459;0.6879;0.6306;0.9068;0.7515;0.3428;1.0000;0.1034;1.0000;ctx_35;inner_ctx_9
1767387300000000;40;25;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1544;0.1746;0.0206;0.6039;0.3868;0.6176;-1.0455;0.5891;0.5178;0.6603;0.5783;0.2624;1.0000;0.0469;1.0000;ctx_32;inner_ctx_9
1767387600000000;41;26;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1571;0.1756;0.0243;0.6909;0.2561;0.6822;-0.2503;0.7651;0.7354;0.4990;0.4023;0.2155;1.0000;0.0977;1.0000;ctx_22;inner_ctx_7
