section;elapsed_ms;extra
mcm_field.step.refresh_arrays;0.5572;agents=230|dims=3
apply_runtime_result.refresh_experience_space;4.6149;decision_tendency=observe
step_mcm_brain.primary_field_step;60.6081;agents=230|dims=3
apply_runtime_result.total;6.6490;decision_tendency=observe|runtime_tick_seq=48
step_mcm_brain.primary_field_step;90.4736;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.3090;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;30.4709;neurons=230|areals=1
mcm_field.step.sync_neurons;1.3913;agents=230|dims=3
step_mcm_brain.snapshot_field_read;22.0353;neurons=230|areals=1
mcm_field.step.activity_diffusion;15.5850;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8937;decision_tendency=observe
mcm_field.step.total;115.1824;agents=230|dims=3
mcm_field.step.sync_neurons;1.5185;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;5.7202;clusters=1|agents=230
mcm_field.step.activity_diffusion;27.2986;agents=230|neighbors=8
compute_runtime_result.total;155.8524;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.7077;agents=230
apply_runtime_result.refresh_experience_space;5.3891;decision_tendency=observe
mcm_field.step.total;110.9806;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1875;active=0.9033
step_mcm_brain.cluster_detect_pre_memory;0.1409;clusters=1|agents=230
mcm_field.step.sync_neurons;1.5330;agents=230|dims=3
step_mcm_brain.memory_store;0.0856;clusters=1
memory_state.write_payload;119.9515;path=bot_memory/memory_state.json|keys=55
step_mcm_brain.cluster_detect_pre_memory;0.0925;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;3.8644;agents=230|neighbors=8
step_mcm_brain.cluster_detect_pre_memory;0.2109;clusters=1|agents=230
mcm_field.step.sync_neurons;4.1143;agents=230|dims=3
step_mcm_brain.cluster_detect_pre_memory;0.1618;clusters=1|agents=230
mcm_field.step.sync_neurons;3.0802;agents=230|dims=3
step_mcm_brain.cluster_detect_pre_memory;0.1267;clusters=1|agents=230
mcm_field.step.sync_neurons;2.4855;agents=230|dims=3
step_mcm_brain.cluster_detect_pre_memory;0.1446;clusters=1|agents=230
mcm_field.step.sync_neurons;2.4996;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;8.7965;clusters=1|agents=230
mcm_field.step.activity_diffusion;16.7011;agents=230|neighbors=8
compute_runtime_result.total;107.8250;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;1.3433;agents=230
apply_runtime_result.refresh_experience_space;3.7089;decision_tendency=observe
step_mcm_brain.primary_field_step;56.8112;agents=230|dims=3
mcm_field.step.sync_neurons;1.3905;agents=230|dims=3
step_mcm_brain.snapshot_field_read;19.2763;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4965;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1068;active=0.9089
step_mcm_brain.primary_field_step;79.1150;agents=230|dims=3
mcm_field.step.sync_neurons;1.3549;agents=230|dims=3
step_mcm_brain.total;75.8985;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.0985;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1064;active=0.9246
step_mcm_brain.cluster_detect_pre_memory;0.0546;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3485;agents=230|dims=3
step_mcm_brain.self_regulation;0.0974;self_state=stressed|agents=230
write_visualization_snapshot_bundle.total;36.0458;visual_keys=7|inner_keys=41
step_mcm_brain.snapshot_field_read;16.3055;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4860;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.4318;decision_tendency=act
step_mcm_brain.primary_field_step;54.5318;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.1156;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;4.6842;clusters=1|agents=230
mcm_field.step.neuron_loop;50.2345;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;22.8149;neurons=230|areals=1
mcm_field.step.refresh_arrays;2.1687;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.3127;decision_tendency=hold
step_mcm_brain.primary_field_step;82.8995;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9975;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;3.7221;clusters=1|agents=230
mcm_field.step.activity_diffusion;15.0124;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.3613;decision_tendency=observe
mcm_field.step.total;75.5098;agents=230|dims=3
mcm_field.step.sync_neurons;2.2114;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.9638;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4693;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1069;active=0.9100
step_mcm_brain.cluster_detect_pre_memory;0.0588;clusters=1|agents=230
mcm_field.step.neuron_loop;35.4419;agents=230|neighbors=8
compute_runtime_result.total;99.0999;decision_tendency=observe|active_trade=False
mcm_field.step.total;53.5294;agents=230|dims=3
mcm_field.step.sync_neurons;1.3604;agents=230|dims=3
step_mcm_brain.snapshot_field_read;18.4756;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4561;agents=230|dims=3
apply_runtime_result.total;3.8031;decision_tendency=hold|runtime_tick_seq=92
step_mcm_brain.cluster_detect_pre_memory;0.0506;clusters=1|agents=230
mcm_field.step.sync_neurons;1.8024;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.8539;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4758;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1115;active=0.9107
step_mcm_brain.cluster_detect_pre_memory;0.0630;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4324;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.9111;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.9213;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1731;decision_tendency=observe
mcm_field.step.total;71.5980;agents=230|dims=3
mcm_field.step.sync_neurons;1.4829;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.8833;neurons=230|areals=1
mcm_field.step.build_neighbor_state_map;1.9866;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.2372;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4787;agents=230|dims=3
apply_runtime_result.total;3.6000;decision_tendency=act|runtime_tick_seq=102
step_mcm_brain.cluster_detect_snapshot;3.7549;clusters=1|agents=230
mcm_field.step.activity_diffusion;16.3070;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0734;decision_tendency=hold
mcm_field.step.total;75.2292;agents=230|dims=3
apply_runtime_result.total;3.7848;decision_tendency=observe|runtime_tick_seq=105
step_mcm_brain.cluster_detect_snapshot;5.4227;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5123;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9578;decision_tendency=hold
step_mcm_brain.primary_field_step;68.9670;agents=230|dims=3
mcm_field.step.sync_neurons;1.3759;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.8938;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4643;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1048;active=0.9255
step_mcm_brain.primary_field_step;72.6120;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.2480;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.8500;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4809;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1074;active=0.9196
step_mcm_brain.cluster_detect_pre_memory;0.0614;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3428;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.7195;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4554;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1076;active=0.9266
step_mcm_brain.primary_field_step;69.4522;agents=230|dims=3
mcm_field.step.sync_neurons;1.3711;agents=230|dims=3
step_mcm_brain.total;79.9902;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.6226;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1176;active=0.9110
step_mcm_brain.cluster_detect_pre_memory;0.0656;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4144;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.6653;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4560;agents=230|dims=3
apply_runtime_result.total;3.3564;decision_tendency=hold|runtime_tick_seq=122
step_mcm_brain.cluster_detect_snapshot;4.1837;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0506;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9379;decision_tendency=observe
mcm_field.step.total;69.0032;agents=230|dims=3
write_runtime_snapshot_payload.total;10.5802;kind=visual|keys=7|path=debug\debug_lauf_7\bot_visual_snapshot.json
step_mcm_brain.primary_field_step;51.9289;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9666;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.5339;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4979;agents=230|dims=3
apply_runtime_result.total;3.6191;decision_tendency=act|runtime_tick_seq=128
step_mcm_brain.cluster_detect_snapshot;3.7409;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5226;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;4.3034;decision_tendency=observe
mcm_field.step.total;72.0799;agents=230|dims=3
mcm_field.step.sync_neurons;1.3626;agents=230|dims=3
step_mcm_brain.total;73.1953;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;16.1914;agents=230|every_n=2
apply_runtime_result.total;3.3467;decision_tendency=observe|runtime_tick_seq=133
step_mcm_brain.snapshot_field_read;18.0660;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4722;agents=230|dims=3
step_mcm_brain.total;98.9531;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3191;agents=230
apply_runtime_result.total;3.4345;decision_tendency=hold|runtime_tick_seq=136
step_mcm_brain.cluster_detect_snapshot;3.7100;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.2657;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1053;active=0.9090
step_mcm_brain.primary_field_step;70.1986;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9991;agents=230|neighbors=8
step_mcm_brain.total;75.8757;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.4799;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1067;active=0.9232
step_mcm_brain.cluster_detect_snapshot;3.7264;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.2710;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.2754;decision_tendency=hold
step_mcm_brain.primary_field_step;56.9582;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0674;agents=230|neighbors=8
step_mcm_brain.total;95.1347;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3290;agents=230
apply_runtime_result.refresh_experience_space;3.2290;decision_tendency=observe
mcm_field.step.total;70.2705;agents=230|dims=3
mcm_field.step.sync_neurons;1.3533;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.6685;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4694;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1062;active=0.9093
step_mcm_brain.cluster_detect_snapshot;3.8433;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3759;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.8947;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4662;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1073;active=0.9316
step_mcm_brain.primary_field_step;70.5234;agents=230|dims=3
mcm_field.step.sync_neurons;1.3856;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.3375;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4653;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1084;active=0.9276
step_mcm_brain.cluster_detect_snapshot;3.6569;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0542;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0850;decision_tendency=observe
step_mcm_brain.primary_field_step;52.2642;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.1986;agents=230|neighbors=8
step_mcm_brain.total;91.6198;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3114;agents=230
apply_runtime_result.total;6.4590;decision_tendency=act|runtime_tick_seq=160
step_mcm_brain.cluster_detect_pre_memory;0.0520;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3976;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.7842;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5237;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1182;active=0.9095
step_mcm_brain.cluster_detect_snapshot;3.7925;clusters=1|agents=230
mcm_field.step.context_memory_matrix;0.0705;active=False|agents=230
step_mcm_brain.total;106.8900;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.5011;agents=230
apply_runtime_result.total;3.5014;decision_tendency=observe|runtime_tick_seq=166
step_mcm_brain.cluster_detect_snapshot;3.4678;clusters=1|agents=230
mcm_field.step.activity_diffusion;14.0353;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9871;decision_tendency=observe
mcm_field.step.total;73.6515;agents=230|dims=3
mcm_field.step.sync_neurons;1.3850;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.6409;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5015;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.9813;decision_tendency=hold
step_mcm_brain.primary_field_step;51.7927;agents=230|dims=3
mcm_field.step.sync_neurons;1.3793;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.3450;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4634;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1051;active=0.9128
step_mcm_brain.primary_field_step;68.3028;agents=230|dims=3
write_runtime_snapshot_payload.total;23.5687;kind=inner|keys=41|path=debug\debug_lauf_7\bot_inner_snapshot.json
step_mcm_brain.cluster_detect_pre_memory;0.0649;clusters=1|agents=230
mcm_field.step.sync_neurons;2.9386;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.9096;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.2246;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1192;decision_tendency=observe
mcm_field.step.total;73.2098;agents=230|dims=3
mcm_field.step.sync_neurons;1.4674;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.9155;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4712;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1092;active=0.8973
step_mcm_brain.cluster_detect_snapshot;3.6798;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.3363;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.6807;decision_tendency=observe
step_mcm_brain.primary_field_step;53.1363;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9942;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.3916;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4799;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1068;active=0.8986
step_mcm_brain.primary_field_step;73.5442;agents=230|dims=3
apply_runtime_result.total;3.8087;decision_tendency=act|runtime_tick_seq=187
step_mcm_brain.snapshot_field_read;15.8270;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4670;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.1036;decision_tendency=observe
step_mcm_brain.primary_field_step;51.9040;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9655;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.5735;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4669;agents=230|dims=3
apply_runtime_result.total;3.4781;decision_tendency=act|runtime_tick_seq=192
step_mcm_brain.cluster_detect_snapshot;3.5669;clusters=1|agents=230
mcm_field.step.activity_diffusion;18.5420;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.6776;decision_tendency=act
mcm_field.step.field_perception_state;0.3692;agents=230
apply_runtime_result.total;3.3837;decision_tendency=act|runtime_tick_seq=195
step_mcm_brain.cluster_detect_snapshot;4.1224;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.0293;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0991;decision_tendency=observe
step_mcm_brain.primary_field_step;53.8138;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9790;agents=230|neighbors=8
step_mcm_brain.total;90.2817;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.3345;agents=230
apply_runtime_result.total;3.8547;decision_tendency=observe|runtime_tick_seq=200
mcm_field.step.field_perception_state;0.3156;agents=230
apply_runtime_result.total;3.4579;decision_tendency=observe|runtime_tick_seq=201
step_mcm_brain.cluster_detect_snapshot;4.1000;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.8262;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1779;decision_tendency=observe
step_mcm_brain.primary_field_step;53.7308;agents=230|dims=3
mcm_field.step.sync_neurons;1.4024;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.1389;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4660;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1066;active=0.9038
step_mcm_brain.primary_field_step;69.3051;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9893;agents=230|neighbors=8
compute_runtime_result.total;78.4975;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3563;agents=230
apply_runtime_result.total;4.0203;decision_tendency=observe|runtime_tick_seq=209
step_mcm_brain.snapshot_field_read;16.7247;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4800;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1111;active=0.9254
step_mcm_brain.cluster_detect_pre_memory;0.0653;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4223;agents=230|dims=3
step_mcm_brain.snapshot_field_read;19.3290;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5507;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1133;active=0.9348
step_mcm_brain.primary_field_step;72.5421;agents=230|dims=3
apply_runtime_result.total;3.5379;decision_tendency=act|runtime_tick_seq=215
step_mcm_brain.snapshot_field_read;16.4148;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4629;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1071;active=0.9306
step_mcm_brain.cluster_detect_pre_memory;0.0515;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3842;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.7303;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4807;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1112;active=0.9102
step_mcm_brain.primary_field_step;68.5188;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;3.3735;agents=230|neighbors=8
step_mcm_brain.total;79.2733;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.2875;agents=230|every_n=2
apply_runtime_result.total;3.5348;decision_tendency=observe|runtime_tick_seq=223
step_mcm_brain.snapshot_field_read;16.7969;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4881;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1074;active=0.9105
mcm_field.step.field_perception_state;0.3420;agents=230
apply_runtime_result.refresh_active_context_trace;0.1253;active=0.9081
step_mcm_brain.primary_field_step;73.4833;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0621;agents=230|neighbors=8
step_mcm_brain.total;77.2546;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.8529;agents=230|every_n=2
compute_runtime_result.total;104.1249;decision_tendency=act|active_trade=False
mcm_field.step.total;52.9935;agents=230|dims=3
mcm_field.step.sync_neurons;1.3595;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.8628;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0661;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.4955;decision_tendency=act
mcm_field.step.total;68.8556;agents=230|dims=3
mcm_field.step.sync_neurons;1.3593;agents=230|dims=3
step_mcm_brain.total;75.3489;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;19.4625;agents=230|every_n=2
compute_runtime_result.total;105.3562;decision_tendency=hold|active_trade=False
mcm_field.step.total;66.8399;agents=230|dims=3
mcm_field.step.sync_neurons;1.3673;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.5224;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4633;agents=230|dims=3
apply_runtime_result.total;3.3910;decision_tendency=observe|runtime_tick_seq=238
step_mcm_brain.cluster_detect_pre_memory;0.0506;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9938;agents=230|neighbors=8
compute_runtime_result.total;80.3083;decision_tendency=hold|active_trade=False
mcm_field.step.field_perception_state;0.3362;agents=230
apply_runtime_result.total;3.5519;decision_tendency=observe|runtime_tick_seq=241
step_mcm_brain.cluster_detect_snapshot;3.8092;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.0797;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.2280;decision_tendency=hold
step_mcm_brain.primary_field_step;53.5205;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0684;agents=230|neighbors=8
step_mcm_brain.total;99.1176;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.4016;agents=230
apply_runtime_result.total;3.1884;decision_tendency=observe|runtime_tick_seq=246
step_mcm_brain.cluster_detect_pre_memory;0.0526;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3555;agents=230|dims=3
step_mcm_brain.snapshot_field_read;18.0641;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4685;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1093;active=0.9003
step_mcm_brain.cluster_detect_pre_memory;0.0545;clusters=1|agents=230
build_runtime_pipeline_snapshot.total;0.0501;keys=40
mcm_field.step.field_perception_state;1.3187;agents=230
apply_runtime_result.total;3.5151;decision_tendency=hold|runtime_tick_seq=251
step_mcm_brain.cluster_detect_snapshot;4.6044;clusters=1|agents=230
mcm_field.step.activity_diffusion;15.4003;agents=230|neighbors=8
step_mcm_brain.total;105.2332;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3382;agents=230
apply_runtime_result.total;3.8053;decision_tendency=act|runtime_tick_seq=254
step_mcm_brain.cluster_detect_snapshot;4.1950;clusters=1|agents=230
mcm_field.step.activity_diffusion;14.1602;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.2604;decision_tendency=act
mcm_field.step.total;81.1592;agents=230|dims=3
mcm_field.step.sync_neurons;1.4566;agents=230|dims=3
step_mcm_brain.snapshot_field_read;20.5823;neurons=230|areals=1
mcm_field.step.refresh_arrays;1.0919;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1151;active=0.9131
step_mcm_brain.cluster_detect_snapshot;4.6134;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7987;agents=230|neighbors=8
compute_runtime_result.total;108.1870;decision_tendency=hold|active_trade=False
mcm_field.step.total;55.0481;agents=230|dims=3
mcm_field.step.sync_neurons;1.4124;agents=230|dims=3
