timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;observe;aftereffect_pressure_observe;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2378;0.2130;0.0000;0.4375;0.3703;0.4489;0.4414;0.5957;0.6723;0.1078;0.1634;0.1649;1.0000;0.0858;0.7158;-;inner_ctx_10
1767375900000000;2;3;observe;development_reframe_observe;SHORT;active_perception_field;0.0000;0.2652;0.0000;0.0000;0.0000;0.3001;0.3552;0.3157;0.2558;0.1567;0.4720;0.4469;0.4519;1.1809;0.5850;0.6375;0.4777;0.4552;0.3196;1.0000;0.1454;0.9255;ctx_76;inner_ctx_10
1767376200000000;3;4;hold;context_cluster_negative;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2195;0.2047;0.0000;0.5560;0.3587;0.4825;0.6467;0.6617;0.7456;0.2288;0.2349;0.2562;1.0000;0.1014;0.9830;ctx_3;inner_ctx_5
1767376500000000;4;5;observe;development_reframe_observe;LONG;fragmented_perception_field;0.0000;0.1525;0.0000;0.0000;0.0000;0.2451;0.0321;0.4771;0.4838;0.0000;0.5846;0.3959;0.5002;1.2100;0.7393;0.7922;0.2103;0.2324;0.2975;1.0000;0.1407;0.9920;ctx_6;inner_ctx_10
1767376800000000;5;6;hold;context_cluster_negative;WAIT;active_perception_field;0.0000;0.2526;0.0000;0.0000;0.0000;0.3256;0.3390;0.3058;0.2550;0.1795;0.6611;0.3773;0.5438;1.1428;0.7493;0.7790;0.4812;0.4628;0.3664;1.0000;0.1525;1.0000;ctx_3;inner_ctx_2
1767377100000000;6;7;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1993;0.1926;0.0125;0.5674;0.3933;0.4902;-0.3102;0.6226;0.6450;0.3142;0.2951;0.1482;1.0000;0.0996;1.0000;-;inner_ctx_5
1767377400000000;7;8;hold;context_cluster_negative;WAIT;active_perception_field;0.0000;0.2548;0.0000;0.0000;0.0000;0.3194;0.3416;0.3122;0.2563;0.1748;0.6312;0.3759;0.5093;1.4217;0.7306;0.7707;0.5391;0.4732;0.3004;1.0000;0.1058;1.0000;ctx_2;inner_ctx_1
1767377700000000;8;9;observe;aftereffect_pressure_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2312;0.2095;0.0000;0.5541;0.3715;0.5006;0.2334;0.6889;0.7552;0.4120;0.3628;0.1834;1.0000;0.0546;1.0000;-;inner_ctx_6
1767378000000000;9;10;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1815;0.1796;0.0045;0.5582;0.3448;0.4554;-0.2516;0.5941;0.6488;0.3814;0.3266;0.1182;1.0000;0.0867;1.0000;-;inner_ctx_1
1767378600000000;11;12;act;plan_allowed;SHORT;quiet_field;0.0000;0.2060;0.0000;0.0000;0.0000;0.0649;0.1266;0.2293;0.2089;0.1257;0.5566;0.3786;0.4638;1.2332;0.6615;0.7152;0.3952;0.3833;0.2814;1.0000;0.1174;1.0000;-;inner_ctx_1
