timestamp;runtime_tick;sequence;from_tone;to_tone;transition_key;phase;reason;decision;open;high;low;close;volume;pre2_close;pre1_close;post1_close;post2_close;pre_ret;post_ret;window_ret;abs_window_ret;direction_flip;volume_ratio;range_pct;range_ratio;body_pct;serotonin_delta;glutamate_delta;cortisol_delta;gaba_delta;dopamine_delta;acetylcholine_delta;noradrenaline_delta;endorphin_delta;neurochemical_load_delta;neurochemical_support_delta;neurochemical_balance_delta;serotonin_carryover_risk_delta;emotional_decoupling_delta;reactive_nervous_drive_delta;field_pressure_delta;field_clarity_delta;field_observation_need_delta;field_replan_pressure_delta;field_action_support_delta;action_inhibition_delta;action_clearance_delta;serotonin_stability;glutamate_activation;cortisol_load;neurochemical_balance;serotonin_carryover_risk;emotional_decoupling;reactive_nervous_drive;field_pressure;field_clarity;action_inhibition;action_clearance;visual_action_uncertainty;variant_learning_pressure;structure_quality;context_confidence
1767445500000000;235;16;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;LONG;131.110000;131.130000;131.000000;131.080000;5087.855000;130.910000;131.110000;131.020000;131.200000;0.001299;0.000915;0.002215;0.002215;0;1.0876;0.000992;0.7154;-0.000229;-0.0094;-0.3692;-0.0479;-0.0884;-0.0321;-0.0393;-0.2953;-0.0477;-0.1536;-0.0390;0.1146;0.0247;-0.0657;-0.1556;-0.3266;-0.1528;-0.1314;-0.0772;-0.0948;-0.1203;-0.0048;0.5395;0.1999;0.3884;0.0422;0.2690;0.1462;0.2768;0.0000;0.1000;0.4757;0.5838;0.2565;0.1586;0.4586;0.4377
1767446100000000;237;17;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;hold;context_cluster_negative;WAIT;131.010000;131.200000;131.010000;131.200000;7279.486000;131.080000;131.020000;131.370000;131.210000;0.000915;0.000076;0.000992;0.000992;0;1.5969;0.001448;1.0770;0.001448;0.0417;0.4943;0.0188;-0.0724;0.1393;0.0564;0.3365;0.0522;0.1302;0.0618;-0.0684;0.0035;0.0522;0.2642;0.3217;0.1588;0.0096;0.0091;0.1383;-0.1136;0.1567;0.5570;0.6224;0.4071;-0.0030;0.2423;0.2146;0.4762;0.3217;0.2588;0.4700;0.6798;0.1640;0.1583;0.5283;0.5415
1767446400000000;238;18;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;hold;context_cluster_negative;WAIT;131.200000;131.400000;131.130000;131.370000;15597.850000;131.020000;131.200000;131.210000;131.380000;0.002671;0.000076;0.002748;0.002748;0;3.3436;0.002055;1.5324;0.001294;-0.0054;-0.0819;0.0135;0.0469;-0.0463;-0.0283;-0.0047;-0.0023;0.0030;-0.0128;-0.0157;-0.0019;0.0044;-0.0474;0.0090;-0.0090;0.0431;0.0288;-0.0340;0.0503;-0.0454;0.5516;0.5405;0.4206;-0.0188;0.2404;0.2190;0.4288;0.3307;0.2498;0.5203;0.6344;0.1875;0.1881;0.6757;0.7236
1767447000000000;240;19;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act;plan_allowed;LONG;131.210000;131.380000;131.200000;131.380000;2703.726000;131.370000;131.210000;131.370000;131.130000;0.000076;-0.001903;-0.001827;0.001827;1;0.5453;0.001370;1.0062;0.001294;0.0395;0.4902;0.1399;-0.0215;0.1275;0.0762;0.3188;0.0232;0.1894;0.0584;-0.1311;0.0178;0.0469;0.2517;0.3234;0.1563;0.0629;0.0420;0.1834;-0.0716;0.1312;0.5684;0.6031;0.3865;0.0588;0.2545;0.2171;0.4893;0.3234;0.2563;0.3813;0.7289;0.1111;0.1264;0.6844;0.7343
1767476100000000;337;20;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;act;plan_allowed;LONG;132.580000;132.750000;132.530000;132.720000;4037.426000;132.600000;132.590000;132.740000;132.730000;0.000905;0.000075;0.000980;0.000980;0;1.1194;0.001658;1.4935;0.001055;-0.0120;-0.0725;-0.0115;-0.0006;-0.0582;0.0159;-0.0478;0.0096;-0.0251;-0.0077;0.0174;-0.0052;-0.0067;-0.0476;0.0055;-0.0097;-0.0137;-0.0017;0.0125;-0.0007;-0.0224;0.5564;0.5307;0.3750;0.0762;0.2492;0.2104;0.4417;0.3289;0.2466;0.3805;0.7065;0.1032;0.0994;0.6233;0.6647
1767477900000000;343;21;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act;plan_allowed;LONG;132.600000;132.840000;132.590000;132.840000;5427.502000;132.870000;132.610000;132.710000;132.920000;-0.000226;0.000602;0.000376;0.000376;1;1.4407;0.001882;1.6167;0.001807;-0.0054;0.1012;0.0045;-0.0155;0.0240;0.0174;0.0477;0.0057;0.0230;0.0065;-0.0164;-0.0046;0.0034;0.0477;0.0064;0.0065;-0.0147;-0.0103;0.0053;-0.0012;0.0132;0.5510;0.6319;0.3795;0.0598;0.2447;0.2138;0.4895;0.3353;0.2530;0.3794;0.7197;0.0770;0.0909;0.6867;0.7247
1767479700000000;349;22;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;hold;fused_score_too_low;WAIT;133.020000;133.990000;133.020000;133.350000;26998.476000;132.840000;133.030000;133.110000;133.020000;0.003839;-0.002475;0.001355;0.001355;1;7.1404;0.007274;5.9425;0.002475;-0.0581;-0.5653;-0.1796;0.2254;-0.1828;-0.1303;-0.2608;-0.0805;-0.1587;-0.0855;0.0732;-0.0351;-0.0019;-0.3120;-0.3353;-0.1530;0.0779;0.0299;-0.2014;0.2554;-0.2578;0.4929;0.0666;0.1999;0.1329;0.2096;0.2119;0.1775;0.0000;0.1000;0.6347;0.4618;0.2951;0.2120;0.6133;0.6545
1767485700000000;369;23;serotonin_stability;endorphin_relief;serotonin_stability->endorphin_relief;hold;fused_score_too_low;WAIT;134.560000;134.640000;134.170000;134.290000;12108.232000;134.350000;134.550000;134.460000;133.930000;-0.000447;-0.002681;-0.003126;0.003126;0;1.9541;0.003500;1.8418;-0.002011;-0.0198;-0.3684;-0.2589;-0.0065;-0.1899;-0.0553;-0.2341;0.0500;-0.2114;-0.0356;0.1758;-0.0169;-0.0254;-0.1922;-0.3129;-0.0252;-0.3189;-0.3295;-0.0016;0.0050;-0.0475;0.5236;0.0459;0.1393;0.2457;0.2340;0.1648;0.1949;0.0000;0.1000;0.4246;0.5947;0.1878;0.1318;0.6252;0.6682
1767486000000000;370;24;endorphin_relief;serotonin_stability;endorphin_relief->serotonin_stability;act;plan_allowed;LONG;134.280000;134.460000;134.140000;134.460000;7312.387000;134.550000;134.290000;133.930000;134.320000;-0.000669;-0.001041;-0.001709;0.001709;0;1.1441;0.002380;1.2149;0.001339;0.0303;0.4884;0.2577;0.0624;0.1145;0.0701;0.2999;-0.0368;0.2553;0.0409;-0.2144;0.0108;0.0612;0.2280;0.3088;0.1278;0.1705;0.1028;0.1075;0.0368;0.0485;0.5539;0.5343;0.3970;0.0313;0.2448;0.2260;0.4229;0.3088;0.2278;0.4614;0.6432;0.1449;0.1357;0.6710;0.7248
1767528300000000;511;25;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act_watch;plan_pressure_act_watch;SHORT;134.490000;134.510000;134.270000;134.270000;8658.569000;134.390000;134.480000;134.420000;134.590000;-0.000893;0.002383;0.001488;0.001488;1;1.7398;0.001787;1.0968;-0.001638;-0.0032;0.4929;0.0892;0.1050;0.0341;-0.0416;0.3595;0.0042;0.2062;0.0084;-0.1978;-0.0295;0.0496;0.1877;0.3102;0.1601;0.1329;0.0731;0.0927;0.1372;-0.0900;0.5633;0.5760;0.4404;-0.0804;0.2405;0.2176;0.4130;0.3102;0.2601;0.6102;0.5384;0.2238;0.1795;0.4912;0.4471
1767528600000000;512;26;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;development_reframe_observe;LONG;134.280000;134.440000;134.200000;134.420000;2738.826000;134.480000;134.270000;134.590000;134.720000;-0.000446;0.002232;0.001785;0.001785;1;0.5452;0.001785;1.0988;0.001042;0.0104;-0.3902;-0.0715;-0.0913;0.0126;0.0440;-0.2759;-0.0139;-0.1640;0.0005;0.1646;0.0481;-0.0509;-0.1203;-0.3102;-0.1601;-0.1239;-0.0658;-0.0927;-0.1426;0.1143;0.5736;0.1859;0.3689;0.0842;0.2886;0.1667;0.2927;0.0000;0.1000;0.4676;0.6527;0.2152;0.1519;0.5833;0.5434
1767532500000000;525;27;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act;plan_allowed;SHORT;134.260000;134.260000;133.880000;133.890000;10030.804000;134.270000;134.270000;133.970000;134.010000;-0.002830;0.000896;-0.001936;0.001936;1;1.8209;0.002838;1.8058;-0.002763;0.0199;0.4672;0.0301;-0.0620;0.1241;0.0125;0.3881;0.1305;0.1424;0.0633;-0.0790;-0.0374;0.0579;0.2225;0.3190;0.1552;0.0003;0.0025;0.1778;-0.0039;0.0462;0.5791;0.5998;0.4152;-0.0086;0.2354;0.2153;0.4634;0.3190;0.2552;0.4453;0.6463;0.1572;0.1526;0.7924;0.8177
1767534900000000;533;28;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;hold;pause_mode;WAIT;134.520000;134.560000;134.430000;134.520000;3354.531000;134.250000;134.520000;134.560000;134.670000;0.002011;0.001115;0.003128;0.003128;0;0.5875;0.000966;0.6228;0.000000;-0.0680;-0.5931;-0.1124;0.0999;-0.1649;-0.1123;-0.4238;0.0031;-0.1944;-0.0675;0.1269;-0.0073;-0.0611;-0.3171;-0.3190;-0.1552;-0.0023;-0.0044;-0.1785;0.1568;-0.1783;0.5112;0.0067;0.3028;0.1183;0.2281;0.1542;0.1462;0.0000;0.1000;0.6021;0.4680;0.3151;0.2103;0.5046;0.4983
1767540000000000;550;29;serotonin_stability;endorphin_relief;serotonin_stability->endorphin_relief;hold;fused_score_too_low;WAIT;135.220000;135.320000;135.160000;135.200000;15860.324000;135.280000;135.220000;135.240000;135.050000;-0.000591;-0.001109;-0.001700;0.001700;0;2.5770;0.001183;0.7491;-0.000148;-0.0062;0.0392;0.1233;0.0675;-0.0621;-0.0063;-0.0108;0.0061;0.0723;-0.0086;-0.0809;-0.0054;0.0154;-0.0106;0.0000;0.0000;0.0467;0.0235;-0.0150;0.0258;-0.0321;0.5562;0.0978;0.3437;0.1919;0.2534;0.1939;0.2282;0.0000;0.1000;0.4021;0.6411;0.1792;0.1304;0.6667;0.7321
1767540300000000;551;30;endorphin_relief;serotonin_stability;endorphin_relief->serotonin_stability;act;plan_allowed;LONG;135.210000;135.240000;135.080000;135.240000;7683.812000;135.220000;135.200000;135.050000;134.770000;0.000148;-0.003475;-0.003328;0.003328;1;1.1979;0.001183;0.7512;0.000222;0.0031;0.3050;0.0168;0.0233;0.0417;-0.0044;0.1977;-0.0693;0.0970;-0.0081;-0.1051;0.0255;-0.0129;0.1608;0.0000;0.0000;0.0208;0.0094;0.0002;-0.0086;0.0068;0.5593;0.4028;0.3605;0.0868;0.2789;0.1810;0.3890;0.0000;0.1000;0.3935;0.6478;0.1775;0.1272;0.6879;0.7584
1767542400000000;558;31;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;hold;pause_mode;LONG;134.910000;135.270000;134.750000;135.260000;11452.249000;134.720000;134.910000;135.150000;135.080000;0.004008;-0.001331;0.002672;0.002672;1;1.5671;0.003844;2.2154;0.002588;-0.0100;0.1253;0.0803;0.0780;-0.0326;-0.0136;0.1325;0.0153;0.0963;-0.0054;-0.1017;-0.0055;0.0053;0.0356;0.0798;-0.0315;0.0799;0.0668;-0.1441;0.1008;-0.0697;0.5746;0.5824;0.4145;-0.0047;0.2414;0.2198;0.4408;0.3496;0.2508;0.4602;0.6557;0.1412;0.1438;0.7446;0.8142
1767542700000000;559;32;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;WAIT;135.260000;135.540000;134.980000;135.150000;18371.948000;134.910000;135.260000;135.080000;134.970000;0.001779;-0.001332;0.000445;0.000445;1;2.4678;0.004144;2.3220;-0.000814;-0.0265;-0.4490;-0.0184;0.0376;-0.0817;-0.0400;-0.3096;0.0159;-0.1263;-0.0297;0.0966;0.0183;-0.0511;-0.2108;-0.3496;-0.1508;-0.0421;-0.0356;-0.1446;0.0585;-0.0881;0.5481;0.1334;0.3960;0.0919;0.2597;0.1688;0.2299;0.0000;0.1000;0.5186;0.5676;0.2442;0.1762;0.6120;0.6508
1767558600000000;612;33;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;hold;pause_mode;WAIT;134.090000;134.090000;133.920000;133.920000;1607.377000;133.870000;134.090000;133.980000;133.980000;0.000373;0.000448;0.000822;0.000822;0;0.2483;0.001269;0.6690;-0.001269;-0.0160;0.0528;0.0245;0.0346;-0.0391;-0.0233;0.0181;0.0665;0.0303;0.0030;-0.0273;0.0057;-0.0207;0.0011;0.0308;-0.0042;0.0415;0.0140;-0.0108;0.0667;-0.0587;0.5666;0.6072;0.4484;-0.0415;0.2566;0.1813;0.4207;0.3562;0.2485;0.5180;0.5791;0.2048;0.1670;0.5111;0.5091
1767558900000000;613;34;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;hold;pause_mode;WAIT;133.910000;134.070000;133.910000;133.980000;1052.524000;134.090000;133.920000;133.980000;134.060000;-0.000820;0.000597;-0.000224;0.000224;1;0.1648;0.001194;0.6487;0.000522;-0.0080;-0.4734;-0.1511;-0.0646;0.0480;-0.0891;-0.2886;-0.0821;-0.2066;-0.0401;0.1665;0.0046;-0.0393;-0.1757;-0.3562;-0.1485;-0.1074;-0.0645;-0.1177;-0.0789;0.0008;0.5586;0.1338;0.2973;0.1250;0.2612;0.1420;0.2450;0.0000;0.1000;0.4391;0.5799;0.3045;0.1982;0.4843;0.4942
1767579600000000;682;35;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act_watch;plan_pressure_act_watch;SHORT;136.850000;136.860000;136.130000;136.130000;12138.467000;136.780000;136.860000;135.770000;136.150000;-0.004752;0.000147;-0.004606;0.004606;1;1.0332;0.005363;1.6587;-0.005289;0.0240;0.5479;0.0369;-0.0461;-0.0031;-0.0250;0.3846;0.0112;0.1613;0.0090;-0.1524;-0.0080;0.0105;0.2469;0.3119;0.1556;0.0572;0.0259;0.1247;-0.0629;0.0560;0.5725;0.6302;0.4206;-0.0789;0.2383;0.1834;0.4393;0.3119;0.2556;0.4938;0.5841;0.2369;0.1865;0.4944;0.4714
1767579900000000;683;36;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;act_watch;plan_pressure_act_watch;SHORT;136.140000;136.140000;135.740000;135.770000;21259.739000;136.860000;136.130000;136.150000;136.340000;-0.007964;0.004198;-0.003800;0.003800;1;1.7756;0.002946;0.8875;-0.002725;0.0056;-0.0827;0.0099;-0.0110;0.0634;0.0053;-0.0517;-0.0007;-0.0210;0.0112;0.0322;0.0226;-0.0117;-0.0216;0.0153;-0.0048;0.0198;0.0154;-0.0073;-0.0036;0.0131;0.5781;0.5475;0.4305;-0.0467;0.2609;0.1717;0.4176;0.3272;0.2508;0.4902;0.5972;0.2348;0.1947;0.4908;0.4669
1767586200000000;704;37;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act_watch;plan_pressure_act_watch;SHORT;136.450000;136.450000;136.000000;136.030000;11728.986000;136.620000;136.450000;135.830000;135.760000;-0.004319;-0.001985;-0.006295;0.006295;0;0.9145;0.003308;1.0640;-0.003088;-0.0115;0.1493;0.0350;0.0951;0.0114;-0.0452;0.1472;-0.0248;0.0879;-0.0097;-0.0976;0.0024;-0.0012;0.0628;0.0144;0.0004;0.0645;0.0418;-0.0341;0.1291;-0.0710;0.5626;0.5993;0.4614;-0.1067;0.2489;0.1764;0.4314;0.3336;0.2489;0.5702;0.5377;0.2988;0.2278;0.4589;0.4431
1767586500000000;705;38;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;WAIT;136.020000;136.190000;135.790000;135.830000;12652.777000;136.450000;136.030000;135.760000;135.430000;-0.004544;-0.002945;-0.007475;0.007475;0;0.9778;0.002945;0.9451;-0.001399;-0.0065;-0.0975;0.0099;0.0319;-0.0479;0.0037;-0.0535;-0.0068;-0.0134;-0.0094;0.0040;-0.0061;0.0109;-0.0601;-0.0018;-0.0029;0.0203;0.0115;-0.0167;0.0214;-0.0291;0.5562;0.5018;0.4713;-0.1027;0.2428;0.1873;0.3713;0.3318;0.2460;0.5916;0.5086;0.3117;0.2273;0.4587;0.4429
