section;elapsed_ms;extra
mcm_field.step.refresh_arrays;0.7680;agents=230|dims=3
compute_runtime_result.total;117.6330;decision_tendency=observe|active_trade=False
mcm_field.step.refresh_areal_state;28.6711;agents=230|every_n=2
apply_runtime_result.refresh_experience_space;3.0757;decision_tendency=observe
mcm_field.step.total;60.6340;agents=230|dims=3
apply_runtime_result.total;3.5249;decision_tendency=observe|runtime_tick_seq=42
mcm_field.step.refresh_areal_state;21.0991;agents=230|every_n=2
compute_runtime_result.total;173.9467;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.9063;agents=230
apply_runtime_result.refresh_experience_space;3.1757;decision_tendency=observe
mcm_field.step.refresh_areal_state;32.3547;agents=230|every_n=2
compute_runtime_result.total;198.7105;decision_tendency=observe|active_trade=False
mcm_field.step.total;67.0370;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.2614;active=0.8822
step_mcm_brain.primary_field_step;84.6026;agents=230|dims=3
mcm_field.step.sync_neurons;1.5854;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.4245;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.1717;agents=230|neighbors=8
step_mcm_brain.total;96.7018;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.5846;agents=230
apply_runtime_result.refresh_active_context_trace;0.2482;active=0.7507
mcm_field.step.refresh_areal_state;27.2875;agents=230|every_n=2
apply_runtime_result.refresh_experience_space;3.4115;decision_tendency=observe
step_mcm_brain.primary_field_step;53.8505;agents=230|dims=3
mcm_field.step.sync_neurons;1.5543;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.7944;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5251;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9980;decision_tendency=observe
mcm_field.step.total;72.1276;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.2081;active=0.9345
step_mcm_brain.cluster_detect_pre_memory;0.0687;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9700;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.8394;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4628;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.6665;decision_tendency=observe
mcm_field.step.total;68.6199;agents=230|dims=3
mcm_field.step.sync_neurons;1.4302;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.8786;neurons=230|areals=1
mcm_field.step.refresh_arrays;1.0464;agents=230|dims=3
compute_runtime_result.total;122.1126;decision_tendency=observe|active_trade=False
mcm_field.step.total;56.5865;agents=230|dims=3
apply_runtime_result.total;4.2568;decision_tendency=observe|runtime_tick_seq=62
step_mcm_brain.cluster_detect_pre_memory;0.0516;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.1009;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;18.4452;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5672;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.3055;decision_tendency=observe
step_mcm_brain.primary_field_step;55.9136;agents=230|dims=3
mcm_field.step.sync_neurons;1.4502;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.6914;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7877;agents=230|neighbors=8
compute_runtime_result.total;86.0237;decision_tendency=act|active_trade=False
mcm_field.step.field_perception_state;0.3403;agents=230
apply_runtime_result.total;3.6453;decision_tendency=act|runtime_tick_seq=69
step_mcm_brain.self_regulation;0.0724;self_state=active|agents=230
mcm_field.step.context_memory_vector;0.0791;active=False
step_mcm_brain.snapshot_field_read;16.3587;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4775;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.2046;active=0.8738
step_mcm_brain.primary_field_step;82.8429;agents=230|dims=3
mcm_field.step.sync_neurons;1.5076;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.9256;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5225;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.3319;decision_tendency=observe
mcm_field.step.activity_diffusion;13.4022;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.3577;decision_tendency=observe
mcm_field.step.total;70.8526;agents=230|dims=3
apply_runtime_result.total;3.3246;decision_tendency=observe|runtime_tick_seq=77
step_mcm_brain.self_regulation;0.0644;self_state=active|agents=230
mcm_field.step.neuron_loop;36.2382;agents=230|neighbors=8
step_mcm_brain.total;95.3552;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;2.4630;agents=230
apply_runtime_result.refresh_experience_space;3.3368;decision_tendency=observe
mcm_field.step.field_perception_state;0.8794;agents=230
apply_runtime_result.refresh_experience_space;3.4300;decision_tendency=observe
step_mcm_brain.primary_field_step;56.6437;agents=230|dims=3
mcm_field.step.sync_neurons;1.4312;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.0437;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.4158;agents=230|neighbors=8
compute_runtime_result.total;84.9132;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3275;agents=230
apply_runtime_result.total;3.8370;decision_tendency=act|runtime_tick_seq=85
step_mcm_brain.self_regulation;0.0682;self_state=active|agents=230
mcm_field.step.neuron_loop;33.8120;agents=230|neighbors=8
step_mcm_brain.total;87.8395;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3308;agents=230
apply_runtime_result.refresh_active_context_trace;0.2257;active=0.7569
step_mcm_brain.primary_field_step;71.8610;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0154;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;18.2325;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5807;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.4296;decision_tendency=observe
step_mcm_brain.primary_field_step;56.1957;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0434;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.1186;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4429;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.1401;decision_tendency=observe
mcm_field.step.total;79.5274;agents=230|dims=3
mcm_field.step.sync_neurons;1.4481;agents=230|dims=3
step_mcm_brain.self_regulation;0.0822;self_state=active|agents=230
mcm_field.step.neuron_loop;40.7587;agents=230|neighbors=8
step_mcm_brain.total;107.9328;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3973;agents=230
apply_runtime_result.refresh_active_context_trace;0.2507;active=0.7578
step_mcm_brain.primary_field_step;75.6781;agents=230|dims=3
mcm_field.step.sync_neurons;1.5318;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;5.4683;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4928;agents=230|dims=3
step_mcm_brain.self_regulation;0.0757;self_state=active|agents=230
mcm_field.step.neuron_loop;38.0966;agents=230|neighbors=8
step_mcm_brain.total;82.8474;mode=market|clusters=1|agents=230
apply_runtime_result.total;3.2688;decision_tendency=hold|runtime_tick_seq=103
apply_runtime_result.refresh_experience_space;2.9803;decision_tendency=hold
mcm_field.step.activity_diffusion;15.3707;agents=230|neighbors=8
step_mcm_brain.total;129.2163;mode=outcome|clusters=1|agents=230
step_mcm_brain.memory_store;0.0646;clusters=1
mcm_field.step.build_neighbor_state_map;2.1405;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;5.1356;clusters=1|agents=230
mcm_field.step.activity_diffusion;15.0750;agents=230|neighbors=8
compute_runtime_result.total;94.7844;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;1.4844;agents=230
apply_runtime_result.refresh_active_context_trace;0.2270;active=0.8487
step_mcm_brain.cluster_detect_pre_memory;0.0710;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9937;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;19.6934;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5391;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.7772;decision_tendency=observe
mcm_field.step.total;81.6695;agents=230|dims=3
mcm_field.step.sync_neurons;1.5403;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.9982;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.3391;agents=230|neighbors=8
compute_runtime_result.total;100.2513;decision_tendency=observe|active_trade=False
mcm_field.step.total;53.3617;agents=230|dims=3
mcm_field.step.sync_neurons;1.3847;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.5343;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7031;agents=230|neighbors=8
compute_runtime_result.total;88.2113;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3859;agents=230
apply_runtime_result.total;3.7487;decision_tendency=observe|runtime_tick_seq=121
step_mcm_brain.cluster_detect_snapshot;4.1800;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.8291;agents=230|neighbors=8
compute_runtime_result.total;101.9845;decision_tendency=observe|active_trade=False
mcm_field.step.total;53.4334;agents=230|dims=3
mcm_field.step.sync_neurons;1.4323;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.7885;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4328;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.0528;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.6011;agents=230|neighbors=8
compute_runtime_result.total;100.7564;decision_tendency=observe|active_trade=False
mcm_field.step.total;57.0855;agents=230|dims=3
mcm_field.step.sync_neurons;1.4253;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.7230;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.2873;agents=230|neighbors=8
compute_runtime_result.total;81.0102;decision_tendency=observe|active_trade=False
mcm_field.step.refresh_areal_state;16.9488;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.2332;active=0.8816
step_mcm_brain.self_regulation;0.0703;self_state=active|agents=230
mcm_field.step.neuron_loop;35.2698;agents=230|neighbors=8
step_mcm_brain.total;91.1462;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.9355;agents=230
apply_runtime_result.total;3.5626;decision_tendency=observe|runtime_tick_seq=134
step_mcm_brain.self_regulation;0.0735;self_state=active|agents=230
mcm_field.step.neuron_loop;35.4014;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.9116;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4791;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.2279;decision_tendency=observe
step_mcm_brain.primary_field_step;59.4848;agents=230|dims=3
mcm_field.step.sync_neurons;1.5073;agents=230|dims=3
step_mcm_brain.self_regulation;0.0744;self_state=stable|agents=230
mcm_field.step.sync_neurons;4.5501;agents=230|dims=3
step_mcm_brain.self_regulation;0.0655;self_state=active|agents=230
mcm_field.step.neuron_loop;36.4804;agents=230|neighbors=8
step_mcm_brain.total;94.4623;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3064;agents=230
apply_runtime_result.refresh_active_context_trace;0.2007;active=0.9342
step_mcm_brain.primary_field_step;69.8979;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9251;agents=230|neighbors=8
step_mcm_brain.total;72.3107;mode=market|clusters=1|agents=230
apply_runtime_result.refresh_experience_space;2.5819;decision_tendency=hold
apply_runtime_result.total;5.3861;decision_tendency=hold|runtime_tick_seq=148
mcm_field.step.refresh_areal_state;17.1226;agents=230|every_n=2
mcm_field.step.build_neighbor_state_map;1.9931;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.2784;neurons=230|areals=1
mcm_field.step.sync_neurons;1.5051;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.5508;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.1963;agents=230|neighbors=8
compute_runtime_result.total;87.1237;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;1.3136;agents=230
apply_runtime_result.total;3.9676;decision_tendency=hold|runtime_tick_seq=153
step_mcm_brain.cluster_detect_snapshot;3.8248;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5044;agents=230|neighbors=8
compute_runtime_result.total;103.5813;decision_tendency=observe|active_trade=False
mcm_field.step.total;52.3450;agents=230|dims=3
apply_runtime_result.total;3.6420;decision_tendency=observe|runtime_tick_seq=156
step_mcm_brain.cluster_detect_pre_memory;0.0523;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9727;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;4.5548;clusters=1|agents=230
mcm_field.step.activity_diffusion;14.6697;agents=230|neighbors=8
step_mcm_brain.total;103.0939;mode=market|clusters=1|agents=230
apply_runtime_result.refresh_experience_space;2.8027;decision_tendency=hold
apply_runtime_result.total;3.2335;decision_tendency=hold|runtime_tick_seq=163
apply_runtime_result.refresh_experience_space;2.9074;decision_tendency=hold
mcm_field.step.activity_diffusion;11.4237;agents=230|neighbors=8
mcm_field.step.sync_neurons;1.4612;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.7472;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.3647;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0583;decision_tendency=hold
mcm_field.step.total;71.7176;agents=230|dims=3
mcm_field.step.sync_neurons;1.5689;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.1479;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.3940;agents=230|neighbors=8
compute_runtime_result.total;101.1954;decision_tendency=hold|active_trade=False
mcm_field.step.total;59.2631;agents=230|dims=3
apply_runtime_result.total;4.4670;decision_tendency=observe|runtime_tick_seq=173
step_mcm_brain.self_regulation;0.0719;self_state=active|agents=230
mcm_field.step.neuron_loop;35.7159;agents=230|neighbors=8
step_mcm_brain.total;75.3923;mode=market|clusters=1|agents=230
mcm_field.step.neuron_loop;40.0354;agents=230|neighbors=8
step_mcm_brain.total;103.6117;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3451;agents=230
apply_runtime_result.refresh_active_context_trace;0.2362;active=0.8011
step_mcm_brain.primary_field_step;72.2547;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0173;agents=230|neighbors=8
step_mcm_brain.total;75.4886;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.3702;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1999;active=0.9298
step_mcm_brain.cluster_detect_pre_memory;0.0544;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.3119;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.2467;neurons=230|areals=1
mcm_field.step.neuron_loop;40.3339;agents=230|neighbors=8
step_mcm_brain.total;81.4141;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.7967;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.2260;active=0.8911
step_mcm_brain.cluster_detect_pre_memory;0.0502;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0016;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.8306;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4919;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.2779;active=0.8604
step_mcm_brain.primary_field_step;73.1127;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.2191;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.0413;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5194;agents=230|dims=3
compute_runtime_result.total;116.1676;decision_tendency=hold|active_trade=False
mcm_field.step.total;54.1188;agents=230|dims=3
mcm_field.step.sync_neurons;1.4782;agents=230|dims=3
step_mcm_brain.memory_store;0.0522;clusters=1
mcm_field.step.build_neighbor_state_map;1.9801;agents=230|neighbors=8
step_mcm_brain.total;74.1751;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;16.4826;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1932;active=0.9370
step_mcm_brain.self_regulation;0.0597;self_state=active|agents=230
mcm_field.step.neuron_loop;37.0227;agents=230|neighbors=8
step_mcm_brain.total;93.6210;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3020;agents=230
apply_runtime_result.total;3.4866;decision_tendency=act|runtime_tick_seq=197
step_mcm_brain.self_regulation;0.0669;self_state=active|agents=230
mcm_field.step.neuron_loop;46.0854;agents=230|neighbors=8
step_mcm_brain.total;92.8746;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.7631;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.2269;active=0.9293
mcm_field.step.field_perception_state;0.3166;agents=230
apply_runtime_result.refresh_active_context_trace;0.2040;active=0.9420
step_mcm_brain.primary_field_step;68.6674;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9755;agents=230|neighbors=8
step_mcm_brain.total;73.0167;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;16.8965;agents=230|every_n=2
apply_runtime_result.refresh_experience_space;3.1626;decision_tendency=act
step_mcm_brain.primary_field_step;53.2840;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.8327;decision_tendency=hold
apply_runtime_result.total;3.2297;decision_tendency=hold|runtime_tick_seq=208
mcm_field.step.build_neighbor_state_map;2.0004;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;2.6312;clusters=1|agents=230
step_mcm_brain.primary_field_step;68.6361;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.1302;agents=230|neighbors=8
step_mcm_brain.self_regulation;0.0769;self_state=active|agents=230
mcm_field.step.neuron_loop;38.8647;agents=230|neighbors=8
compute_runtime_result.total;89.0805;decision_tendency=hold|active_trade=False
mcm_field.step.field_perception_state;0.3304;agents=230
apply_runtime_result.total;3.2078;decision_tendency=observe|runtime_tick_seq=214
step_mcm_brain.cluster_detect_snapshot;3.8429;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.1156;agents=230|neighbors=8
compute_runtime_result.total;98.2652;decision_tendency=act|active_trade=False
mcm_field.step.total;50.9975;agents=230|dims=3
mcm_field.step.sync_neurons;1.3798;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.8181;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.0447;agents=230|neighbors=8
compute_runtime_result.total;87.1808;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3502;agents=230
apply_runtime_result.total;3.7361;decision_tendency=observe|runtime_tick_seq=220
step_mcm_brain.self_regulation;0.0809;self_state=active|agents=230
mcm_field.step.neuron_loop;37.2188;agents=230|neighbors=8
step_mcm_brain.total;99.1838;mode=market|clusters=1|agents=230
mcm_field.step.activity_diffusion;13.0383;agents=230|neighbors=8
compute_runtime_result.total;85.4408;decision_tendency=act|active_trade=False
mcm_field.step.refresh_areal_state;17.6826;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.2000;active=0.9300
step_mcm_brain.self_regulation;0.0633;self_state=active|agents=230
write_visualization_snapshot_bundle.total;48.0313;visual_keys=7|inner_keys=41
step_mcm_brain.self_regulation;0.0685;self_state=active|agents=230
mcm_field.step.neuron_loop;38.3454;agents=230|neighbors=8
step_mcm_brain.total;81.2598;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.5790;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.2285;active=0.7598
step_mcm_brain.cluster_detect_pre_memory;0.0516;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9811;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.8126;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4419;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1928;active=0.8337
step_mcm_brain.primary_field_step;77.6702;agents=230|dims=3
mcm_field.step.sync_neurons;1.4426;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.5015;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.9366;agents=230|neighbors=8
compute_runtime_result.total;105.8916;decision_tendency=hold|active_trade=False
mcm_field.step.total;53.9305;agents=230|dims=3
apply_runtime_result.total;5.8778;decision_tendency=act|runtime_tick_seq=235
step_mcm_brain.cluster_detect_pre_memory;0.0500;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0851;agents=230|neighbors=8
step_mcm_brain.total;79.8430;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.5417;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.2031;active=0.9248
step_mcm_brain.primary_field_step;54.4954;agents=230|dims=3
mcm_field.step.sync_neurons;1.5125;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.8057;clusters=1|agents=230
apply_runtime_result.total;3.6225;decision_tendency=hold|runtime_tick_seq=241
apply_runtime_result.refresh_experience_space;2.8509;decision_tendency=hold
apply_runtime_result.total;3.2973;decision_tendency=hold|runtime_tick_seq=246
apply_runtime_result.refresh_experience_space;2.9053;decision_tendency=hold
compute_runtime_result.total;0.5500;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1684;active=0.9302
compute_runtime_result.total;0.3664;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1653;active=0.9304
compute_runtime_result.total;0.4951;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1600;active=0.9304
compute_runtime_result.total;0.2429;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1644;active=0.9304
compute_runtime_result.total;0.3027;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1600;active=0.9304
write_runtime_snapshot_payload.total;11.8428;kind=visual|keys=7|path=debug\debug_lauf_32\bot_visual_snapshot.json
apply_runtime_result.total;3.1788;decision_tendency=hold|runtime_tick_seq=277
apply_runtime_result.refresh_experience_space;2.7734;decision_tendency=hold
apply_runtime_result.total;3.2806;decision_tendency=hold|runtime_tick_seq=282
apply_runtime_result.refresh_experience_space;2.7439;decision_tendency=hold
apply_runtime_result.total;3.2645;decision_tendency=hold|runtime_tick_seq=287
apply_runtime_result.refresh_experience_space;2.7387;decision_tendency=hold
apply_runtime_result.total;3.1931;decision_tendency=hold|runtime_tick_seq=292
apply_runtime_result.refresh_experience_space;3.1837;decision_tendency=hold
apply_runtime_result.total;3.3151;decision_tendency=hold|runtime_tick_seq=297
apply_runtime_result.refresh_experience_space;2.9828;decision_tendency=hold
compute_runtime_result.total;0.3010;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1616;active=0.9304
compute_runtime_result.total;0.3034;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1562;active=0.9304
compute_runtime_result.total;0.2972;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1566;active=0.9304
compute_runtime_result.total;0.3018;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1598;active=0.9304
compute_runtime_result.total;0.2814;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1635;active=0.9303
apply_runtime_result.refresh_experience_space;2.9022;decision_tendency=hold
apply_runtime_result.total;3.2865;decision_tendency=hold|runtime_tick_seq=328
apply_runtime_result.refresh_experience_space;2.8610;decision_tendency=hold
apply_runtime_result.total;3.2954;decision_tendency=hold|runtime_tick_seq=333
apply_runtime_result.refresh_experience_space;2.7594;decision_tendency=hold
step_mcm_brain.primary_field_step;53.1823;agents=230|dims=3
mcm_field.step.refresh_arrays;0.4822;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.0164;decision_tendency=act
apply_runtime_result.total;3.1669;decision_tendency=hold|runtime_tick_seq=339
apply_runtime_result.refresh_experience_space;2.7558;decision_tendency=hold
