MCM_STATE | mode=market impulse=1.2254 motivation=0.2988 risk=-0.1331 replay=0.0300 self_state=active attractor=defense mean_energy=2.7407 mean_motivation=0.6529 mean_risk=-1.0692 mean_velocity=0.5730 clusters=1 memory_center=-2.3287 memory_strength=19
MCM_STATE | mode=market impulse=-0.5426 motivation=-0.0393 risk=-0.1257 replay=0.0294 self_state=stressed attractor=defense mean_energy=-1.2494 mean_motivation=0.0633 mean_risk=-1.8877 mean_velocity=0.2871 clusters=1 memory_center=-1.4709 memory_strength=31
MCM_STATE | mode=market impulse=1.0987 motivation=0.1983 risk=-0.1575 replay=-0.0169 self_state=stressed attractor=neutral mean_energy=2.4075 mean_motivation=0.3589 mean_risk=-2.0463 mean_velocity=0.5670 clusters=1 memory_center=1.2559 memory_strength=20
MCM_STATE | mode=market impulse=0.2168 motivation=0.0019 risk=-0.1084 replay=-0.0299 self_state=stressed attractor=cooperate mean_energy=1.3190 mean_motivation=0.1332 mean_risk=-1.8533 mean_velocity=0.2678 clusters=1 memory_center=0.0890 memory_strength=28
MCM_STATE | mode=market impulse=0.3930 motivation=-0.0010 risk=-0.1621 replay=-0.0290 self_state=stressed attractor=neutral mean_energy=2.2206 mean_motivation=0.0486 mean_risk=-2.0759 mean_velocity=0.3816 clusters=1 memory_center=1.3320 memory_strength=27
MCM_STATE | mode=market impulse=-0.6941 motivation=-0.1255 risk=-0.2045 replay=0.0089 self_state=stressed attractor=neutral mean_energy=-1.2972 mean_motivation=-0.1029 mean_risk=-2.0336 mean_velocity=0.5233 clusters=1 memory_center=1.2436 memory_strength=32
MCM_STATE | mode=market impulse=0.1616 motivation=0.0705 risk=-0.1002 replay=0.0168 self_state=stressed attractor=cooperate mean_energy=0.4237 mean_motivation=0.1537 mean_risk=-1.9048 mean_velocity=0.1566 clusters=1 memory_center=0.3614 memory_strength=30
MCM_STATE | mode=market impulse=0.0165 motivation=0.0443 risk=-0.1159 replay=-0.0298 self_state=stressed attractor=defense mean_energy=-2.1516 mean_motivation=-0.1152 mean_risk=-1.9967 mean_velocity=0.2914 clusters=1 memory_center=-2.4489 memory_strength=47
MCM_STATE | mode=market impulse=-0.7097 motivation=-0.0721 risk=-0.1108 replay=-0.0299 self_state=stressed attractor=defense mean_energy=-0.8709 mean_motivation=0.0383 mean_risk=-1.8110 mean_velocity=0.3241 clusters=1 memory_center=-2.1500 memory_strength=36
MCM_STATE | mode=market impulse=0.6897 motivation=0.1617 risk=-0.0394 replay=-0.0299 self_state=stressed attractor=defense mean_energy=-1.2251 mean_motivation=0.0883 mean_risk=-1.6450 mean_velocity=0.1356 clusters=1 memory_center=-2.1834 memory_strength=57
MCM_STATE | mode=market impulse=-0.7798 motivation=-0.1415 risk=-0.2339 replay=0.0202 self_state=stressed attractor=neutral mean_energy=-1.0854 mean_motivation=-0.0276 mean_risk=-1.9628 mean_velocity=0.6019 clusters=1 memory_center=1.4456 memory_strength=21
MCM_STATE | mode=market impulse=0.6209 motivation=0.1329 risk=-0.0542 replay=-0.0268 self_state=stressed attractor=defense mean_energy=0.5769 mean_motivation=0.2245 mean_risk=-1.8669 mean_velocity=0.3384 clusters=1 memory_center=-0.9383 memory_strength=30
MCM_STATE | mode=market impulse=-0.6489 motivation=-0.0393 risk=-0.1423 replay=0.0222 self_state=stressed attractor=neutral mean_energy=-0.0734 mean_motivation=0.0915 mean_risk=-1.7370 mean_velocity=0.2789 clusters=1 memory_center=1.4357 memory_strength=28
MCM_STATE | mode=outcome impulse=0.8247 motivation=0.2850 risk=-0.2085 replay=-0.0019 self_state=stressed attractor=explore mean_energy=2.4125 mean_motivation=0.5449 mean_risk=-1.9654 mean_velocity=0.5810 clusters=1 memory_center=2.2632 memory_strength=28
MCM_STATE | mode=market impulse=-0.6438 motivation=-0.0604 risk=-0.1132 replay=0.0280 self_state=stressed attractor=defense mean_energy=-2.4571 mean_motivation=-0.0714 mean_risk=-2.0126 mean_velocity=0.5367 clusters=1 memory_center=-2.4084 memory_strength=25
MCM_STATE | mode=market impulse=-0.9478 motivation=-0.0746 risk=-0.2033 replay=0.0359 self_state=stressed attractor=defense mean_energy=-2.5079 mean_motivation=-0.1196 mean_risk=-2.0583 mean_velocity=0.7033 clusters=1 memory_center=-0.7933 memory_strength=27
MCM_STATE | mode=market impulse=-1.0226 motivation=-0.0901 risk=-0.2575 replay=0.0280 self_state=stressed attractor=defense mean_energy=-2.5074 mean_motivation=-0.1976 mean_risk=-2.1104 mean_velocity=0.7026 clusters=1 memory_center=-2.4562 memory_strength=24
MCM_STATE | mode=market impulse=-0.8236 motivation=-0.1015 risk=-0.1751 replay=-0.0062 self_state=stressed attractor=defense mean_energy=-1.4883 mean_motivation=-0.0401 mean_risk=-1.7492 mean_velocity=0.5064 clusters=1 memory_center=-0.5037 memory_strength=29
MCM_STATE | mode=market impulse=-0.9477 motivation=-0.0968 risk=-0.1987 replay=0.0359 self_state=stressed attractor=defense mean_energy=0.1340 mean_motivation=0.1264 mean_risk=-1.8042 mean_velocity=0.1476 clusters=1 memory_center=-1.3599 memory_strength=21
MCM_STATE | mode=market impulse=0.5207 motivation=0.1014 risk=-0.0788 replay=0.0222 self_state=stressed attractor=defense mean_energy=-0.9570 mean_motivation=0.0884 mean_risk=-1.7401 mean_velocity=0.1482 clusters=1 memory_center=-0.8005 memory_strength=24
MCM_STATE | mode=outcome impulse=0.8212 motivation=0.2850 risk=-0.2085 replay=-0.0209 self_state=stressed attractor=explore mean_energy=2.3953 mean_motivation=0.4958 mean_risk=-1.9513 mean_velocity=0.5403 clusters=1 memory_center=2.3269 memory_strength=18
MCM_STATE | mode=market impulse=0.0558 motivation=0.0003 risk=-0.0698 replay=-0.0209 self_state=stressed attractor=neutral mean_energy=1.0488 mean_motivation=0.0886 mean_risk=-2.0206 mean_velocity=0.3820 clusters=1 memory_center=1.3638 memory_strength=26
MCM_STATE | mode=market impulse=1.1950 motivation=0.2632 risk=-0.1246 replay=0.0357 self_state=stressed attractor=defense mean_energy=-0.0006 mean_motivation=0.1729 mean_risk=-2.0114 mean_velocity=0.3890 clusters=1 memory_center=-2.3552 memory_strength=26
MCM_STATE | mode=market impulse=1.1144 motivation=0.2403 risk=-0.1153 replay=-0.0209 self_state=stressed attractor=neutral mean_energy=1.0293 mean_motivation=0.1992 mean_risk=-2.0494 mean_velocity=0.3154 clusters=1 memory_center=1.3453 memory_strength=22
MCM_STATE | mode=market impulse=-0.2501 motivation=0.0060 risk=-0.0713 replay=-0.0100 self_state=stressed attractor=cooperate mean_energy=-1.5686 mean_motivation=-0.0380 mean_risk=-1.7393 mean_velocity=0.4224 clusters=1 memory_center=0.0330 memory_strength=22
MCM_STATE | mode=market impulse=-1.1843 motivation=-0.1060 risk=-0.2546 replay=-0.0284 self_state=stressed attractor=defense mean_energy=-2.5071 mean_motivation=-0.1388 mean_risk=-1.7212 mean_velocity=0.6749 clusters=1 memory_center=-1.5265 memory_strength=34
MCM_STATE | mode=market impulse=-0.6379 motivation=-0.1220 risk=-0.1966 replay=-0.0209 self_state=stressed attractor=defense mean_energy=-2.1964 mean_motivation=-0.0990 mean_risk=-2.0317 mean_velocity=0.3989 clusters=1 memory_center=-2.4908 memory_strength=32
MCM_STATE | mode=market impulse=0.1207 motivation=-0.0163 risk=-0.1379 replay=0.0101 self_state=stressed attractor=defense mean_energy=-1.9388 mean_motivation=-0.1140 mean_risk=-1.8113 mean_velocity=0.2204 clusters=1 memory_center=-2.3865 memory_strength=66
MCM_STATE | mode=market impulse=0.8212 motivation=0.2140 risk=-0.1121 replay=0.0146 self_state=stressed attractor=defense mean_energy=0.7736 mean_motivation=0.2551 mean_risk=-1.8075 mean_velocity=0.3476 clusters=1 memory_center=-2.2753 memory_strength=31
MCM_STATE | mode=market impulse=-1.0460 motivation=-0.1046 risk=-0.2249 replay=0.0072 self_state=stressed attractor=explore mean_energy=-0.1880 mean_motivation=0.0298 mean_risk=-1.8524 mean_velocity=0.3537 clusters=1 memory_center=1.8130 memory_strength=27
MCM_STATE | mode=market impulse=-1.1662 motivation=-0.1150 risk=-0.2739 replay=-0.0059 self_state=stressed attractor=defense mean_energy=-1.0851 mean_motivation=0.0729 mean_risk=-2.0093 mean_velocity=0.4811 clusters=1 memory_center=-2.4039 memory_strength=21
MCM_STATE | mode=market impulse=-1.1404 motivation=-0.1074 risk=-0.2457 replay=-0.0212 self_state=stressed attractor=defense mean_energy=-2.3052 mean_motivation=-0.0307 mean_risk=-2.0558 mean_velocity=0.4959 clusters=1 memory_center=-1.0557 memory_strength=29
MCM_STATE | mode=market impulse=0.0474 motivation=0.0577 risk=-0.1344 replay=0.0059 self_state=stressed attractor=defense mean_energy=-0.6596 mean_motivation=0.1166 mean_risk=-1.8178 mean_velocity=0.1688 clusters=1 memory_center=-2.4554 memory_strength=26
MCM_STATE | mode=market impulse=0.1605 motivation=0.0854 risk=-0.1296 replay=-0.0203 self_state=stressed attractor=defense mean_energy=0.6262 mean_motivation=0.2385 mean_risk=-1.7703 mean_velocity=0.2852 clusters=1 memory_center=-0.6539 memory_strength=27
MCM_STATE | mode=market impulse=1.2920 motivation=0.3097 risk=-0.1419 replay=-0.0203 self_state=stressed attractor=defense mean_energy=1.0911 mean_motivation=0.2356 mean_risk=-1.9626 mean_velocity=0.4411 clusters=1 memory_center=-0.5391 memory_strength=28
MCM_STATE | mode=market impulse=1.1442 motivation=0.2807 risk=-0.1272 replay=0.0101 self_state=stressed attractor=cooperate mean_energy=2.3710 mean_motivation=0.4238 mean_risk=-2.0629 mean_velocity=0.5062 clusters=1 memory_center=1.1083 memory_strength=31
MCM_STATE | mode=market impulse=-1.4370 motivation=-0.0644 risk=-0.3539 replay=-0.0249 self_state=stressed attractor=cooperate mean_energy=-0.9539 mean_motivation=-0.0326 mean_risk=-2.0631 mean_velocity=0.6233 clusters=1 memory_center=0.9567 memory_strength=45
MCM_STATE | mode=market impulse=0.8697 motivation=0.2253 risk=-0.1217 replay=-0.0014 self_state=stressed attractor=defense mean_energy=-0.4581 mean_motivation=0.2098 mean_risk=-2.0751 mean_velocity=0.2308 clusters=1 memory_center=-2.4651 memory_strength=43
MCM_STATE | mode=market impulse=-0.7098 motivation=-0.0582 risk=-0.1324 replay=-0.0126 self_state=stressed attractor=defense mean_energy=-2.3015 mean_motivation=0.0065 mean_risk=-2.0368 mean_velocity=0.5458 clusters=1 memory_center=-1.5074 memory_strength=25
MCM_STATE | mode=market impulse=-0.2778 motivation=-0.0575 risk=-0.1151 replay=-0.0030 self_state=stressed attractor=cooperate mean_energy=-0.0877 mean_motivation=0.0221 mean_risk=-1.8417 mean_velocity=0.2000 clusters=1 memory_center=0.2653 memory_strength=25
MCM_STATE | mode=market impulse=0.0284 motivation=0.0294 risk=-0.0620 replay=0.0101 self_state=stressed attractor=defense mean_energy=-1.8093 mean_motivation=-0.0568 mean_risk=-1.7385 mean_velocity=0.1686 clusters=1 memory_center=-2.3070 memory_strength=25
MCM_STATE | mode=market impulse=0.3985 motivation=0.0538 risk=-0.0937 replay=-0.0190 self_state=stressed attractor=cooperate mean_energy=0.5745 mean_motivation=0.1855 mean_risk=-1.6818 mean_velocity=0.2761 clusters=1 memory_center=-0.1292 memory_strength=24
MCM_STATE | mode=market impulse=-0.8305 motivation=-0.1314 risk=-0.2230 replay=0.0285 self_state=stressed attractor=defense mean_energy=-1.5153 mean_motivation=-0.0269 mean_risk=-1.7369 mean_velocity=0.3203 clusters=1 memory_center=-1.8154 memory_strength=23
MCM_STATE | mode=market impulse=0.1489 motivation=0.0666 risk=-0.0561 replay=0.0101 self_state=stressed attractor=defense mean_energy=1.1820 mean_motivation=0.1900 mean_risk=-1.6347 mean_velocity=0.3554 clusters=1 memory_center=-1.5202 memory_strength=19
MCM_STATE | mode=market impulse=0.5177 motivation=0.1415 risk=-0.1939 replay=0.0285 self_state=stressed attractor=defense mean_energy=-1.6766 mean_motivation=-0.0302 mean_risk=-1.9418 mean_velocity=0.1864 clusters=1 memory_center=-2.4055 memory_strength=35
MCM_STATE | mode=market impulse=1.0341 motivation=0.2364 risk=-0.1315 replay=-0.0093 self_state=stressed attractor=defense mean_energy=-0.1910 mean_motivation=0.1782 mean_risk=-2.0425 mean_velocity=0.1473 clusters=1 memory_center=-1.4920 memory_strength=24
MCM_STATE | mode=market impulse=1.0381 motivation=0.2538 risk=-0.1111 replay=-0.0189 self_state=stressed attractor=defense mean_energy=-0.9634 mean_motivation=0.1454 mean_risk=-2.0943 mean_velocity=0.1680 clusters=1 memory_center=-1.5735 memory_strength=33
MCM_STATE | mode=market impulse=-0.8203 motivation=-0.0788 risk=-0.1638 replay=-0.0093 self_state=stressed attractor=cooperate mean_energy=-0.3486 mean_motivation=-0.0383 mean_risk=-1.9109 mean_velocity=0.2930 clusters=1 memory_center=0.7289 memory_strength=39
MCM_STATE | mode=market impulse=0.6280 motivation=0.1824 risk=-0.1235 replay=-0.0093 self_state=stressed attractor=cooperate mean_energy=1.7577 mean_motivation=0.2808 mean_risk=-2.0067 mean_velocity=0.2981 clusters=1 memory_center=0.7639 memory_strength=19
MCM_STATE | mode=market impulse=0.4297 motivation=0.1416 risk=-0.0930 replay=0.0044 self_state=stressed attractor=cooperate mean_energy=2.1136 mean_motivation=0.4002 mean_risk=-1.9701 mean_velocity=0.3116 clusters=1 memory_center=0.3640 memory_strength=22
MCM_STATE | mode=market impulse=0.4544 motivation=0.0557 risk=-0.1076 replay=-0.0284 self_state=stressed attractor=cooperate mean_energy=-0.1218 mean_motivation=0.0099 mean_risk=-2.0156 mean_velocity=0.1404 clusters=1 memory_center=0.8862 memory_strength=22
MCM_STATE | mode=market impulse=1.6636 motivation=0.1458 risk=-0.2299 replay=0.0055 self_state=stressed attractor=cooperate mean_energy=2.4197 mean_motivation=0.1488 mean_risk=-2.1340 mean_velocity=0.6532 clusters=1 memory_center=1.0119 memory_strength=37
MCM_STATE | mode=market impulse=-1.1202 motivation=-0.1345 risk=-0.2575 replay=-0.0239 self_state=stressed attractor=explore mean_energy=-2.2430 mean_motivation=-0.1878 mean_risk=-2.1071 mean_velocity=0.5439 clusters=1 memory_center=2.3762 memory_strength=22
MCM_STATE | mode=market impulse=0.2400 motivation=0.0279 risk=-0.0680 replay=0.0055 self_state=stressed attractor=defense mean_energy=-1.2333 mean_motivation=0.0017 mean_risk=-1.8954 mean_velocity=0.1423 clusters=1 memory_center=-1.1908 memory_strength=21
MCM_STATE | mode=market impulse=-0.9389 motivation=-0.0945 risk=-0.1838 replay=-0.0285 self_state=stressed attractor=explore mean_energy=0.0553 mean_motivation=0.1186 mean_risk=-2.0620 mean_velocity=0.2992 clusters=1 memory_center=2.3915 memory_strength=21
MCM_STATE | mode=market impulse=-0.8493 motivation=-0.0773 risk=-0.1875 replay=-0.0151 self_state=stressed attractor=defense mean_energy=-2.4640 mean_motivation=-0.1081 mean_risk=-1.9203 mean_velocity=0.5485 clusters=1 memory_center=-1.9412 memory_strength=25
MCM_STATE | mode=market impulse=-1.0503 motivation=-0.0926 risk=-0.2551 replay=0.0106 self_state=stressed attractor=defense mean_energy=-2.4743 mean_motivation=-0.0931 mean_risk=-2.0640 mean_velocity=0.5621 clusters=1 memory_center=-2.4016 memory_strength=42
MCM_STATE | mode=market impulse=-0.3225 motivation=-0.0459 risk=-0.0813 replay=0.0287 self_state=stressed attractor=defense mean_energy=-0.9244 mean_motivation=0.0427 mean_risk=-1.8020 mean_velocity=0.2297 clusters=1 memory_center=-2.3701 memory_strength=48
MCM_STATE | mode=market impulse=0.6767 motivation=0.1782 risk=-0.0634 replay=0.0012 self_state=stressed attractor=defense mean_energy=1.1793 mean_motivation=0.2294 mean_risk=-1.7605 mean_velocity=0.4058 clusters=1 memory_center=-2.4061 memory_strength=32
MCM_STATE | mode=market impulse=-0.3302 motivation=-0.0387 risk=-0.0791 replay=0.0055 self_state=active attractor=cooperate mean_energy=0.7366 mean_motivation=0.1330 mean_risk=-1.4914 mean_velocity=0.1669 clusters=1 memory_center=0.9221 memory_strength=31
MCM_STATE | mode=market impulse=0.1030 motivation=0.0006 risk=-0.0836 replay=-0.0289 self_state=active attractor=cooperate mean_energy=-1.7571 mean_motivation=0.0774 mean_risk=-1.4114 mean_velocity=0.2211 clusters=1 memory_center=0.8610 memory_strength=23
MCM_STATE | mode=market impulse=-0.9837 motivation=-0.0849 risk=-0.2017 replay=0.0044 self_state=stressed attractor=defense mean_energy=-2.5080 mean_motivation=-0.1746 mean_risk=-1.9414 mean_velocity=0.7952 clusters=1 memory_center=-2.4567 memory_strength=39
MCM_STATE | mode=market impulse=-0.9960 motivation=-0.0779 risk=-0.2649 replay=-0.0018 self_state=stressed attractor=defense mean_energy=-2.5076 mean_motivation=-0.0637 mean_risk=-2.0710 mean_velocity=0.6864 clusters=1 memory_center=-2.4129 memory_strength=31
MCM_STATE | mode=market impulse=0.8394 motivation=0.1871 risk=-0.0811 replay=-0.0185 self_state=stressed attractor=cooperate mean_energy=0.7483 mean_motivation=0.1169 mean_risk=-1.8510 mean_velocity=0.2121 clusters=1 memory_center=-0.1542 memory_strength=21
MCM_STATE | mode=market impulse=-0.7177 motivation=-0.0441 risk=-0.2084 replay=-0.0185 self_state=stressed attractor=cooperate mean_energy=-2.3525 mean_motivation=-0.1054 mean_risk=-1.9190 mean_velocity=0.4734 clusters=1 memory_center=1.1274 memory_strength=26
MCM_STATE | mode=market impulse=-0.6752 motivation=-0.0442 risk=-0.1608 replay=0.0172 self_state=stressed attractor=cooperate mean_energy=-1.3260 mean_motivation=-0.0226 mean_risk=-1.9323 mean_velocity=0.4886 clusters=1 memory_center=-0.0071 memory_strength=26
MCM_STATE | mode=market impulse=0.3165 motivation=0.0383 risk=-0.0877 replay=0.0289 self_state=stressed attractor=defense mean_energy=-0.9879 mean_motivation=0.0952 mean_risk=-1.8916 mean_velocity=0.1572 clusters=1 memory_center=-1.5578 memory_strength=26
MCM_STATE | mode=market impulse=0.3675 motivation=0.0725 risk=-0.0671 replay=-0.0114 self_state=stressed attractor=defense mean_energy=-0.3690 mean_motivation=0.1332 mean_risk=-1.7833 mean_velocity=0.1453 clusters=1 memory_center=-0.9717 memory_strength=42
MCM_STATE | mode=market impulse=-1.0038 motivation=-0.0792 risk=-0.2649 replay=-0.0185 self_state=stressed attractor=cooperate mean_energy=0.0913 mean_motivation=0.1196 mean_risk=-1.7767 mean_velocity=0.2301 clusters=1 memory_center=0.6464 memory_strength=23
MCM_STATE | mode=market impulse=-0.9145 motivation=-0.1053 risk=-0.2644 replay=0.0148 self_state=stressed attractor=defense mean_energy=-2.4911 mean_motivation=-0.0971 mean_risk=-1.7896 mean_velocity=0.5943 clusters=1 memory_center=-1.2088 memory_strength=19
MCM_STATE | mode=market impulse=0.2774 motivation=0.0321 risk=-0.0717 replay=-0.0056 self_state=stressed attractor=defense mean_energy=1.0326 mean_motivation=0.1350 mean_risk=-1.7063 mean_velocity=0.2853 clusters=1 memory_center=-1.4701 memory_strength=17
MCM_STATE | mode=market impulse=0.5309 motivation=0.1011 risk=-0.0641 replay=0.0114 self_state=stressed attractor=cooperate mean_energy=1.5969 mean_motivation=0.0706 mean_risk=-1.9336 mean_velocity=0.2682 clusters=1 memory_center=1.1037 memory_strength=35
MCM_STATE | mode=market impulse=0.6539 motivation=0.1223 risk=-0.0952 replay=-0.0233 self_state=stressed attractor=cooperate mean_energy=1.9548 mean_motivation=0.2178 mean_risk=-1.9119 mean_velocity=0.5003 clusters=1 memory_center=1.1376 memory_strength=32
MCM_STATE | mode=market impulse=0.5234 motivation=0.0219 risk=-0.1184 replay=0.0213 self_state=stressed attractor=neutral mean_energy=2.0182 mean_motivation=0.0874 mean_risk=-1.9493 mean_velocity=0.3343 clusters=1 memory_center=1.3983 memory_strength=38
MCM_STATE | mode=market impulse=1.3341 motivation=0.2992 risk=-0.1547 replay=-0.0007 self_state=stressed attractor=explore mean_energy=2.3998 mean_motivation=0.3265 mean_risk=-2.1381 mean_velocity=0.5564 clusters=1 memory_center=2.4163 memory_strength=31
MCM_STATE | mode=market impulse=-0.7188 motivation=-0.0867 risk=-0.1558 replay=-0.0002 self_state=stressed attractor=defense mean_energy=-1.7537 mean_motivation=-0.0490 mean_risk=-1.9492 mean_velocity=0.2575 clusters=1 memory_center=-1.4383 memory_strength=17
MCM_STATE | mode=market impulse=-1.0271 motivation=-0.0957 risk=-0.2330 replay=0.0120 self_state=stressed attractor=defense mean_energy=-1.7481 mean_motivation=-0.0188 mean_risk=-2.0058 mean_velocity=0.5576 clusters=1 memory_center=-1.5223 memory_strength=16
MCM_STATE | mode=market impulse=0.1913 motivation=0.0847 risk=-0.1012 replay=0.0223 self_state=stressed attractor=defense mean_energy=-1.9811 mean_motivation=-0.0355 mean_risk=-1.9615 mean_velocity=0.2282 clusters=1 memory_center=-2.4286 memory_strength=34
MCM_STATE | mode=market impulse=-0.2677 motivation=-0.0697 risk=-0.1508 replay=-0.0002 self_state=stressed attractor=explore mean_energy=1.8144 mean_motivation=0.2146 mean_risk=-1.7642 mean_velocity=0.2167 clusters=1 memory_center=1.9970 memory_strength=21
MCM_STATE | mode=market impulse=0.4161 motivation=0.1219 risk=-0.0661 replay=-0.0056 self_state=stressed attractor=explore mean_energy=2.2421 mean_motivation=0.3633 mean_risk=-1.6150 mean_velocity=0.3991 clusters=1 memory_center=2.3705 memory_strength=26
MCM_STATE | mode=market impulse=-1.1046 motivation=-0.1018 risk=-0.2452 replay=-0.0291 self_state=stressed attractor=explore mean_energy=-0.2557 mean_motivation=0.0854 mean_risk=-1.6733 mean_velocity=0.3472 clusters=1 memory_center=2.2637 memory_strength=36
MCM_STATE | mode=market impulse=0.2934 motivation=-0.0003 risk=-0.1352 replay=-0.0075 self_state=stressed attractor=defense mean_energy=-1.1843 mean_motivation=-0.0813 mean_risk=-1.6862 mean_velocity=0.1737 clusters=1 memory_center=-0.6278 memory_strength=31
MCM_STATE | mode=market impulse=-1.0625 motivation=-0.0924 risk=-0.2711 replay=-0.0174 self_state=stressed attractor=defense mean_energy=-2.3004 mean_motivation=-0.0772 mean_risk=-1.9615 mean_velocity=0.5545 clusters=1 memory_center=-1.4508 memory_strength=26
MCM_STATE | mode=market impulse=-1.0946 motivation=-0.1304 risk=-0.2674 replay=-0.0073 self_state=stressed attractor=defense mean_energy=-1.4048 mean_motivation=-0.0593 mean_risk=-1.9727 mean_velocity=0.5802 clusters=1 memory_center=-0.6096 memory_strength=31
MCM_STATE | mode=market impulse=-0.7525 motivation=-0.0521 risk=-0.1737 replay=-0.0162 self_state=stressed attractor=neutral mean_energy=0.3091 mean_motivation=0.1401 mean_risk=-1.7994 mean_velocity=0.1930 clusters=1 memory_center=1.4202 memory_strength=23
MCM_STATE | mode=market impulse=1.3951 motivation=0.3168 risk=-0.1672 replay=0.0170 self_state=stressed attractor=defense mean_energy=-0.7142 mean_motivation=0.0965 mean_risk=-2.1352 mean_velocity=0.1891 clusters=1 memory_center=-2.4491 memory_strength=44
MCM_STATE | mode=market impulse=1.2683 motivation=0.2270 risk=-0.1992 replay=0.0267 self_state=stressed attractor=cooperate mean_energy=2.3892 mean_motivation=0.3563 mean_risk=-2.1054 mean_velocity=0.5428 clusters=1 memory_center=0.4358 memory_strength=19
MCM_STATE | mode=market impulse=-0.9142 motivation=-0.0855 risk=-0.1756 replay=0.0101 self_state=stressed attractor=defense mean_energy=-2.0520 mean_motivation=-0.0096 mean_risk=-1.8971 mean_velocity=0.4492 clusters=1 memory_center=-1.0799 memory_strength=33
MCM_STATE | mode=market impulse=-0.3483 motivation=-0.0189 risk=-0.1002 replay=0.0276 self_state=stressed attractor=defense mean_energy=-0.8452 mean_motivation=-0.0027 mean_risk=-1.9578 mean_velocity=0.1687 clusters=1 memory_center=-2.2934 memory_strength=43
MCM_STATE | mode=market impulse=0.5663 motivation=0.1344 risk=-0.0612 replay=0.0101 self_state=stressed attractor=defense mean_energy=-1.4073 mean_motivation=0.0420 mean_risk=-1.8508 mean_velocity=0.1553 clusters=1 memory_center=-2.3041 memory_strength=51
MCM_STATE | mode=market impulse=-1.1279 motivation=-0.1183 risk=-0.2554 replay=-0.0080 self_state=stressed attractor=defense mean_energy=-2.5025 mean_motivation=-0.1517 mean_risk=-1.9531 mean_velocity=0.6427 clusters=1 memory_center=-1.1944 memory_strength=27
MCM_STATE | mode=market impulse=-0.7101 motivation=-0.0615 risk=-0.1550 replay=0.0062 self_state=stressed attractor=explore mean_energy=-0.8514 mean_motivation=-0.0148 mean_risk=-2.0501 mean_velocity=0.4680 clusters=1 memory_center=1.6892 memory_strength=20
MCM_STATE | mode=market impulse=-1.0611 motivation=-0.0937 risk=-0.2848 replay=-0.0203 self_state=stressed attractor=defense mean_energy=-2.5047 mean_motivation=-0.0626 mean_risk=-2.0719 mean_velocity=0.6551 clusters=1 memory_center=-0.8874 memory_strength=33
MCM_STATE | mode=market impulse=0.0791 motivation=0.0387 risk=-0.0749 replay=0.0101 self_state=stressed attractor=defense mean_energy=-0.9846 mean_motivation=0.0881 mean_risk=-1.9705 mean_velocity=0.1449 clusters=1 memory_center=-1.4096 memory_strength=30
MCM_STATE | mode=market impulse=1.1660 motivation=0.2016 risk=-0.1772 replay=0.0276 self_state=stressed attractor=defense mean_energy=0.5666 mean_motivation=0.1362 mean_risk=-2.1330 mean_velocity=0.4051 clusters=1 memory_center=-2.4991 memory_strength=46
MCM_STATE | mode=market impulse=-0.8210 motivation=-0.0838 risk=-0.2029 replay=0.0203 self_state=stressed attractor=cooperate mean_energy=-1.1882 mean_motivation=-0.0088 mean_risk=-2.0188 mean_velocity=0.6195 clusters=1 memory_center=-0.0588 memory_strength=21
MCM_STATE | mode=market impulse=-0.3702 motivation=-0.0366 risk=-0.0597 replay=-0.0169 self_state=stressed attractor=defense mean_energy=-1.5272 mean_motivation=0.0106 mean_risk=-2.0088 mean_velocity=0.3770 clusters=1 memory_center=-0.9934 memory_strength=27
MCM_STATE | mode=market impulse=0.3471 motivation=0.0642 risk=-0.0655 replay=-0.0075 self_state=stressed attractor=cooperate mean_energy=0.1326 mean_motivation=0.1527 mean_risk=-1.9487 mean_velocity=0.1371 clusters=1 memory_center=-0.0282 memory_strength=25
MCM_STATE | mode=market impulse=0.4352 motivation=0.1342 risk=-0.1632 replay=0.0276 self_state=stressed attractor=defense mean_energy=-0.1246 mean_motivation=0.1327 mean_risk=-2.0011 mean_velocity=0.1409 clusters=1 memory_center=-0.5678 memory_strength=26
MCM_STATE | mode=market impulse=0.3956 motivation=0.0945 risk=-0.0323 replay=-0.0169 self_state=stressed attractor=cooperate mean_energy=-1.4494 mean_motivation=0.0334 mean_risk=-1.9727 mean_velocity=0.1835 clusters=1 memory_center=-0.0515 memory_strength=23
MCM_STATE | mode=market impulse=0.5671 motivation=0.1300 risk=-0.0551 replay=-0.0300 self_state=stressed attractor=defense mean_energy=-1.4842 mean_motivation=0.0670 mean_risk=-1.8770 mean_velocity=0.1565 clusters=1 memory_center=-1.6310 memory_strength=37
MCM_STATE | mode=market impulse=-0.8510 motivation=-0.1240 risk=-0.2116 replay=-0.0071 self_state=stressed attractor=cooperate mean_energy=-1.1172 mean_motivation=-0.1592 mean_risk=-1.7136 mean_velocity=0.5864 clusters=1 memory_center=0.4746 memory_strength=22
MCM_STATE | mode=market impulse=0.3548 motivation=0.0307 risk=-0.1005 replay=-0.0157 self_state=stressed attractor=defense mean_energy=-0.6734 mean_motivation=0.0236 mean_risk=-2.0186 mean_velocity=0.1617 clusters=1 memory_center=-2.4908 memory_strength=32
