section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.cluster_detect_pre_memory;3.6667;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3457;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.4777;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7952;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.6194;decision_tendency=hold
mcm_field.step.total;76.0158;agents=230|dims=3
mcm_field.step.sync_neurons;1.4142;agents=230|dims=3
step_mcm_brain.total;79.9728;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.1804;agents=230|every_n=2
apply_runtime_result.total;3.0194;decision_tendency=observe|runtime_tick_seq=6
step_mcm_brain.cluster_detect_snapshot;3.6784;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0806;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.7430;decision_tendency=act
apply_runtime_result.refresh_experience_space;4.5156;decision_tendency=hold
apply_runtime_result.total;2.9135;decision_tendency=hold|runtime_tick_seq=12
step_mcm_brain.cluster_detect_snapshot;2.4190;clusters=1|agents=230
mcm_field.step.total;67.2536;agents=230|dims=3
mcm_field.step.sync_neurons;1.3310;agents=230|dims=3
step_mcm_brain.total;74.3613;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.0487;agents=230|every_n=2
apply_runtime_result.total;3.2239;decision_tendency=hold|runtime_tick_seq=15
step_mcm_brain.snapshot_field_read;15.5365;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4540;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.7754;decision_tendency=observe
step_mcm_brain.primary_field_step;51.0748;agents=230|dims=3
apply_runtime_result.total;3.2836;decision_tendency=observe|runtime_tick_seq=18
step_mcm_brain.cluster_detect_pre_memory;0.0506;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9358;agents=230|neighbors=8
step_mcm_brain.total;93.7632;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.5853;agents=230|every_n=2
apply_runtime_result.total;4.0807;decision_tendency=hold|runtime_tick_seq=21
step_mcm_brain.cluster_detect_snapshot;3.7309;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.1612;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1125;decision_tendency=hold
step_mcm_brain.primary_field_step;51.9571;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9175;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.1694;neurons=230|areals=1
mcm_field.step.build_neighbor_state_map;1.9149;agents=230|neighbors=8
step_mcm_brain.total;71.8173;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;16.7320;agents=230|every_n=2
apply_runtime_result.total;3.2108;decision_tendency=act|runtime_tick_seq=27
apply_runtime_result.refresh_experience_space;2.5275;decision_tendency=hold
apply_runtime_result.total;3.0642;decision_tendency=hold|runtime_tick_seq=32
apply_runtime_result.refresh_experience_space;2.5439;decision_tendency=hold
apply_runtime_result.total;2.8843;decision_tendency=hold|runtime_tick_seq=37
mcm_field.step.build_neighbor_state_map;2.2592;agents=230|neighbors=8
step_mcm_brain.total;78.8067;mode=outcome|clusters=1|agents=230
step_mcm_brain.cluster_detect_snapshot;3.5137;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.1569;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9703;decision_tendency=observe
mcm_field.step.total;70.9545;agents=230|dims=3
mcm_field.step.sync_neurons;1.4871;agents=230|dims=3
step_mcm_brain.total;72.8059;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.0933;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1079;active=0.9002
step_mcm_brain.cluster_detect_pre_memory;0.0554;clusters=1|agents=230
mcm_field.step.sync_neurons;2.7887;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.7915;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.9267;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1075;active=0.9123
step_mcm_brain.primary_field_step;76.0983;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9810;agents=230|neighbors=8
compute_runtime_result.total;80.1918;decision_tendency=hold|active_trade=False
mcm_field.step.field_perception_state;0.8401;agents=230
apply_runtime_result.total;3.3895;decision_tendency=observe|runtime_tick_seq=50
mcm_field.step.total;53.3520;agents=230|dims=3
mcm_field.step.sync_neurons;1.3819;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.0844;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5878;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1892;active=0.9284
mcm_field.step.total;76.0614;agents=230|dims=3
mcm_field.step.sync_neurons;1.4394;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.8992;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.6196;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1254;active=0.9119
step_mcm_brain.cluster_detect_snapshot;4.2683;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7645;agents=230|neighbors=8
compute_runtime_result.total;107.0254;decision_tendency=hold|active_trade=False
mcm_field.step.field_perception_state;0.3950;agents=230
apply_runtime_result.total;6.0958;decision_tendency=hold|runtime_tick_seq=59
step_mcm_brain.cluster_detect_snapshot;5.6004;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;3.7736;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;4.5002;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.0991;agents=230|neighbors=8
compute_runtime_result.total;127.4039;decision_tendency=observe|active_trade=False
mcm_field.step.total;64.7074;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1965;active=0.9112
step_mcm_brain.primary_field_step;77.2274;agents=230|dims=3
mcm_field.step.sync_neurons;1.4151;agents=230|dims=3
step_mcm_brain.total;79.9020;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.9599;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1122;active=0.9158
step_mcm_brain.cluster_detect_snapshot;3.8139;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.1141;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0503;decision_tendency=hold
step_mcm_brain.primary_field_step;53.7620;agents=230|dims=3
apply_runtime_result.total;3.5090;decision_tendency=hold|runtime_tick_seq=69
step_mcm_brain.cluster_detect_snapshot;3.9282;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.3217;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.2134;decision_tendency=observe
mcm_field.step.total;73.8753;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1415;active=0.9083
step_mcm_brain.cluster_detect_pre_memory;0.0676;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3762;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.3388;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0049;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1065;active=0.9284
mcm_field.step.refresh_areal_state;17.7198;agents=230|every_n=2
apply_runtime_result.total;3.2617;decision_tendency=observe|runtime_tick_seq=76
step_mcm_brain.cluster_detect_snapshot;3.6811;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.1011;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9436;decision_tendency=hold
step_mcm_brain.primary_field_step;52.2331;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9343;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.4392;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4988;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1078;active=0.9288
step_mcm_brain.primary_field_step;76.7626;agents=230|dims=3
apply_runtime_result.total;4.7144;decision_tendency=hold|runtime_tick_seq=82
step_mcm_brain.cluster_detect_snapshot;3.8854;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.9495;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.7046;decision_tendency=hold
step_mcm_brain.primary_field_step;53.0665;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.5704;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;6.2508;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.6477;agents=230|neighbors=8
compute_runtime_result.total;89.1867;decision_tendency=hold|active_trade=False
mcm_field.step.field_perception_state;0.3729;agents=230
apply_runtime_result.total;3.4354;decision_tendency=observe|runtime_tick_seq=88
step_mcm_brain.snapshot_field_read;23.2666;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4520;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.9891;decision_tendency=observe
step_mcm_brain.primary_field_step;56.5395;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0122;agents=230|neighbors=8
step_mcm_brain.total;102.9199;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.4023;agents=230
apply_runtime_result.total;3.5614;decision_tendency=observe|runtime_tick_seq=93
step_mcm_brain.cluster_detect_snapshot;3.6938;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.6975;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9588;decision_tendency=observe
mcm_field.step.total;67.0960;agents=230|dims=3
mcm_field.step.sync_neurons;1.3328;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.7711;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.7737;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.3153;decision_tendency=observe
step_mcm_brain.primary_field_step;53.6085;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9008;agents=230|neighbors=8
step_mcm_brain.total;88.1756;mode=market|clusters=1|agents=230
mcm_field.step.neuron_loop;34.2674;agents=230|neighbors=8
compute_runtime_result.total;77.6486;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;1.2336;agents=230
mcm_field.step.sync_neurons;1.3508;agents=230|dims=3
step_mcm_brain.total;73.4129;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;16.8959;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1068;active=0.9068
step_mcm_brain.cluster_detect_pre_memory;0.0502;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3854;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.5837;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4485;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1093;active=0.9241
step_mcm_brain.primary_field_step;68.0388;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9759;agents=230|neighbors=8
step_mcm_brain.total;79.9189;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.9532;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1102;active=0.9170
step_mcm_brain.cluster_detect_snapshot;3.9346;clusters=1|agents=230
apply_runtime_result.refresh_experience_space;2.6976;decision_tendency=hold
apply_runtime_result.total;2.9998;decision_tendency=hold|runtime_tick_seq=114
mcm_field.step.refresh_arrays;0.6687;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9307;agents=230|neighbors=8
compute_runtime_result.total;78.9179;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3332;agents=230
apply_runtime_result.total;2.9408;decision_tendency=hold|runtime_tick_seq=117
step_mcm_brain.snapshot_field_read;16.4511;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4473;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.0636;decision_tendency=hold
step_mcm_brain.primary_field_step;57.2004;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9962;agents=230|neighbors=8
step_mcm_brain.total;93.4915;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.4006;agents=230
apply_runtime_result.refresh_active_context_trace;0.1073;active=0.9234
step_mcm_brain.primary_field_step;71.9390;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.1634;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.9710;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5070;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.7438;decision_tendency=hold
mcm_field.step.refresh_arrays;0.4947;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1103;active=0.9184
step_mcm_brain.primary_field_step;73.6330;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;3.1793;agents=230|neighbors=8
compute_runtime_result.total;84.1794;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3754;agents=230
apply_runtime_result.total;3.5341;decision_tendency=observe|runtime_tick_seq=129
step_mcm_brain.cluster_detect_snapshot;3.8096;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.8752;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0223;decision_tendency=observe
step_mcm_brain.primary_field_step;51.0787;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9598;agents=230|neighbors=8
step_mcm_brain.total;89.9806;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3109;agents=230
apply_runtime_result.total;3.4057;decision_tendency=observe|runtime_tick_seq=134
step_mcm_brain.cluster_detect_snapshot;3.6211;clusters=1|agents=230
