timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;observe;aftereffect_pressure_observe;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2315;0.2133;0.0000;0.4510;0.3584;0.4688;0.4588;0.6066;0.6755;0.1086;0.1644;0.1637;1.0000;0.0830;0.7168;-;inner_ctx_1
1767375600000000;1;2;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1875;0.1859;0.0000;0.5465;0.2801;0.4885;0.2334;0.6353;0.7212;0.0632;0.1285;0.1886;1.0000;0.0898;0.8470;-;inner_ctx_1
1767375900000000;2;3;hold;context_cluster_negative;WAIT;active_perception_field;0.0000;0.2646;0.0000;0.0000;0.0000;0.3011;0.3545;0.3083;0.2524;0.1599;0.4887;0.4317;0.4723;1.1987;0.5960;0.6408;0.4792;0.4573;0.3189;1.0000;0.1454;0.9295;ctx_76;inner_ctx_1
1767376200000000;3;4;hold;context_cluster_negative;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2121;0.2013;0.0000;0.5723;0.3457;0.5027;0.6420;0.6736;0.7502;0.2318;0.2381;0.2565;1.0000;0.1035;0.9928;ctx_12;inner_ctx_5
1767376500000000;4;5;observe;development_reframe_observe;LONG;fragmented_perception_field;0.0000;0.1531;0.0000;0.0000;0.0000;0.2413;0.0326;0.4685;0.4783;0.0000;0.6003;0.3769;0.5208;1.0874;0.7512;0.7986;0.2004;0.2239;0.2950;1.0000;0.1421;1.0000;ctx_6;inner_ctx_1
1767376800000000;5;6;hold;context_cluster_negative;WAIT;active_perception_field;0.0000;0.2535;0.0000;0.0000;0.0000;0.3238;0.3400;0.2994;0.2517;0.1813;0.6737;0.3649;0.5631;1.1432;0.7584;0.7807;0.4766;0.4582;0.3658;1.0000;0.1603;1.0000;ctx_3;inner_ctx_2
1767377100000000;6;7;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1939;0.1910;0.0157;0.5817;0.3788;0.5104;-0.2791;0.6353;0.6513;0.3125;0.2925;0.1485;1.0000;0.1078;1.0000;-;inner_ctx_5
1767377400000000;7;8;act;plan_allowed;LONG;active_perception_field;0.0000;0.2550;0.0000;0.0000;0.0000;0.3195;0.3419;0.3087;0.2557;0.1769;0.6419;0.3687;0.5287;1.4410;0.7405;0.7728;0.5420;0.4748;0.3002;1.0000;0.1060;1.0000;ctx_2;inner_ctx_10
1767378900000000;12;9;hold;pause_mode;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2249;0.2096;0.0000;0.5268;0.3882;0.4212;0.4855;0.6855;0.7303;0.4099;0.3602;0.1644;1.0000;0.0981;1.0000;-;inner_ctx_9
1767379200000000;13;10;hold;pause_mode;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2018;0.1942;0.0015;0.5632;0.3161;0.4487;0.2006;0.7030;0.7520;0.2824;0.2264;0.1878;1.0000;0.0978;1.0000;-;inner_ctx_10
1767379500000000;14;11;hold;pause_mode;SHORT;active_perception_field;0.0000;0.2593;0.0000;0.0000;0.0000;0.3057;0.3460;0.2974;0.2450;0.1656;0.5190;0.4306;0.4259;0.4867;0.6164;0.6418;0.6672;0.5841;0.3496;1.0000;0.1606;1.0000;ctx_67;inner_ctx_1
1767379800000000;15;12;hold;pause_mode;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2107;0.2014;0.0000;0.4610;0.5033;0.4012;-0.7332;0.5079;0.5071;0.6252;0.5318;0.2716;1.0000;0.1118;1.0000;-;inner_ctx_5
1767380100000000;16;13;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2296;0.2131;0.0000;0.5300;0.3951;0.4719;-0.2761;0.6671;0.7080;0.4365;0.3551;0.2229;1.0000;0.0924;1.0000;ctx_5;inner_ctx_10
1767380400000000;17;14;hold;context_cluster_negative;WAIT;quiet_field;0.0000;0.1846;0.0000;0.0000;0.0000;0.0869;0.0948;0.2391;0.2239;0.0995;0.5623;0.3637;0.4934;0.5365;0.6663;0.6972;0.5773;0.4454;0.2617;1.0000;0.1066;1.0000;ctx_13;inner_ctx_10
1767380700000000;18;15;hold;context_cluster_negative;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1897;0.1856;0.0201;0.6738;0.2813;0.5580;0.0876;0.7858;0.8153;0.3200;0.2832;0.2782;1.0000;0.0952;1.0000;ctx_2;inner_ctx_8
1767381300000000;20;17;observe;development_reframe_observe;LONG;active_perception_field;0.0000;0.2578;0.0000;0.0000;0.0000;0.3042;0.3418;0.2777;0.2345;0.1969;0.6818;0.3434;0.5858;0.7323;0.7597;0.7684;0.5149;0.4789;0.3816;1.0000;0.1548;1.0000;ctx_8;inner_ctx_1
1767381600000000;21;18;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2312;0.2140;0.0000;0.5163;0.4599;0.5112;-0.4118;0.6033;0.6194;0.4291;0.3303;0.1466;1.0000;0.1057;1.0000;-;inner_ctx_5
1767381900000000;22;19;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1905;0.1898;0.0057;0.5595;0.3580;0.5095;-0.5529;0.6111;0.6344;0.4067;0.3183;0.1565;1.0000;0.0934;1.0000;ctx_10;inner_ctx_10
1767382200000000;23;20;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2084;0.2005;0.0000;0.5168;0.4212;0.4924;-0.5798;0.5619;0.5794;0.4176;0.3225;0.1730;1.0000;0.0933;1.0000;-;inner_ctx_10
1767382500000000;24;21;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2155;0.2052;0.0000;0.5513;0.3954;0.5022;0.8219;0.6451;0.6862;0.5824;0.4906;0.2801;1.0000;0.1096;1.0000;ctx_37;inner_ctx_10
1767382800000000;25;22;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2366;0.2178;0.0000;0.5206;0.3975;0.5076;0.4168;0.6487;0.6994;0.4400;0.3234;0.2232;1.0000;0.1092;1.0000;ctx_67;inner_ctx_10
1767383100000000;26;23;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1956;0.0000;0.0000;0.0000;0.2010;0.1464;0.2741;0.2540;0.1213;0.6298;0.3336;0.5319;0.8956;0.7051;0.7351;0.5359;0.4318;0.3149;1.0000;0.1276;1.0000;ctx_10;inner_ctx_10
1767383400000000;27;24;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2096;0.1996;0.0000;0.5559;0.3574;0.5060;0.1437;0.6701;0.7131;0.5146;0.4053;0.1509;1.0000;0.0954;1.0000;ctx_15;inner_ctx_8
1767383700000000;28;25;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1827;0.1834;0.0129;0.5886;0.3025;0.5156;-0.3131;0.6646;0.6990;0.3891;0.3005;0.1256;1.0000;0.1012;1.0000;-;inner_ctx_10
1767384300000000;30;27;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2289;0.2120;0.0000;0.5593;0.3755;0.5347;0.1631;0.7116;0.7423;0.3957;0.3129;0.2033;1.0000;0.1131;1.0000;ctx_58;inner_ctx_10
1767384600000000;31;28;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.2216;0.0000;0.0000;0.0000;0.2876;0.2332;0.3103;0.2683;0.1371;0.6028;0.4288;0.5353;0.9829;0.7148;0.7176;0.6100;0.5988;0.4467;1.0000;0.1596;1.0000;ctx_33;inner_ctx_10
1767384900000000;32;29;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1854;0.1843;0.0205;0.5796;0.3447;0.5037;-0.3221;0.6538;0.6718;0.4015;0.3491;0.2189;1.0000;0.1083;1.0000;ctx_58;inner_ctx_5
1767385200000000;33;30;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2001;0.1938;0.0000;0.5563;0.3523;0.4970;-0.0132;0.6508;0.6874;0.3926;0.3317;0.1883;1.0000;0.1081;1.0000;-;inner_ctx_1
1767385500000000;34;31;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2008;0.1942;0.0000;0.5754;0.3401;0.5142;0.0774;0.6898;0.7223;0.5055;0.3925;0.2171;1.0000;0.1124;1.0000;ctx_71;inner_ctx_1
1767385800000000;35;32;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2243;0.2094;0.0000;0.5126;0.4540;0.4995;-0.5017;0.5997;0.6082;0.5156;0.4032;0.1906;1.0000;0.1127;1.0000;ctx_71;inner_ctx_10
1767386100000000;36;33;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2048;0.1974;0.0000;0.5609;0.3692;0.5215;0.3702;0.6643;0.6929;0.6224;0.4822;0.2008;1.0000;0.1100;1.0000;ctx_9;inner_ctx_10
1767386400000000;37;34;observe;zero_point_regulation;WAIT;fragmented_perception_field;0.0000;0.1263;0.0000;0.0000;0.0000;0.2964;0.0000;0.5276;0.5291;0.0000;0.5151;0.4743;0.5075;0.7756;0.6748;0.6791;0.6825;0.5262;0.2437;1.0000;0.1579;1.0000;ctx_13;inner_ctx_10
1767386700000000;38;35;observe;zero_point_regulation;WAIT;active_perception_field;0.0000;0.2445;0.0000;0.0000;0.0000;0.3342;0.3268;0.3135;0.2625;0.1493;0.5546;0.4037;0.5164;0.9572;0.6330;0.6450;0.8049;0.6237;0.2938;1.0000;0.1054;1.0000;ctx_9;inner_ctx_6
1767387300000000;40;37;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2057;0.1976;0.0000;0.5006;0.4822;0.4787;-0.7235;0.5286;0.5230;0.6582;0.5769;0.2784;1.0000;0.0844;1.0000;-;inner_ctx_5
1767387600000000;41;38;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2535;0.2275;0.0000;0.4819;0.5372;0.5093;-0.9713;0.5722;0.5605;0.4932;0.3979;0.2183;1.0000;0.0836;1.0000;ctx_76;inner_ctx_10
1767387900000000;42;39;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2101;0.1998;0.0000;0.5850;0.3475;0.5584;-0.0669;0.7022;0.7292;0.5462;0.4370;0.2057;1.0000;0.0796;1.0000;ctx_17;inner_ctx_10
1767388200000000;43;40;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2310;0.2129;0.0000;0.5723;0.3829;0.5705;-0.0089;0.7087;0.7395;0.4984;0.3990;0.1950;1.0000;0.0796;1.0000;-;inner_ctx_10
1767388500000000;44;41;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2367;0.2168;0.0000;0.5259;0.4901;0.5560;-0.7305;0.6034;0.5898;0.4504;0.3604;0.1850;1.0000;0.0854;1.0000;ctx_3;inner_ctx_1
1767388800000000;45;42;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2335;0.2151;0.0000;0.6114;0.3674;0.5996;-0.1210;0.7456;0.7872;0.3273;0.2701;0.2298;1.0000;0.0851;1.0000;ctx_6;inner_ctx_1
1767389100000000;46;43;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2241;0.2105;0.0000;0.5805;0.3993;0.5667;0.1416;0.6741;0.7194;0.5243;0.4192;0.3092;1.0000;0.1082;1.0000;ctx_3;inner_ctx_1
1767389700000000;48;45;observe;aftereffect_pressure_observe;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2004;0.1937;0.0000;0.5870;0.3153;0.5374;0.9576;0.6871;0.7297;0.3736;0.2580;0.1877;1.0000;0.1044;1.0000;-;inner_ctx_10
1767390000000000;49;46;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2400;0.2200;0.0000;0.5491;0.4190;0.5232;0.7417;0.6711;0.7169;0.5070;0.3981;0.2795;1.0000;0.1045;1.0000;ctx_31;inner_ctx_1
1767390300000000;50;47;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1843;0.0000;0.0000;0.0000;0.1061;0.0973;0.2424;0.2305;0.1102;0.6224;0.3458;0.5380;0.7351;0.6945;0.7279;0.5870;0.4532;0.3109;1.0000;0.1270;1.0000;ctx_10;inner_ctx_10
1767390600000000;51;48;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2116;0.2026;0.0000;0.4520;0.4973;0.4254;-0.5313;0.4874;0.5142;0.7395;0.7137;0.2956;1.0000;0.1100;1.0000;ctx_75;inner_ctx_8
1767391200000000;53;50;observe;external_pressure_observe;LONG;active_perception_field;0.0000;0.2505;0.0000;0.0000;0.0000;0.3326;0.3381;0.2972;0.2505;0.1847;0.5780;0.4300;0.4553;0.9901;0.6372;0.6368;0.8859;0.8967;0.4952;1.0000;0.1342;1.0000;ctx_10;inner_ctx_10
1767391500000000;54;51;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2068;0.1992;0.0000;0.4931;0.4546;0.4163;-0.5467;0.5742;0.5913;0.7196;0.6899;0.2723;1.0000;0.0782;1.0000;ctx_33;inner_ctx_5
1767391800000000;55;52;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2369;0.2185;0.0000;0.5152;0.4257;0.4542;-0.1952;0.6772;0.7082;0.5280;0.4497;0.2632;1.0000;0.0774;1.0000;ctx_67;inner_ctx_10
1767392100000000;56;53;observe;zero_point_regulation;LONG;fragmented_perception_field;0.0000;0.1405;0.0000;0.0000;0.0000;0.3162;0.0344;0.5017;0.5107;0.0000;0.5844;0.4184;0.4720;0.7469;0.7413;0.7457;0.5792;0.4782;0.3435;1.0000;0.1404;1.0000;ctx_10;inner_ctx_10
