section;elapsed_ms;extra
apply_runtime_result.refresh_active_context_trace;0.1055;active=0.9355
mcm_field.step.field_perception_state;0.3065;agents=230
apply_runtime_result.total;3.3516;decision_tendency=act|runtime_tick_seq=26
step_mcm_brain.cluster_detect_snapshot;3.5730;clusters=1|agents=230
apply_runtime_result.total;2.7903;decision_tendency=hold|runtime_tick_seq=28
apply_runtime_result.refresh_experience_space;2.6579;decision_tendency=hold
apply_runtime_result.total;2.9293;decision_tendency=hold|runtime_tick_seq=33
apply_runtime_result.refresh_experience_space;2.6322;decision_tendency=hold
apply_runtime_result.total;3.1577;decision_tendency=hold|runtime_tick_seq=38
mcm_field.step.field_perception_state;0.3234;agents=230
mcm_field.step.activity_diffusion;12.6196;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0353;decision_tendency=act
step_mcm_brain.primary_field_step;53.3913;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;3.2749;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.3662;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4604;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1072;active=0.9103
step_mcm_brain.primary_field_step;74.0317;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9643;agents=230|neighbors=8
step_mcm_brain.total;75.4730;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.0825;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1062;active=0.9090
step_mcm_brain.cluster_detect_snapshot;3.8193;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.8311;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0320;decision_tendency=observe
step_mcm_brain.primary_field_step;52.9617;agents=230|dims=3
apply_runtime_result.total;3.3954;decision_tendency=act|runtime_tick_seq=49
step_mcm_brain.cluster_detect_snapshot;3.5998;clusters=1|agents=230
mcm_field.step.sync_neurons;1.5111;agents=230|dims=3
step_mcm_brain.total;72.9646;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.3350;agents=230|every_n=2
apply_runtime_result.total;3.2531;decision_tendency=observe|runtime_tick_seq=52
step_mcm_brain.snapshot_field_read;15.3930;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4682;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1193;active=0.9344
step_mcm_brain.cluster_detect_pre_memory;0.0638;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9631;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.4282;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4893;agents=230|dims=3
apply_runtime_result.total;3.4999;decision_tendency=act|runtime_tick_seq=57
step_mcm_brain.cluster_detect_snapshot;3.6479;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.7704;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9452;decision_tendency=act
mcm_field.step.total;71.1696;agents=230|dims=3
mcm_field.step.sync_neurons;1.3941;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.8633;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4667;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1058;active=0.9114
mcm_field.step.total;56.7551;agents=230|dims=3
mcm_field.step.sync_neurons;1.4178;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.8367;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5411;agents=230|dims=3
apply_runtime_result.total;3.3848;decision_tendency=act|runtime_tick_seq=65
step_mcm_brain.memory_store;0.0531;clusters=1
mcm_field.step.build_neighbor_state_map;1.9917;agents=230|neighbors=8
step_mcm_brain.total;80.8212;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.4238;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1053;active=0.9234
step_mcm_brain.cluster_detect_snapshot;3.7560;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.7739;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1875;decision_tendency=observe
step_mcm_brain.primary_field_step;52.2439;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0615;agents=230|neighbors=8
step_mcm_brain.total;99.1850;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.4005;agents=230
apply_runtime_result.total;3.8973;decision_tendency=observe|runtime_tick_seq=73
mcm_field.step.total;92.1796;agents=230|dims=3
mcm_field.step.sync_neurons;1.4348;agents=230|dims=3
step_mcm_brain.total;77.0807;mode=market|clusters=1|agents=230
mcm_field.step.neuron_loop;35.6163;agents=230|neighbors=8
compute_runtime_result.total;103.2611;decision_tendency=observe|active_trade=False
mcm_field.step.total;50.7783;agents=230|dims=3
mcm_field.step.sync_neurons;1.5038;agents=230|dims=3
step_mcm_brain.cluster_detect_pre_memory;0.0520;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4543;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.9372;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5217;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;4.4503;decision_tendency=observe
step_mcm_brain.primary_field_step;53.0765;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9369;agents=230|neighbors=8
step_mcm_brain.total;93.2788;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3507;agents=230
apply_runtime_result.total;3.7443;decision_tendency=observe|runtime_tick_seq=83
step_mcm_brain.cluster_detect_snapshot;3.9594;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.8633;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.2887;decision_tendency=hold
mcm_field.step.total;88.1348;agents=230|dims=3
mcm_field.step.sync_neurons;1.4509;agents=230|dims=3
step_mcm_brain.snapshot_field_read;18.3484;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5073;agents=230|dims=3
step_mcm_brain.total;107.2647;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.3257;agents=230
apply_runtime_result.total;3.4895;decision_tendency=act|runtime_tick_seq=89
step_mcm_brain.cluster_detect_pre_memory;0.0621;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9893;agents=230|neighbors=8
step_mcm_brain.total;79.3819;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.5338;agents=230|every_n=2
apply_runtime_result.total;3.4460;decision_tendency=hold|runtime_tick_seq=92
step_mcm_brain.snapshot_field_read;16.2725;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4499;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1108;active=0.9107
step_mcm_brain.cluster_detect_pre_memory;0.0809;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0516;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;36.5376;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4674;agents=230|dims=3
apply_runtime_result.total;3.3536;decision_tendency=act|runtime_tick_seq=97
step_mcm_brain.cluster_detect_snapshot;3.6974;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0452;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9477;decision_tendency=observe
mcm_field.step.total;68.6340;agents=230|dims=3
write_runtime_snapshot_payload.total;10.1597;kind=visual|keys=7|path=debug\debug_lauf_18\bot_visual_snapshot.json
step_mcm_brain.primary_field_step;51.6108;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9423;agents=230|neighbors=8
step_mcm_brain.total;92.1619;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3417;agents=230
apply_runtime_result.total;3.5842;decision_tendency=observe|runtime_tick_seq=103
step_mcm_brain.cluster_detect_snapshot;4.1467;clusters=1|agents=230
mcm_field.step.neuron_loop;36.5762;agents=230|neighbors=8
compute_runtime_result.total;81.0770;decision_tendency=hold|active_trade=False
mcm_field.step.refresh_areal_state;17.9699;agents=230|every_n=2
apply_runtime_result.total;3.6582;decision_tendency=hold|runtime_tick_seq=106
step_mcm_brain.cluster_detect_snapshot;3.7807;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.2755;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9886;decision_tendency=observe
step_mcm_brain.primary_field_step;53.6771;agents=230|dims=3
apply_runtime_result.total;3.4164;decision_tendency=act|runtime_tick_seq=109
step_mcm_brain.cluster_detect_pre_memory;0.0514;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3982;agents=230|dims=3
step_mcm_brain.total;76.3540;mode=market|clusters=1|agents=230
apply_runtime_result.total;3.2203;decision_tendency=hold|runtime_tick_seq=112
apply_runtime_result.refresh_experience_space;2.5761;decision_tendency=hold
mcm_field.step.total;72.7323;agents=230|dims=3
mcm_field.step.refresh_arrays;0.4883;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1097;active=0.9147
mcm_field.step.total;69.4793;agents=230|dims=3
mcm_field.step.sync_neurons;1.5288;agents=230|dims=3
step_mcm_brain.total;85.7448;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;19.0790;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1225;active=0.9149
step_mcm_brain.cluster_detect_pre_memory;0.0508;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4940;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.4027;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.9129;agents=230|neighbors=8
step_mcm_brain.total;82.7405;mode=market|clusters=1|agents=230
apply_runtime_result.refresh_experience_space;2.8172;decision_tendency=hold
compute_runtime_result.total;0.3019;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1101;active=0.9208
mcm_field.step.refresh_arrays;0.5074;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0643;agents=230|neighbors=8
step_mcm_brain.total;92.8131;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.9935;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1072;active=0.9178
step_mcm_brain.cluster_detect_pre_memory;0.0516;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9910;agents=230|neighbors=8
step_mcm_brain.total;96.1569;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.4163;agents=230
apply_runtime_result.refresh_experience_space;3.1716;decision_tendency=hold
mcm_field.step.total;69.8321;agents=230|dims=3
mcm_field.step.sync_neurons;1.4053;agents=230|dims=3
step_mcm_brain.snapshot_field_read;18.2278;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4659;agents=230|dims=3
step_mcm_brain.total;100.2230;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.2631;agents=230
apply_runtime_result.total;3.4752;decision_tendency=act|runtime_tick_seq=138
step_mcm_brain.cluster_detect_snapshot;3.9735;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.8773;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.2453;decision_tendency=act
mcm_field.step.total;94.3743;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1149;active=0.9161
step_mcm_brain.cluster_detect_pre_memory;0.0532;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0002;agents=230|neighbors=8
step_mcm_brain.total;100.5519;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.3141;agents=230
apply_runtime_result.total;3.4284;decision_tendency=act|runtime_tick_seq=144
step_mcm_brain.cluster_detect_snapshot;3.3842;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.9133;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1359;decision_tendency=hold
mcm_field.step.total;69.3289;agents=230|dims=3
mcm_field.step.sync_neurons;1.4067;agents=230|dims=3
step_mcm_brain.snapshot_field_read;34.2973;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4548;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1068;active=0.9171
step_mcm_brain.cluster_detect_pre_memory;0.0524;clusters=1|agents=230
write_runtime_snapshot_payload.total;24.5594;kind=inner|keys=41|path=debug\debug_lauf_18\bot_inner_snapshot.json
step_mcm_brain.primary_field_step;70.5152;agents=230|dims=3
apply_runtime_result.total;3.6122;decision_tendency=observe|runtime_tick_seq=151
step_mcm_brain.cluster_detect_snapshot;3.8596;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0358;agents=230|neighbors=8
compute_runtime_result.total;99.9471;decision_tendency=act|active_trade=False
mcm_field.step.total;54.7437;agents=230|dims=3
mcm_field.step.sync_neurons;1.3915;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.5826;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4407;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1053;active=0.9304
step_mcm_brain.primary_field_step;69.5707;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9669;agents=230|neighbors=8
compute_runtime_result.total;85.2808;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;2.4110;agents=230
apply_runtime_result.total;3.7482;decision_tendency=hold|runtime_tick_seq=159
step_mcm_brain.cluster_detect_snapshot;3.6141;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0198;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.3476;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.9910;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.0187;decision_tendency=hold
mcm_field.step.total;75.8123;agents=230|dims=3
apply_runtime_result.total;5.4228;decision_tendency=hold|runtime_tick_seq=163
step_mcm_brain.cluster_detect_snapshot;4.1273;clusters=1|agents=230
mcm_field.step.neuron_loop;36.8612;agents=230|neighbors=8
compute_runtime_result.total;106.2066;decision_tendency=act|active_trade=False
mcm_field.step.field_perception_state;1.2616;agents=230
apply_runtime_result.refresh_experience_space;3.1075;decision_tendency=observe
mcm_field.step.total;74.9539;agents=230|dims=3
mcm_field.step.sync_neurons;1.5626;agents=230|dims=3
step_mcm_brain.snapshot_field_read;19.2680;neurons=230|areals=1
mcm_field.step.activity_diffusion;13.4934;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.6878;decision_tendency=hold
step_mcm_brain.primary_field_step;53.1615;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9603;agents=230|neighbors=8
step_mcm_brain.memory_store;0.0672;clusters=1
mcm_field.step.build_neighbor_state_map;2.0170;agents=230|neighbors=8
compute_runtime_result.total;84.8970;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3960;agents=230
apply_runtime_result.total;5.9682;decision_tendency=observe|runtime_tick_seq=173
step_mcm_brain.cluster_detect_pre_memory;0.0680;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4489;agents=230|dims=3
step_mcm_brain.memory_store;0.0822;clusters=1
write_runtime_snapshot_payload.total;24.7649;kind=inner|keys=41|path=debug\debug_lauf_18\bot_inner_snapshot.json
step_mcm_brain.cluster_detect_pre_memory;0.0620;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9805;agents=230|neighbors=8
step_mcm_brain.total;91.7873;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3517;agents=230
apply_runtime_result.total;3.6496;decision_tendency=hold|runtime_tick_seq=178
step_mcm_brain.cluster_detect_snapshot;3.9402;clusters=1|agents=230
mcm_field.step.activity_diffusion;14.7574;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.2947;decision_tendency=observe
mcm_field.step.total;72.9951;agents=230|dims=3
mcm_field.step.sync_neurons;1.5104;agents=230|dims=3
step_mcm_brain.total;80.4115;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.5674;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1099;active=0.9248
step_mcm_brain.cluster_detect_pre_memory;0.0629;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0230;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;3.8597;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.8175;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0113;decision_tendency=hold
mcm_field.step.total;76.2414;agents=230|dims=3
apply_runtime_result.total;3.9334;decision_tendency=act|runtime_tick_seq=187
step_mcm_brain.snapshot_field_read;17.0864;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4722;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.2176;decision_tendency=act
step_mcm_brain.primary_field_step;59.0170;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.1118;agents=230|neighbors=8
step_mcm_brain.self_regulation;0.0686;self_state=stressed|agents=230
mcm_field.step.neuron_loop;36.9124;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1235;decision_tendency=act
mcm_field.step.total;76.0514;agents=230|dims=3
mcm_field.step.sync_neurons;1.3955;agents=230|dims=3
step_mcm_brain.snapshot_field_read;34.9018;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4545;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1179;active=0.9221
step_mcm_brain.primary_field_step;59.7145;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0246;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.1404;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4681;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1084;active=0.9096
step_mcm_brain.primary_field_step;70.1873;agents=230|dims=3
mcm_field.step.sync_neurons;1.4131;agents=230|dims=3
step_mcm_brain.total;84.6366;mode=market|clusters=1|agents=230
mcm_field.step.neuron_loop;36.6167;agents=230|neighbors=8
step_mcm_brain.total;94.4931;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3178;agents=230
apply_runtime_result.total;3.0606;decision_tendency=hold|runtime_tick_seq=202
step_mcm_brain.cluster_detect_snapshot;3.9030;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.7651;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1051;active=0.9133
step_mcm_brain.primary_field_step;81.1051;agents=230|dims=3
mcm_field.step.sync_neurons;1.5443;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.1066;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4775;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.6596;decision_tendency=hold
step_mcm_brain.primary_field_step;54.1267;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0496;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;4.8243;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.9214;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1066;active=0.9080
step_mcm_brain.primary_field_step;69.8314;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0242;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.0002;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4753;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1095;active=0.9269
step_mcm_brain.cluster_detect_pre_memory;0.0543;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3832;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.8296;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4432;agents=230|dims=3
apply_runtime_result.total;3.4212;decision_tendency=act|runtime_tick_seq=216
step_mcm_brain.cluster_detect_snapshot;3.6962;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.2424;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0043;decision_tendency=hold
mcm_field.step.total;68.8955;agents=230|dims=3
mcm_field.step.sync_neurons;1.4003;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.9142;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4697;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1160;active=0.9191
step_mcm_brain.cluster_detect_pre_memory;0.0512;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4119;agents=230|dims=3
step_mcm_brain.snapshot_field_read;17.1118;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4941;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1137;active=0.9315
step_mcm_brain.primary_field_step;72.4857;agents=230|dims=3
write_runtime_snapshot_payload.total;10.5402;kind=visual|keys=7|path=debug\debug_lauf_18\bot_visual_snapshot.json
step_mcm_brain.primary_field_step;51.7422;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9447;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.1344;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4752;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1103;active=0.9121
step_mcm_brain.primary_field_step;73.0207;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0007;agents=230|neighbors=8
step_mcm_brain.total;78.4143;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.1538;agents=230|every_n=2
apply_runtime_result.refresh_experience_space;3.1948;decision_tendency=observe
step_mcm_brain.primary_field_step;50.8767;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9280;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.5359;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4494;agents=230|dims=3
apply_runtime_result.total;3.6671;decision_tendency=hold|runtime_tick_seq=234
step_mcm_brain.cluster_detect_snapshot;3.9434;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.9606;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0748;decision_tendency=hold
mcm_field.step.total;71.0858;agents=230|dims=3
mcm_field.step.sync_neurons;1.5623;agents=230|dims=3
step_mcm_brain.total;89.8716;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.7203;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1150;active=0.9266
step_mcm_brain.cluster_detect_snapshot;3.7854;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.1557;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0780;decision_tendency=act
step_mcm_brain.primary_field_step;52.3105;agents=230|dims=3
mcm_field.step.sync_neurons;1.3934;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.6035;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4469;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1068;active=0.9298
step_mcm_brain.primary_field_step;67.8962;agents=230|dims=3
mcm_field.step.sync_neurons;1.4353;agents=230|dims=3
step_mcm_brain.total;73.3052;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.2863;agents=230|every_n=2
apply_runtime_result.total;3.4367;decision_tendency=observe|runtime_tick_seq=247
step_mcm_brain.cluster_detect_snapshot;3.9476;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7853;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.3200;decision_tendency=act
step_mcm_brain.primary_field_step;57.8042;agents=230|dims=3
write_runtime_snapshot_payload.total;11.7837;kind=visual|keys=7|path=debug\debug_lauf_18\bot_visual_snapshot.json
mcm_field.step.total;81.7040;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1063;active=0.9225
step_mcm_brain.cluster_detect_snapshot;3.9362;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.9166;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0614;decision_tendency=hold
step_mcm_brain.primary_field_step;51.5968;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.2460;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.0218;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4480;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1110;active=0.9132
step_mcm_brain.primary_field_step;71.7903;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0151;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;19.9191;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4445;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1064;active=0.9207
step_mcm_brain.cluster_detect_snapshot;3.8032;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.8254;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0883;decision_tendency=observe
step_mcm_brain.primary_field_step;51.7012;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.5613;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.9002;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4496;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1060;active=0.9135
step_mcm_brain.primary_field_step;71.0964;agents=230|dims=3
mcm_field.step.sync_neurons;1.4033;agents=230|dims=3
step_mcm_brain.snapshot_field_read;18.9226;neurons=230|areals=1
mcm_field.step.refresh_arrays;1.0252;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1057;active=0.9104
step_mcm_brain.cluster_detect_pre_memory;0.0571;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;3.2225;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.0128;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4408;agents=230|dims=3
apply_runtime_result.total;3.6160;decision_tendency=hold|runtime_tick_seq=270
