section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.cluster_detect_pre_memory;4.3743;clusters=1|agents=230
mcm_field.step.sync_neurons;1.5946;agents=230|dims=3
step_mcm_brain.self_regulation;0.0670;self_state=active|agents=230
mcm_field.step.neuron_loop;38.5804;agents=230|neighbors=8
step_mcm_brain.total;78.4058;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;19.2937;agents=230|every_n=2
apply_runtime_result.refresh_experience_space;2.9502;decision_tendency=act
step_mcm_brain.primary_field_step;60.7898;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0098;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.9334;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4700;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.6399;decision_tendency=hold
mcm_field.step.field_perception_state;1.4690;agents=230
apply_runtime_result.total;3.3480;decision_tendency=act|runtime_tick_seq=8
apply_runtime_result.total;3.2335;decision_tendency=hold|runtime_tick_seq=10
mcm_field.step.build_neighbor_state_map;2.8674;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.4383;neurons=230|areals=1
step_mcm_brain.primary_field_step;72.3083;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.2323;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;19.1202;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5763;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.1355;decision_tendency=act
step_mcm_brain.primary_field_step;58.3035;agents=230|dims=3
mcm_field.step.sync_neurons;2.4560;agents=230|dims=3
step_mcm_brain.self_regulation;0.0725;self_state=active|agents=230
mcm_field.step.neuron_loop;36.0841;agents=230|neighbors=8
compute_runtime_result.total;83.2239;decision_tendency=act|active_trade=False
mcm_field.step.field_perception_state;0.2967;agents=230
apply_runtime_result.total;4.0293;decision_tendency=act|runtime_tick_seq=19
step_mcm_brain.self_regulation;0.0677;self_state=stable|agents=230
mcm_field.step.neuron_loop;36.7376;agents=230|neighbors=8
step_mcm_brain.total;95.3041;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3091;agents=230
apply_runtime_result.refresh_active_context_trace;0.1047;active=0.9202
step_mcm_brain.primary_field_step;71.0401;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.7277;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.0133;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4532;agents=230|dims=3
step_mcm_brain.total;103.6454;mode=market|clusters=1|agents=230
mcm_field.step.neuron_loop;37.4267;agents=230|neighbors=8
step_mcm_brain.total;79.2259;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.0858;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1096;active=0.9435
mcm_field.step.total;58.7540;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1049;active=0.9258
step_mcm_brain.primary_field_step;90.9086;agents=230|dims=3
apply_runtime_result.total;5.3975;decision_tendency=observe|runtime_tick_seq=29
step_mcm_brain.self_regulation;0.0662;self_state=active|agents=230
mcm_field.step.neuron_loop;37.1534;agents=230|neighbors=8
step_mcm_brain.total;100.5198;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.2948;agents=230
apply_runtime_result.total;3.5094;decision_tendency=hold|runtime_tick_seq=32
step_mcm_brain.self_regulation;0.0600;self_state=active|agents=230
mcm_field.step.neuron_loop;36.3952;agents=230|neighbors=8
step_mcm_brain.total;75.9695;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.7051;agents=230|every_n=2
apply_runtime_result.refresh_experience_space;3.0712;decision_tendency=act
mcm_field.step.total;55.2081;agents=230|dims=3
apply_runtime_result.total;3.2500;decision_tendency=observe|runtime_tick_seq=36
step_mcm_brain.self_regulation;0.0669;self_state=active|agents=230
mcm_field.step.neuron_loop;38.4894;agents=230|neighbors=8
step_mcm_brain.total;83.4780;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;21.2318;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1098;active=0.8942
step_mcm_brain.cluster_detect_pre_memory;0.0521;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0696;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;4.7061;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.2918;agents=230|neighbors=8
compute_runtime_result.total;83.7824;decision_tendency=hold|active_trade=False
mcm_field.step.field_perception_state;0.9051;agents=230
apply_runtime_result.refresh_active_context_trace;0.1047;active=0.9311
step_mcm_brain.cluster_detect_pre_memory;0.0512;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0373;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;3.9893;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.3127;agents=230|neighbors=8
compute_runtime_result.total;84.1251;decision_tendency=act|active_trade=False
mcm_field.step.field_perception_state;0.3375;agents=230
apply_runtime_result.refresh_active_context_trace;0.1039;active=0.8059
step_mcm_brain.cluster_detect_pre_memory;0.0519;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0229;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;18.0792;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4861;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.9422;decision_tendency=act
mcm_field.step.neuron_loop;36.7597;agents=230|neighbors=8
step_mcm_brain.total;97.5841;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.2978;agents=230
apply_runtime_result.refresh_active_context_trace;0.1049;active=0.9369
step_mcm_brain.primary_field_step;74.8350;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;3.5655;agents=230|neighbors=8
step_mcm_brain.total;79.3891;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.3076;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1058;active=0.9381
step_mcm_brain.cluster_detect_pre_memory;0.0643;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.1757;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;5.1978;clusters=1|agents=230
mcm_field.step.activity_diffusion;13.8774;agents=230|neighbors=8
compute_runtime_result.total;103.7765;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3657;agents=230
apply_runtime_result.refresh_active_context_trace;0.1160;active=0.7987
step_mcm_brain.cluster_detect_pre_memory;0.0699;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.3617;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;5.5270;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7228;agents=230|neighbors=8
compute_runtime_result.total;89.8662;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3632;agents=230
apply_runtime_result.refresh_active_context_trace;0.1168;active=0.8042
step_mcm_brain.cluster_detect_pre_memory;0.0665;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.1837;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;3.9949;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.4349;agents=230|neighbors=8
compute_runtime_result.total;86.5410;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;1.3158;agents=230
apply_runtime_result.refresh_active_context_trace;0.1082;active=0.9274
step_mcm_brain.cluster_detect_pre_memory;0.0779;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;2.0892;agents=230|neighbors=8
step_mcm_brain.self_regulation;0.0860;self_state=active|agents=230
mcm_field.step.neuron_loop;37.5133;agents=230|neighbors=8
compute_runtime_result.total;87.2331;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.3395;agents=230
apply_runtime_result.total;3.6246;decision_tendency=observe|runtime_tick_seq=71
step_mcm_brain.memory_store;0.0568;clusters=1
mcm_field.step.build_neighbor_state_map;2.0776;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.6394;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5367;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1057;active=0.9112
step_mcm_brain.primary_field_step;81.6341;agents=230|dims=3
write_runtime_snapshot_payload.total;25.7620;kind=inner|keys=41|path=debug\debug_lauf_12\bot_inner_snapshot.json
step_mcm_brain.self_regulation;0.0695;self_state=active|agents=230
mcm_field.step.neuron_loop;39.1516;agents=230|neighbors=8
step_mcm_brain.total;105.1209;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.6450;agents=230
apply_runtime_result.refresh_active_context_trace;0.1240;active=0.9042
step_mcm_brain.primary_field_step;79.0893;agents=230|dims=3
apply_runtime_result.total;3.5593;decision_tendency=observe|runtime_tick_seq=79
step_mcm_brain.self_regulation;0.0727;self_state=active|agents=230
mcm_field.step.neuron_loop;44.9133;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;19.9630;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5544;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1083;active=0.8867
step_mcm_brain.primary_field_step;75.6839;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.2932;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.8750;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5255;agents=230|dims=3
