timestamp;runtime_tick;sequence;from_tone;to_tone;transition_key;phase;reason;decision;open;high;low;close;volume;pre2_close;pre1_close;post1_close;post2_close;pre_ret;post_ret;window_ret;abs_window_ret;direction_flip;volume_ratio;range_pct;range_ratio;body_pct;serotonin_delta;glutamate_delta;cortisol_delta;gaba_delta;dopamine_delta;acetylcholine_delta;noradrenaline_delta;endorphin_delta;neurochemical_load_delta;neurochemical_support_delta;neurochemical_balance_delta;serotonin_carryover_risk_delta;emotional_decoupling_delta;reactive_nervous_drive_delta;field_pressure_delta;field_clarity_delta;field_observation_need_delta;field_replan_pressure_delta;field_action_support_delta;action_inhibition_delta;action_clearance_delta;serotonin_stability;glutamate_activation;cortisol_load;neurochemical_balance;serotonin_carryover_risk;emotional_decoupling;reactive_nervous_drive;field_pressure;field_clarity;action_inhibition;action_clearance;visual_action_uncertainty;variant_learning_pressure;structure_quality;context_confidence
1767375900000000;3;1;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act_watch;plan_pressure_act_watch;SHORT;131.280000;131.450000;130.800000;130.830000;14232.451000;131.180000;131.290000;131.160000;131.440000;-0.002668;0.004663;0.001982;0.001982;1;0.6895;0.004968;1.0786;-0.003440;0.0050;0.4080;0.0547;0.0479;-0.0167;-0.0076;0.2776;0.0127;0.1497;0.0101;-0.1396;-0.0314;0.0467;0.1478;0.3003;0.1657;0.0761;0.0366;0.1507;0.0959;-0.0228;0.5847;0.5954;0.3724;-0.0081;0.2536;0.1820;0.4341;0.3003;0.2657;0.3844;0.6104;0.1733;0.1847;0.5631;0.5524
1767376200000000;4;2;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;development_reframe_observe;LONG;130.840000;131.180000;130.690000;131.160000;9680.235000;131.290000;130.830000;131.440000;131.750000;-0.000990;0.004498;0.003504;0.003504;1;0.4640;0.003736;0.7976;0.002440;-0.0010;-0.2698;-0.0252;0.0268;0.0460;0.0222;-0.1871;-0.0365;-0.0810;-0.0025;0.0785;0.0368;-0.0298;-0.0738;-0.3003;-0.1657;-0.0144;-0.0026;-0.1507;-0.0211;0.0506;0.5837;0.3257;0.3472;0.0704;0.2905;0.1522;0.3603;0.0000;0.1000;0.3633;0.6610;0.2377;0.1773;0.6147;0.6161
1767387000000000;40;3;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;hold;context_cluster_negative;WAIT;131.270000;131.330000;130.940000;130.940000;8871.176000;131.520000;131.270000;131.140000;131.280000;-0.004410;0.002597;-0.001825;0.001825;1;0.8354;0.002978;1.0336;-0.002520;-0.0158;0.0496;0.0557;0.1261;-0.0530;-0.0196;0.0621;-0.0076;0.0728;-0.0129;-0.0856;-0.0075;0.0150;-0.0048;0.0121;-0.0023;0.1209;0.0670;-0.0818;0.1475;-0.1008;0.5721;0.6235;0.4605;-0.0981;0.2586;0.1803;0.4362;0.3400;0.2482;0.5260;0.5520;0.2501;0.1982;0.4995;0.5266
1767387300000000;41;4;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;WAIT;130.930000;131.350000;130.830000;131.140000;11843.637000;131.270000;130.940000;131.280000;131.230000;-0.000990;0.000686;-0.000305;0.000305;1;1.1581;0.003965;1.4009;0.001601;-0.0145;-0.5424;-0.0457;-0.0679;-0.0028;-0.0220;-0.3501;-0.0595;-0.1853;-0.0319;0.1534;0.0024;-0.0484;-0.2250;-0.3400;-0.1482;-0.1373;-0.0814;-0.0838;-0.0142;0.0128;0.5576;0.0811;0.4148;0.0553;0.2610;0.1319;0.2112;0.0000;0.1000;0.5118;0.5648;0.3279;0.2000;0.4166;0.4242
1767391200000000;54;5;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;hold;context_cluster_negative;WAIT;131.930000;132.850000;131.900000;132.750000;21992.723000;131.920000;131.920000;132.890000;132.430000;0.006292;-0.002411;0.003866;0.003866;1;2.9780;0.007156;3.0631;0.006177;0.0142;0.3110;0.0384;-0.0056;0.0165;0.0523;0.3023;0.0399;0.1190;0.0337;-0.0852;-0.0225;0.0437;0.1397;0.3254;0.1562;0.0329;0.0294;0.1461;0.0423;0.0547;0.5760;0.5783;0.4339;-0.0325;0.2582;0.1845;0.4458;0.3254;0.2562;0.4467;0.6514;0.2111;0.1832;0.6888;0.7572
1767391500000000;55;6;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;WAIT;132.760000;133.250000;132.600000;132.890000;54191.332000;131.920000;132.750000;132.430000;132.670000;0.007353;-0.001656;0.005685;0.005685;1;7.0607;0.004891;2.0273;0.000978;-0.0339;-0.4158;0.0010;0.0606;-0.1096;-0.0478;-0.2945;0.0083;-0.1046;-0.0393;0.0653;0.0076;-0.0493;-0.2127;-0.3254;-0.1562;-0.0071;-0.0150;-0.1461;0.0720;-0.1171;0.5421;0.1625;0.4349;0.0328;0.2659;0.1352;0.2331;0.0000;0.1000;0.5186;0.5343;0.3144;0.2245;0.6151;0.6659
1767418500000000;145;7;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act;plan_allowed;SHORT;131.990000;131.990000;131.700000;131.700000;8844.408000;132.190000;131.990000;131.700000;131.860000;-0.003707;0.001215;-0.002496;0.002496;1;1.6089;0.002202;1.3939;-0.002202;-0.0001;0.0690;-0.0033;-0.0403;0.0754;-0.0371;0.0621;0.0090;0.0111;0.0057;-0.0054;-0.0116;-0.0039;0.0451;0.0100;-0.0036;-0.0404;-0.0224;0.0474;-0.0147;0.0041;0.5800;0.6266;0.4020;0.0300;0.2406;0.2163;0.4917;0.3422;0.2472;0.3531;0.7034;0.1001;0.1190;0.7943;0.8570
1767418800000000;146;8;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;hold;defense_block;WAIT;131.710000;131.790000;131.630000;131.700000;9005.197000;131.990000;131.700000;131.860000;131.890000;-0.002197;0.001443;-0.000758;0.000758;1;1.6024;0.001215;0.7628;-0.000076;-0.0194;-0.4174;-0.0164;0.0730;-0.1596;-0.0478;-0.3026;-0.0651;-0.1106;-0.0579;0.0527;0.0349;-0.0492;-0.2028;-0.3422;-0.1472;-0.0197;-0.0150;-0.2129;0.0173;-0.0580;0.5605;0.2092;0.3856;0.0827;0.2755;0.1671;0.2889;0.0000;0.1000;0.3704;0.6454;0.2014;0.1485;0.7533;0.8249
1767422100000000;157;9;serotonin_stability;glutamate_activation;serotonin_stability->glutamate_activation;act;plan_allowed;SHORT;131.920000;131.960000;131.530000;131.570000;2789.874000;131.800000;131.920000;131.270000;131.160000;-0.001745;-0.003116;-0.004856;0.004856;0;0.5484;0.003268;2.2359;-0.002660;0.0243;0.4335;0.0129;-0.0540;0.0950;0.0362;0.3092;0.0882;0.1175;0.0542;-0.0633;-0.0449;0.0737;0.1911;0.3167;0.1561;0.0055;0.0105;0.1701;-0.0359;0.0484;0.5652;0.6269;0.3943;0.0030;0.2247;0.2262;0.4695;0.3167;0.2561;0.3876;0.6665;0.1210;0.1429;0.7780;0.8373
1767422400000000;158;10;glutamate_activation;serotonin_stability;glutamate_activation->serotonin_stability;observe;zero_point_regulation;WAIT;131.560000;131.570000;131.230000;131.270000;10099.400000;131.920000;131.570000;131.160000;131.170000;-0.004927;-0.000762;-0.005685;0.005685;0;1.9807;0.002590;1.7088;-0.002209;-0.0038;-0.1033;0.0213;0.0033;-0.0024;0.0210;-0.0564;-0.0063;-0.0169;-0.0009;0.0161;0.0059;-0.0041;-0.0494;0.0138;-0.0064;0.0065;0.0082;-0.0041;-0.0023;-0.0023;0.5614;0.5235;0.4156;0.0190;0.2307;0.2221;0.4201;0.3305;0.2497;0.3853;0.6642;0.1301;0.1357;0.7890;0.8517
