EXIT_CANDIDATE ts=1768182600000000 label=plan_trust_holds candidate=0 side=LONG entry=140.8600 close=141.2600 confirmation_score=0.2532 exit_decision_pressure=0.2204 plan_trust=0.6465 holding_stability=0.6030 intervention_fitness=0.1393 intervention_unfit_state=0.3610 exit_evidence=0.1819 current_r=0.4083 target_expectation_context=target_expectation_holds tp_reachability=0.6437 expectation_break_pressure=0.2340 expectation_hold_support=0.6566 target_recovery_potential=0.6912 target_recovery_momentum=0.0045 target_recovery_confirmation=0.4025 break_to_recovery_delta=0.4173 expectation_break_persistence=0.1684 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768187100000000 label=plan_trust_holds candidate=0 side=LONG entry=142.2400 close=142.8500 confirmation_score=0.1514 exit_decision_pressure=0.1411 plan_trust=0.8159 holding_stability=0.7872 intervention_fitness=0.0941 intervention_unfit_state=0.2756 exit_evidence=0.1146 current_r=1.2970 target_expectation_context=target_expectation_holds tp_reachability=0.7833 expectation_break_pressure=0.1455 expectation_hold_support=0.8041 target_recovery_potential=0.7725 target_recovery_momentum=0.5402 target_recovery_confirmation=0.6899 break_to_recovery_delta=0.7054 expectation_break_persistence=0.1034 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768203300000000 label=plan_trust_holds candidate=0 side=SHORT entry=142.2300 close=141.9400 confirmation_score=0.2571 exit_decision_pressure=0.2436 plan_trust=0.6651 holding_stability=0.6297 intervention_fitness=0.1551 intervention_unfit_state=0.3473 exit_evidence=0.2003 current_r=0.6517 target_expectation_context=target_expectation_holds tp_reachability=0.6257 expectation_break_pressure=0.2410 expectation_hold_support=0.6533 target_recovery_potential=0.7604 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4067 break_to_recovery_delta=0.4091 expectation_break_persistence=0.1727 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768205700000000 label=plan_trust_holds candidate=0 side=SHORT entry=142.2300 close=141.9600 confirmation_score=0.3928 exit_decision_pressure=0.4340 plan_trust=0.5541 holding_stability=0.5223 intervention_fitness=0.2808 intervention_unfit_state=0.4208 exit_evidence=0.3865 current_r=0.6068 target_expectation_context=target_watch tp_reachability=0.4963 expectation_break_pressure=0.3667 expectation_hold_support=0.5434 target_recovery_potential=0.7345 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3685 break_to_recovery_delta=0.3478 expectation_break_persistence=0.2433 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768213500000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.9600 close=139.6000 confirmation_score=0.2357 exit_decision_pressure=0.2091 plan_trust=0.6763 holding_stability=0.6532 intervention_fitness=0.1348 intervention_unfit_state=0.3266 exit_evidence=0.1711 current_r=0.7218 target_expectation_context=target_expectation_holds tp_reachability=0.6426 expectation_break_pressure=0.2196 expectation_hold_support=0.6700 target_recovery_potential=0.6990 target_recovery_momentum=0.0478 target_recovery_confirmation=0.4209 break_to_recovery_delta=0.4374 expectation_break_persistence=0.1587 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768215900000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.9600 close=139.4100 confirmation_score=0.2752 exit_decision_pressure=0.2752 plan_trust=0.6514 holding_stability=0.6573 intervention_fitness=0.1867 intervention_unfit_state=0.3503 exit_evidence=0.2418 current_r=1.1027 target_expectation_context=target_expectation_holds tp_reachability=0.6104 expectation_break_pressure=0.2589 expectation_hold_support=0.6446 target_recovery_potential=0.7639 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3970 break_to_recovery_delta=0.3975 expectation_break_persistence=0.1759 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768220100000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.9600 close=140.0200 confirmation_score=0.4056 exit_decision_pressure=0.4202 plan_trust=0.5228 holding_stability=0.4558 intervention_fitness=0.2567 intervention_unfit_state=0.4462 exit_evidence=0.3615 current_r=-0.1203 target_expectation_context=target_watch tp_reachability=0.4801 expectation_break_pressure=0.4022 expectation_hold_support=0.5042 target_recovery_potential=0.6016 target_recovery_momentum=0.0101 target_recovery_confirmation=0.3444 break_to_recovery_delta=0.3308 expectation_break_persistence=0.2712 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768224000000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.9600 close=139.5700 confirmation_score=0.3740 exit_decision_pressure=0.3817 plan_trust=0.5604 holding_stability=0.5519 intervention_fitness=0.2501 intervention_unfit_state=0.4470 exit_evidence=0.3525 current_r=0.7819 target_expectation_context=target_pullback_observe tp_reachability=0.5193 expectation_break_pressure=0.3405 expectation_hold_support=0.5513 target_recovery_potential=0.6021 target_recovery_momentum=0.3516 target_recovery_confirmation=0.4968 break_to_recovery_delta=0.4852 expectation_break_persistence=0.2283 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768227600000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.9600 close=139.0500 confirmation_score=0.2477 exit_decision_pressure=0.2547 plan_trust=0.7094 holding_stability=0.7400 intervention_fitness=0.1572 intervention_unfit_state=0.3844 exit_evidence=0.2095 current_r=1.8245 target_expectation_context=target_expectation_holds tp_reachability=0.6864 expectation_break_pressure=0.2348 expectation_hold_support=0.7049 target_recovery_potential=0.6626 target_recovery_momentum=0.9038 target_recovery_confirmation=0.7923 break_to_recovery_delta=0.7840 expectation_break_persistence=0.1552 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768252200000000 label=plan_trust_holds candidate=0 side=SHORT entry=140.2900 close=140.0700 confirmation_score=0.2682 exit_decision_pressure=0.2121 plan_trust=0.5858 holding_stability=0.5807 intervention_fitness=0.1453 intervention_unfit_state=0.3470 exit_evidence=0.1876 current_r=0.3775 target_expectation_context=target_expectation_holds tp_reachability=0.5636 expectation_break_pressure=0.2517 expectation_hold_support=0.6004 target_recovery_potential=0.6673 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3757 break_to_recovery_delta=0.3853 expectation_break_persistence=0.1851 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768255500000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.3700 close=139.6600 confirmation_score=0.3966 exit_decision_pressure=0.3750 plan_trust=0.5386 holding_stability=0.4871 intervention_fitness=0.2784 intervention_unfit_state=0.3888 exit_evidence=0.3725 current_r=-0.4719 target_expectation_context=target_watch tp_reachability=0.4635 expectation_break_pressure=0.4444 expectation_hold_support=0.5044 target_recovery_potential=0.2282 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2640 break_to_recovery_delta=0.3180 expectation_break_persistence=0.2768 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768259400000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.3700 close=138.8700 confirmation_score=0.2225 exit_decision_pressure=0.1892 plan_trust=0.7073 holding_stability=0.6855 intervention_fitness=0.1230 intervention_unfit_state=0.3107 exit_evidence=0.1541 current_r=0.8135 target_expectation_context=target_expectation_holds tp_reachability=0.6579 expectation_break_pressure=0.2035 expectation_hold_support=0.6885 target_recovery_potential=0.7025 target_recovery_momentum=0.1535 target_recovery_confirmation=0.4708 break_to_recovery_delta=0.4868 expectation_break_persistence=0.1477 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768262700000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.3700 close=138.9600 confirmation_score=0.3668 exit_decision_pressure=0.3626 plan_trust=0.5734 holding_stability=0.5622 intervention_fitness=0.2676 intervention_unfit_state=0.3985 exit_evidence=0.3611 current_r=0.6671 target_expectation_context=target_watch tp_reachability=0.5168 expectation_break_pressure=0.3206 expectation_hold_support=0.5606 target_recovery_potential=0.6235 target_recovery_momentum=0.1234 target_recovery_confirmation=0.4009 break_to_recovery_delta=0.4007 expectation_break_persistence=0.2142 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768266300000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.3700 close=139.4600 confirmation_score=0.3828 exit_decision_pressure=0.3700 plan_trust=0.5324 holding_stability=0.4777 intervention_fitness=0.2398 intervention_unfit_state=0.4306 exit_evidence=0.3330 current_r=-0.1464 target_expectation_context=target_watch tp_reachability=0.4761 expectation_break_pressure=0.3837 expectation_hold_support=0.5037 target_recovery_potential=0.5527 target_recovery_momentum=0.0350 target_recovery_confirmation=0.3417 break_to_recovery_delta=0.3365 expectation_break_persistence=0.2624 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768269300000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.3700 close=138.8800 confirmation_score=0.3066 exit_decision_pressure=0.2895 plan_trust=0.6194 holding_stability=0.6098 intervention_fitness=0.1957 intervention_unfit_state=0.3967 exit_evidence=0.2637 current_r=0.7973 target_expectation_context=target_expectation_holds tp_reachability=0.5739 expectation_break_pressure=0.2828 expectation_hold_support=0.6015 target_recovery_potential=0.6506 target_recovery_momentum=0.0586 target_recovery_confirmation=0.3889 break_to_recovery_delta=0.3945 expectation_break_persistence=0.1967 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768272000000000 label=plan_trust_holds candidate=0 side=SHORT entry=139.3700 close=138.3200 confirmation_score=0.2059 exit_decision_pressure=0.1873 plan_trust=0.7242 holding_stability=0.7664 intervention_fitness=0.1180 intervention_unfit_state=0.3475 exit_evidence=0.1524 current_r=1.7084 target_expectation_context=target_expectation_holds tp_reachability=0.7108 expectation_break_pressure=0.2002 expectation_hold_support=0.7160 target_recovery_potential=0.7419 target_recovery_momentum=0.2329 target_recovery_confirmation=0.5090 break_to_recovery_delta=0.5173 expectation_break_persistence=0.1385 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768280700000000 label=plan_trust_holds candidate=0 side=LONG entry=138.8409 close=139.2600 confirmation_score=0.1903 exit_decision_pressure=0.1662 plan_trust=0.7224 holding_stability=0.7420 intervention_fitness=0.1104 intervention_unfit_state=0.2939 exit_evidence=0.1365 current_r=1.3198 target_expectation_context=target_expectation_holds tp_reachability=0.6805 expectation_break_pressure=0.1900 expectation_hold_support=0.7176 target_recovery_potential=0.7332 target_recovery_momentum=0.6241 target_recovery_confirmation=0.6926 break_to_recovery_delta=0.6911 expectation_break_persistence=0.1379 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768293600000000 label=plan_trust_holds candidate=0 side=LONG entry=140.3712 close=141.3300 confirmation_score=0.1073 exit_decision_pressure=0.0951 plan_trust=0.8455 holding_stability=0.8660 intervention_fitness=0.0665 intervention_unfit_state=0.2166 exit_evidence=0.0774 current_r=3.0629 target_expectation_context=target_expectation_holds tp_reachability=0.8132 expectation_break_pressure=0.1133 expectation_hold_support=0.8417 target_recovery_potential=0.8688 target_recovery_momentum=0.1788 target_recovery_confirmation=0.5529 break_to_recovery_delta=0.5784 expectation_break_persistence=0.0798 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768297500000000 label=plan_trust_holds candidate=0 side=LONG entry=141.8600 close=141.8700 confirmation_score=0.3538 exit_decision_pressure=0.3008 plan_trust=0.5378 holding_stability=0.5093 intervention_fitness=0.2284 intervention_unfit_state=0.3717 exit_evidence=0.3011 current_r=0.0151 target_expectation_context=target_watch tp_reachability=0.4893 expectation_break_pressure=0.2990 expectation_hold_support=0.5303 target_recovery_potential=0.5200 target_recovery_momentum=0.4923 target_recovery_confirmation=0.5467 break_to_recovery_delta=0.5414 expectation_break_persistence=0.2139 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768299900000000 label=plan_trust_holds candidate=0 side=LONG entry=141.8600 close=142.2500 confirmation_score=0.2718 exit_decision_pressure=0.2491 plan_trust=0.6581 holding_stability=0.6292 intervention_fitness=0.1717 intervention_unfit_state=0.3248 exit_evidence=0.2177 current_r=0.5899 target_expectation_context=target_expectation_holds tp_reachability=0.6052 expectation_break_pressure=0.2444 expectation_hold_support=0.6390 target_recovery_potential=0.6966 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3896 break_to_recovery_delta=0.3999 expectation_break_persistence=0.1733 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768302300000000 label=plan_trust_holds candidate=0 side=LONG entry=141.8600 close=141.8800 confirmation_score=0.3924 exit_decision_pressure=0.3825 plan_trust=0.5215 holding_stability=0.4780 intervention_fitness=0.2626 intervention_unfit_state=0.4124 exit_evidence=0.3588 current_r=0.0303 target_expectation_context=target_watch tp_reachability=0.4641 expectation_break_pressure=0.3536 expectation_hold_support=0.5003 target_recovery_potential=0.5831 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3318 break_to_recovery_delta=0.3250 expectation_break_persistence=0.2480 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768306200000000 label=plan_trust_holds candidate=0 side=LONG entry=141.8600 close=141.4800 confirmation_score=0.4189 exit_decision_pressure=0.4601 plan_trust=0.5871 holding_stability=0.4820 intervention_fitness=0.3113 intervention_unfit_state=0.4192 exit_evidence=0.4278 current_r=-0.5748 target_expectation_context=target_pullback_observe tp_reachability=0.5010 expectation_break_pressure=0.4977 expectation_hold_support=0.5256 target_recovery_potential=0.5500 target_recovery_momentum=0.0812 target_recovery_confirmation=0.3674 break_to_recovery_delta=0.3575 expectation_break_persistence=0.2998 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768308600000000 label=plan_trust_holds candidate=0 side=LONG entry=141.8600 close=142.3100 confirmation_score=0.3090 exit_decision_pressure=0.2834 plan_trust=0.6125 holding_stability=0.6010 intervention_fitness=0.1980 intervention_unfit_state=0.3878 exit_evidence=0.2648 current_r=0.6807 target_expectation_context=target_expectation_holds tp_reachability=0.5681 expectation_break_pressure=0.2773 expectation_hold_support=0.5983 target_recovery_potential=0.6092 target_recovery_momentum=0.3507 target_recovery_confirmation=0.5119 break_to_recovery_delta=0.5121 expectation_break_persistence=0.1925 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768312800000000 label=exit_candidate_observe candidate=1 side=LONG entry=142.6169 close=142.0000 confirmation_score=0.5565 exit_decision_pressure=0.6510 plan_trust=0.5158 holding_stability=0.4012 intervention_fitness=0.4304 intervention_unfit_state=0.4578 exit_evidence=0.6128 current_r=-1.8913 target_expectation_context=expectation_break_observe tp_reachability=0.4040 expectation_break_pressure=0.6691 expectation_hold_support=0.4425 target_recovery_potential=0.4920 target_recovery_momentum=0.0000 target_recovery_confirmation=0.2820 break_to_recovery_delta=0.2720 expectation_break_persistence=0.4798 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768322700000000 label=plan_trust_holds candidate=0 side=LONG entry=143.1700 close=143.8200 confirmation_score=0.3090 exit_decision_pressure=0.3817 plan_trust=0.7191 holding_stability=0.7166 intervention_fitness=0.2499 intervention_unfit_state=0.3382 exit_evidence=0.3204 current_r=1.6678 target_expectation_context=target_expectation_holds tp_reachability=0.6533 expectation_break_pressure=0.2937 expectation_hold_support=0.6860 target_recovery_potential=0.7578 target_recovery_momentum=0.3939 target_recovery_confirmation=0.5853 break_to_recovery_delta=0.5733 expectation_break_persistence=0.1880 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768370700000000 label=plan_trust_holds candidate=0 side=SHORT entry=144.6781 close=144.0200 confirmation_score=0.1158 exit_decision_pressure=0.1046 plan_trust=0.8554 holding_stability=0.8254 intervention_fitness=0.0731 intervention_unfit_state=0.2178 exit_evidence=0.0852 current_r=1.2728 target_expectation_context=target_expectation_holds tp_reachability=0.7945 expectation_break_pressure=0.1199 expectation_hold_support=0.8299 target_recovery_potential=0.7902 target_recovery_momentum=0.5911 target_recovery_confirmation=0.7216 break_to_recovery_delta=0.7406 expectation_break_persistence=0.0882 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768373100000000 label=plan_trust_holds candidate=0 side=SHORT entry=144.6781 close=144.5400 confirmation_score=0.2558 exit_decision_pressure=0.2253 plan_trust=0.6431 holding_stability=0.6020 intervention_fitness=0.1504 intervention_unfit_state=0.3196 exit_evidence=0.1898 current_r=0.2670 target_expectation_context=target_expectation_holds tp_reachability=0.6003 expectation_break_pressure=0.2501 expectation_hold_support=0.6310 target_recovery_potential=0.6813 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3909 break_to_recovery_delta=0.4016 expectation_break_persistence=0.1861 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768375800000000 label=plan_trust_holds candidate=0 side=SHORT entry=144.6781 close=144.3900 confirmation_score=0.2538 exit_decision_pressure=0.2436 plan_trust=0.6893 holding_stability=0.6429 intervention_fitness=0.1599 intervention_unfit_state=0.3215 exit_evidence=0.2022 current_r=0.5572 target_expectation_context=target_expectation_holds tp_reachability=0.6303 expectation_break_pressure=0.2398 expectation_hold_support=0.6606 target_recovery_potential=0.7378 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4063 break_to_recovery_delta=0.4130 expectation_break_persistence=0.1738 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768401000000000 label=plan_trust_holds candidate=0 side=LONG entry=145.7400 close=145.9600 confirmation_score=0.2123 exit_decision_pressure=0.1553 plan_trust=0.6671 holding_stability=0.6239 intervention_fitness=0.1009 intervention_unfit_state=0.3105 exit_evidence=0.1264 current_r=0.2530 target_expectation_context=target_expectation_holds tp_reachability=0.6391 expectation_break_pressure=0.1981 expectation_hold_support=0.6678 target_recovery_potential=0.3147 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3364 break_to_recovery_delta=0.4253 expectation_break_persistence=0.1526 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768406100000000 label=plan_trust_holds candidate=0 side=LONG entry=146.3600 close=147.0700 confirmation_score=0.1472 exit_decision_pressure=0.1405 plan_trust=0.8017 holding_stability=0.8285 intervention_fitness=0.0947 intervention_unfit_state=0.2525 exit_evidence=0.1133 current_r=1.8902 target_expectation_context=target_expectation_holds tp_reachability=0.7559 expectation_break_pressure=0.1471 expectation_hold_support=0.7900 target_recovery_potential=0.7685 target_recovery_momentum=0.6437 target_recovery_confirmation=0.7257 break_to_recovery_delta=0.7348 expectation_break_persistence=0.1046 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768428300000000 label=plan_trust_holds candidate=0 side=SHORT entry=146.9816 close=146.9900 confirmation_score=0.4068 exit_decision_pressure=0.4173 plan_trust=0.5282 holding_stability=0.4647 intervention_fitness=0.2575 intervention_unfit_state=0.4165 exit_evidence=0.3530 current_r=-0.0250 target_expectation_context=target_watch tp_reachability=0.4722 expectation_break_pressure=0.3777 expectation_hold_support=0.5133 target_recovery_potential=0.6445 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3523 break_to_recovery_delta=0.3378 expectation_break_persistence=0.2590 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768430700000000 label=plan_trust_holds candidate=0 side=SHORT entry=146.9816 close=146.3000 confirmation_score=0.2847 exit_decision_pressure=0.3199 plan_trust=0.6876 holding_stability=0.7221 intervention_fitness=0.2068 intervention_unfit_state=0.3465 exit_evidence=0.2669 current_r=2.0323 target_expectation_context=target_expectation_holds tp_reachability=0.6355 expectation_break_pressure=0.2733 expectation_hold_support=0.6722 target_recovery_potential=0.7553 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4003 break_to_recovery_delta=0.4067 expectation_break_persistence=0.1795 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768433100000000 label=plan_trust_holds candidate=0 side=SHORT entry=146.9816 close=146.3300 confirmation_score=0.2904 exit_decision_pressure=0.3306 plan_trust=0.6957 holding_stability=0.7212 intervention_fitness=0.2116 intervention_unfit_state=0.3596 exit_evidence=0.2762 current_r=1.9428 target_expectation_context=target_expectation_holds tp_reachability=0.6394 expectation_break_pressure=0.2786 expectation_hold_support=0.6751 target_recovery_potential=0.6999 target_recovery_momentum=0.4243 target_recovery_confirmation=0.5794 break_to_recovery_delta=0.5773 expectation_break_persistence=0.1827 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768435800000000 label=plan_trust_holds candidate=0 side=SHORT entry=146.9816 close=146.3100 confirmation_score=0.2921 exit_decision_pressure=0.3235 plan_trust=0.6786 holding_stability=0.7133 intervention_fitness=0.2043 intervention_unfit_state=0.3740 exit_evidence=0.2700 current_r=2.0025 target_expectation_context=target_expectation_holds tp_reachability=0.6295 expectation_break_pressure=0.2816 expectation_hold_support=0.6625 target_recovery_potential=0.7453 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3945 break_to_recovery_delta=0.3997 expectation_break_persistence=0.1861 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768438200000000 label=plan_trust_holds candidate=0 side=SHORT entry=146.9816 close=145.7000 confirmation_score=0.2213 exit_decision_pressure=0.2304 plan_trust=0.7521 holding_stability=0.7701 intervention_fitness=0.1468 intervention_unfit_state=0.3460 exit_evidence=0.1894 current_r=3.8212 target_expectation_context=target_expectation_holds tp_reachability=0.7462 expectation_break_pressure=0.2046 expectation_hold_support=0.7516 target_recovery_potential=0.7920 target_recovery_momentum=0.0547 target_recovery_confirmation=0.4531 break_to_recovery_delta=0.4695 expectation_break_persistence=0.1314 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768442100000000 label=plan_trust_holds candidate=0 side=SHORT entry=145.2400 close=145.1800 confirmation_score=0.2161 exit_decision_pressure=0.1466 plan_trust=0.6408 holding_stability=0.6043 intervention_fitness=0.0953 intervention_unfit_state=0.3213 exit_evidence=0.1205 current_r=0.1472 target_expectation_context=target_expectation_holds tp_reachability=0.6015 expectation_break_pressure=0.2084 expectation_hold_support=0.6438 target_recovery_potential=0.3086 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3290 break_to_recovery_delta=0.4155 expectation_break_persistence=0.1641 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768444500000000 label=plan_trust_holds candidate=0 side=SHORT entry=145.2400 close=144.7700 confirmation_score=0.2711 exit_decision_pressure=0.3031 plan_trust=0.7081 holding_stability=0.6840 intervention_fitness=0.1978 intervention_unfit_state=0.3315 exit_evidence=0.2521 current_r=1.1529 target_expectation_context=target_expectation_holds tp_reachability=0.6431 expectation_break_pressure=0.2602 expectation_hold_support=0.6759 target_recovery_potential=0.8192 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4191 break_to_recovery_delta=0.4141 expectation_break_persistence=0.1761 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768446900000000 label=plan_trust_holds candidate=0 side=SHORT entry=145.2400 close=144.1900 confirmation_score=0.1587 exit_decision_pressure=0.1706 plan_trust=0.8358 holding_stability=0.8307 intervention_fitness=0.1124 intervention_unfit_state=0.2789 exit_evidence=0.1373 current_r=2.5757 target_expectation_context=target_expectation_holds tp_reachability=0.8172 expectation_break_pressure=0.1459 expectation_hold_support=0.8204 target_recovery_potential=0.8368 target_recovery_momentum=0.3957 target_recovery_confirmation=0.6358 break_to_recovery_delta=0.6460 expectation_break_persistence=0.0958 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768450200000000 label=plan_trust_holds candidate=0 side=SHORT entry=143.7100 close=144.0000 confirmation_score=0.3545 exit_decision_pressure=0.3485 plan_trust=0.5865 holding_stability=0.5171 intervention_fitness=0.2486 intervention_unfit_state=0.3641 exit_evidence=0.3258 current_r=-0.4208 target_expectation_context=target_pullback_observe tp_reachability=0.5048 expectation_break_pressure=0.4090 expectation_hold_support=0.5478 target_recovery_potential=0.5797 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3450 break_to_recovery_delta=0.3472 expectation_break_persistence=0.2584 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768463400000000 label=plan_trust_holds candidate=0 side=LONG entry=144.6954 close=144.8400 confirmation_score=0.2833 exit_decision_pressure=0.2587 plan_trust=0.5969 holding_stability=0.5804 intervention_fitness=0.1684 intervention_unfit_state=0.3490 exit_evidence=0.2178 current_r=0.4361 target_expectation_context=target_expectation_holds tp_reachability=0.5517 expectation_break_pressure=0.2781 expectation_hold_support=0.5994 target_recovery_potential=0.7267 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3890 break_to_recovery_delta=0.3868 expectation_break_persistence=0.2006 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768471200000000 label=plan_trust_holds candidate=0 side=LONG entry=145.2000 close=145.3100 confirmation_score=0.3259 exit_decision_pressure=0.3208 plan_trust=0.5827 holding_stability=0.5405 intervention_fitness=0.2042 intervention_unfit_state=0.3785 exit_evidence=0.2709 current_r=0.2842 target_expectation_context=target_expectation_holds tp_reachability=0.5629 expectation_break_pressure=0.3102 expectation_hold_support=0.5851 target_recovery_potential=0.7551 target_recovery_momentum=0.0000 target_recovery_confirmation=0.3939 break_to_recovery_delta=0.3770 expectation_break_persistence=0.2187 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768473900000000 label=plan_trust_holds candidate=0 side=LONG entry=145.2000 close=145.4200 confirmation_score=0.2989 exit_decision_pressure=0.2889 plan_trust=0.6217 holding_stability=0.5909 intervention_fitness=0.1838 intervention_unfit_state=0.3752 exit_evidence=0.2431 current_r=0.5684 target_expectation_context=target_expectation_holds tp_reachability=0.5772 expectation_break_pressure=0.2848 expectation_hold_support=0.6212 target_recovery_potential=0.6894 target_recovery_momentum=0.1490 target_recovery_confirmation=0.4552 break_to_recovery_delta=0.4575 expectation_break_persistence=0.1995 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768476300000000 label=plan_trust_holds candidate=0 side=LONG entry=145.2000 close=145.5800 confirmation_score=0.2454 exit_decision_pressure=0.2393 plan_trust=0.7030 holding_stability=0.6775 intervention_fitness=0.1542 intervention_unfit_state=0.3531 exit_evidence=0.2001 current_r=0.9817 target_expectation_context=target_expectation_holds tp_reachability=0.6604 expectation_break_pressure=0.2370 expectation_hold_support=0.6928 target_recovery_potential=0.7554 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4169 break_to_recovery_delta=0.4305 expectation_break_persistence=0.1662 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
EXIT_CANDIDATE ts=1768506000000000 label=plan_trust_holds candidate=0 side=SHORT entry=141.7700 close=141.3000 confirmation_score=0.1879 exit_decision_pressure=0.1745 plan_trust=0.7561 holding_stability=0.7220 intervention_fitness=0.1180 intervention_unfit_state=0.2847 exit_evidence=0.1448 current_r=0.9286 target_expectation_context=target_expectation_holds tp_reachability=0.7128 expectation_break_pressure=0.1853 expectation_hold_support=0.7417 target_recovery_potential=0.8077 target_recovery_momentum=0.0000 target_recovery_confirmation=0.4389 break_to_recovery_delta=0.4567 expectation_break_persistence=0.1329 deep_pullback_recovery_watch=0 recovery_after_break_watch=0
