section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.cluster_detect_pre_memory;3.7170;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4730;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.2627;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.1606;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1045;active=0.8880
step_mcm_brain.primary_field_step;69.1230;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9167;agents=230|neighbors=8
compute_runtime_result.total;82.3739;decision_tendency=act|active_trade=False
compute_runtime_result.total;0.2413;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1062;active=0.8211
compute_runtime_result.total;0.1697;decision_tendency=hold|active_trade=True
mcm_field.step.context_memory_vector;0.0633;active=False
step_mcm_brain.cluster_detect_snapshot;2.8658;clusters=1|agents=230
step_mcm_brain.primary_field_step;54.9429;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9816;agents=230|neighbors=8
step_mcm_brain.total;95.9098;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3351;agents=230
apply_runtime_result.total;2.9760;decision_tendency=hold|runtime_tick_seq=16
step_mcm_brain.cluster_detect_snapshot;3.5981;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.8220;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1042;active=0.9269
step_mcm_brain.primary_field_step;69.1598;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9363;agents=230|neighbors=8
compute_runtime_result.total;78.8485;decision_tendency=act|active_trade=False
mcm_field.step.field_perception_state;0.5026;agents=230
apply_runtime_result.total;3.1208;decision_tendency=act|runtime_tick_seq=21
step_mcm_brain.primary_field_step;51.4268;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9426;agents=230|neighbors=8
step_mcm_brain.total;89.4035;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3052;agents=230
apply_runtime_result.total;2.7696;decision_tendency=observe|runtime_tick_seq=24
step_mcm_brain.cluster_detect_snapshot;3.8650;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3891;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.2989;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4457;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1075;active=0.9012
step_mcm_brain.cluster_detect_pre_memory;0.0542;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;1.9151;agents=230|neighbors=8
step_mcm_brain.total;88.8475;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3164;agents=230
apply_runtime_result.refresh_active_context_trace;0.1046;active=0.9012
mcm_field.step.total;73.6139;agents=230|dims=3
mcm_field.step.sync_neurons;1.4845;agents=230|dims=3
step_mcm_brain.total;75.3760;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;21.8384;agents=230|every_n=2
compute_runtime_result.total;103.0704;decision_tendency=observe|active_trade=False
mcm_field.step.total;51.9186;agents=230|dims=3
mcm_field.step.sync_neurons;1.4175;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.4145;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4588;agents=230|dims=3
