timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1897;0.1958;0.0000;0.5494;0.2677;0.6101;0.4437;0.6841;0.6950;0.1051;0.1604;0.1566;1.0000;0.0835;0.7182;-;inner_ctx_10
1767375600000000;1;2;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1548;0.1769;0.0224;0.6276;0.2107;0.6259;-0.0268;0.6972;0.7206;0.0565;0.1222;0.1816;1.0000;0.0897;0.8258;-;inner_ctx_10
1767375900000000;2;3;observe;development_reframe_observe;SHORT;active_perception_field;0.0000;0.2660;0.0000;0.0000;0.0000;0.2981;0.3563;0.2690;0.2371;0.1879;0.5802;0.3488;0.6139;1.1841;0.6690;0.6555;0.4704;0.4482;0.3110;1.0000;0.1448;0.9087;ctx_76;inner_ctx_10
1767376200000000;3;4;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1750;0.1880;0.0126;0.6594;0.2612;0.6428;0.8264;0.7438;0.7599;0.2218;0.2275;0.2474;1.0000;0.1010;0.9599;ctx_12;inner_ctx_6
1767376500000000;4;5;act;plan_allowed;LONG;fragmented_perception_field;0.0000;0.1520;0.0000;0.0000;0.0000;0.2507;0.0329;0.4365;0.4703;0.0034;0.6850;0.2981;0.6599;1.2271;0.8205;0.8039;0.2317;0.2492;0.2941;1.0000;0.1421;0.9703;ctx_6;inner_ctx_10
1767379200000000;13;6;hold;pause_mode;SHORT;active_perception_field;0.0000;0.2674;0.0000;0.0000;0.0000;0.2950;0.3578;0.2691;0.2339;0.1972;0.6310;0.3450;0.5820;0.7902;0.7689;0.7320;0.4678;0.4031;0.2548;1.0000;0.1898;1.0000;ctx_58;inner_ctx_2
1767379500000000;14;7;observe;zero_point_regulation;SHORT;active_perception_field;0.0000;0.2505;0.0000;0.0000;0.0000;0.3396;0.3399;0.2862;0.2540;0.1745;0.6007;0.3784;0.5527;0.9177;0.6896;0.6504;0.7640;0.6847;0.3600;1.0000;0.1212;1.0000;ctx_14;inner_ctx_6
1767379800000000;15;8;hold;pause_mode;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1731;0.1874;0.0075;0.5601;0.4135;0.5353;-0.4550;0.6020;0.5526;0.6662;0.5822;0.2687;1.0000;0.0668;1.0000;-;inner_ctx_5
1767380400000000;17;10;hold;pause_mode;WAIT;active_perception_field;0.0000;0.2526;0.0000;0.0000;0.0000;0.3144;0.3353;0.2701;0.2430;0.1815;0.6488;0.3224;0.6194;0.5707;0.7301;0.6975;0.6360;0.4990;0.2924;1.0000;0.1380;1.0000;ctx_9;inner_ctx_8
1767380700000000;18;11;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1539;0.1736;0.0430;0.7631;0.2106;0.6868;-0.1114;0.8565;0.8314;0.3454;0.3103;0.2626;1.0000;0.0927;1.0000;ctx_3;inner_ctx_5
1767381000000000;19;12;observe;structure_bearing_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1464;0.1703;0.0483;0.7710;0.1743;0.7108;0.1762;0.8462;0.8349;0.2031;0.1841;0.2288;1.0000;0.0923;1.0000;ctx_12;inner_ctx_10
1767381300000000;20;13;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1925;0.0000;0.0000;0.0000;0.0734;0.1056;0.1767;0.1929;0.1629;0.7685;0.2438;0.7179;0.4977;0.8316;0.8005;0.4474;0.4269;0.3335;1.0000;0.1195;1.0000;ctx_12;inner_ctx_10
