MCM_STATE | mode=market impulse=-0.7545 motivation=-0.0814 risk=-0.1386 replay=0.0014 self_state=stressed attractor=defense mean_energy=-1.7499 mean_motivation=0.0086 mean_risk=-1.9675 mean_velocity=0.3219 clusters=1 memory_center=-1.4436 memory_strength=21
MCM_STATE | mode=market impulse=-0.5339 motivation=-0.0261 risk=-0.1752 replay=-0.0205 self_state=stressed attractor=defense mean_energy=-1.9701 mean_motivation=-0.0237 mean_risk=-1.7639 mean_velocity=0.3144 clusters=1 memory_center=-1.5935 memory_strength=39
MCM_STATE | mode=market impulse=0.9929 motivation=0.1969 risk=-0.1189 replay=-0.0213 self_state=stressed attractor=defense mean_energy=1.3321 mean_motivation=0.3010 mean_risk=-1.9239 mean_velocity=0.4277 clusters=1 memory_center=-1.6256 memory_strength=25
MCM_STATE | mode=market impulse=-1.1101 motivation=-0.1123 risk=-0.3026 replay=-0.0213 self_state=stressed attractor=cooperate mean_energy=-1.1759 mean_motivation=0.0101 mean_risk=-1.9134 mean_velocity=0.5074 clusters=1 memory_center=0.3702 memory_strength=40
MCM_STATE | mode=market impulse=0.3363 motivation=0.1195 risk=-0.1153 replay=0.0055 self_state=stressed attractor=cooperate mean_energy=1.6835 mean_motivation=0.2981 mean_risk=-1.8507 mean_velocity=0.3209 clusters=1 memory_center=0.4613 memory_strength=27
MCM_STATE | mode=market impulse=0.4640 motivation=0.1173 risk=-0.0885 replay=-0.0020 self_state=stressed attractor=neutral mean_energy=2.2924 mean_motivation=0.3221 mean_risk=-2.0134 mean_velocity=0.4350 clusters=1 memory_center=1.3590 memory_strength=22
MCM_STATE | mode=market impulse=-0.1411 motivation=-0.0385 risk=-0.1741 replay=-0.0272 self_state=stressed attractor=explore mean_energy=1.1549 mean_motivation=0.1665 mean_risk=-2.0989 mean_velocity=0.2132 clusters=1 memory_center=2.3000 memory_strength=32
MCM_STATE | mode=market impulse=0.8673 motivation=0.1635 risk=-0.0918 replay=0.0111 self_state=stressed attractor=defense mean_energy=-0.5865 mean_motivation=0.1154 mean_risk=-1.9539 mean_velocity=0.2474 clusters=1 memory_center=-2.4462 memory_strength=34
MCM_STATE | mode=market impulse=0.5558 motivation=0.1449 risk=-0.0643 replay=0.0074 self_state=stressed attractor=defense mean_energy=0.0892 mean_motivation=0.1831 mean_risk=-1.8515 mean_velocity=0.2765 clusters=1 memory_center=-0.7503 memory_strength=29
MCM_STATE | mode=market impulse=-0.3363 motivation=-0.0441 risk=-0.0714 replay=-0.0299 self_state=stressed attractor=defense mean_energy=-0.6118 mean_motivation=0.0597 mean_risk=-1.9274 mean_velocity=0.1897 clusters=1 memory_center=-2.4876 memory_strength=23
MCM_STATE | mode=market impulse=0.2794 motivation=0.0834 risk=-0.0415 replay=-0.0213 self_state=stressed attractor=defense mean_energy=-0.9046 mean_motivation=0.0440 mean_risk=-1.6663 mean_velocity=0.1590 clusters=1 memory_center=-1.2472 memory_strength=26
MCM_STATE | mode=market impulse=-0.3587 motivation=-0.0393 risk=-0.0745 replay=-0.0206 self_state=stressed attractor=defense mean_energy=-1.2661 mean_motivation=0.0035 mean_risk=-1.5907 mean_velocity=0.3944 clusters=1 memory_center=-0.7386 memory_strength=27
MCM_STATE | mode=market impulse=0.6909 motivation=0.1908 risk=-0.1266 replay=0.0011 self_state=stressed attractor=defense mean_energy=0.7853 mean_motivation=0.2012 mean_risk=-1.9914 mean_velocity=0.3036 clusters=1 memory_center=-0.9122 memory_strength=22
MCM_STATE | mode=market impulse=0.5418 motivation=0.1552 risk=-0.1075 replay=0.0355 self_state=stressed attractor=explore mean_energy=1.5793 mean_motivation=0.2046 mean_risk=-1.8587 mean_velocity=0.2448 clusters=1 memory_center=2.1720 memory_strength=37
MCM_STATE | mode=market impulse=1.4112 motivation=0.3130 risk=-0.1775 replay=-0.0203 self_state=stressed attractor=neutral mean_energy=2.4181 mean_motivation=0.3644 mean_risk=-2.0614 mean_velocity=0.6333 clusters=1 memory_center=1.3857 memory_strength=27
MCM_STATE | mode=market impulse=-1.2618 motivation=-0.1463 risk=-0.3012 replay=-0.0286 self_state=stressed attractor=cooperate mean_energy=-1.4753 mean_motivation=-0.0525 mean_risk=-2.1026 mean_velocity=0.5071 clusters=1 memory_center=0.0007 memory_strength=38
MCM_STATE | mode=market impulse=-0.3337 motivation=-0.0121 risk=-0.1189 replay=-0.0290 self_state=stressed attractor=defense mean_energy=-0.3306 mean_motivation=0.1122 mean_risk=-1.9868 mean_velocity=0.1423 clusters=1 memory_center=-1.6475 memory_strength=23
MCM_STATE | mode=market impulse=0.3165 motivation=0.0859 risk=-0.0779 replay=0.0141 self_state=stressed attractor=cooperate mean_energy=1.2946 mean_motivation=0.2001 mean_risk=-1.9337 mean_velocity=0.3766 clusters=1 memory_center=1.0080 memory_strength=30
MCM_STATE | mode=market impulse=0.0113 motivation=0.0185 risk=-0.0320 replay=-0.0153 self_state=stressed attractor=neutral mean_energy=-1.4536 mean_motivation=-0.0259 mean_risk=-1.5887 mean_velocity=0.2995 clusters=1 memory_center=1.2574 memory_strength=16
MCM_STATE | mode=market impulse=-0.7125 motivation=-0.0764 risk=-0.1632 replay=-0.0124 self_state=stressed attractor=defense mean_energy=-2.5034 mean_motivation=-0.1608 mean_risk=-1.7211 mean_velocity=0.6423 clusters=1 memory_center=-2.3619 memory_strength=38
MCM_STATE | mode=market impulse=-0.9978 motivation=-0.0887 risk=-0.2104 replay=-0.0195 self_state=stressed attractor=defense mean_energy=-2.5038 mean_motivation=-0.1656 mean_risk=-2.0319 mean_velocity=0.6444 clusters=1 memory_center=-2.3364 memory_strength=39
MCM_STATE | mode=market impulse=0.6506 motivation=0.1805 risk=-0.0473 replay=0.0151 self_state=stressed attractor=defense mean_energy=-0.9775 mean_motivation=0.0363 mean_risk=-1.7387 mean_velocity=0.1556 clusters=1 memory_center=-2.3561 memory_strength=56
MCM_STATE | mode=market impulse=0.6410 motivation=0.1101 risk=-0.0939 replay=-0.0104 self_state=stressed attractor=defense mean_energy=1.4056 mean_motivation=0.2439 mean_risk=-1.7858 mean_velocity=0.3366 clusters=1 memory_center=-2.3284 memory_strength=22
MCM_STATE | mode=market impulse=-0.8752 motivation=-0.0745 risk=-0.1929 replay=-0.0153 self_state=stressed attractor=neutral mean_energy=-1.3978 mean_motivation=-0.0375 mean_risk=-1.9023 mean_velocity=0.6342 clusters=1 memory_center=1.3385 memory_strength=26
MCM_STATE | mode=market impulse=0.1469 motivation=0.0815 risk=-0.1151 replay=-0.0217 self_state=stressed attractor=defense mean_energy=-0.9671 mean_motivation=0.1097 mean_risk=-1.9496 mean_velocity=0.2800 clusters=1 memory_center=-1.1356 memory_strength=24
MCM_STATE | mode=market impulse=-0.7212 motivation=-0.0590 risk=-0.1248 replay=-0.0290 self_state=stressed attractor=defense mean_energy=-2.4774 mean_motivation=-0.0633 mean_risk=-2.0168 mean_velocity=0.5651 clusters=1 memory_center=-2.3245 memory_strength=33
MCM_STATE | mode=market impulse=1.1924 motivation=0.2298 risk=-0.1545 replay=0.0161 self_state=stressed attractor=defense mean_energy=0.8756 mean_motivation=0.2405 mean_risk=-1.8281 mean_velocity=0.4706 clusters=1 memory_center=-0.7061 memory_strength=33
MCM_STATE | mode=market impulse=-0.3243 motivation=0.0020 risk=-0.0324 replay=-0.0296 self_state=stressed attractor=defense mean_energy=-2.4258 mean_motivation=-0.0604 mean_risk=-1.9459 mean_velocity=0.5065 clusters=1 memory_center=-1.7113 memory_strength=29
MCM_STATE | mode=market impulse=-0.1737 motivation=0.0228 risk=-0.0935 replay=-0.0128 self_state=stressed attractor=cooperate mean_energy=1.1011 mean_motivation=0.2190 mean_risk=-1.9577 mean_velocity=0.2034 clusters=1 memory_center=0.0777 memory_strength=17
MCM_STATE | mode=market impulse=-0.5892 motivation=-0.0415 risk=-0.1070 replay=0.0134 self_state=stressed attractor=cooperate mean_energy=-0.1107 mean_motivation=0.1018 mean_risk=-1.5700 mean_velocity=0.2581 clusters=1 memory_center=0.6988 memory_strength=29
MCM_STATE | mode=market impulse=0.6572 motivation=0.1917 risk=-0.1109 replay=0.0152 self_state=stressed attractor=explore mean_energy=2.0201 mean_motivation=0.3872 mean_risk=-1.7822 mean_velocity=0.3996 clusters=1 memory_center=2.2369 memory_strength=29
MCM_STATE | mode=market impulse=1.3159 motivation=0.3135 risk=-0.1447 replay=0.0255 self_state=stressed attractor=cooperate mean_energy=0.3441 mean_motivation=0.1949 mean_risk=-2.0301 mean_velocity=0.2924 clusters=1 memory_center=0.7499 memory_strength=18
MCM_STATE | mode=market impulse=0.2277 motivation=0.1219 risk=-0.1770 replay=-0.0119 self_state=stressed attractor=neutral mean_energy=1.3645 mean_motivation=0.2526 mean_risk=-1.9933 mean_velocity=0.2219 clusters=1 memory_center=1.3665 memory_strength=25
MCM_STATE | mode=market impulse=0.0811 motivation=0.0560 risk=-0.1582 replay=0.0162 self_state=stressed attractor=explore mean_energy=1.6603 mean_motivation=0.1442 mean_risk=-2.0431 mean_velocity=0.1643 clusters=1 memory_center=1.9126 memory_strength=33
MCM_STATE | mode=market impulse=-1.0200 motivation=-0.0991 risk=-0.2399 replay=0.0271 self_state=stressed attractor=defense mean_energy=-2.4386 mean_motivation=-0.0756 mean_risk=-2.0027 mean_velocity=0.5331 clusters=1 memory_center=-1.4529 memory_strength=25
MCM_STATE | mode=market impulse=0.2333 motivation=0.0135 risk=-0.0946 replay=0.0162 self_state=stressed attractor=cooperate mean_energy=1.1464 mean_motivation=0.0545 mean_risk=-1.6860 mean_velocity=0.3303 clusters=1 memory_center=0.7464 memory_strength=31
MCM_STATE | mode=market impulse=-0.3071 motivation=-0.0121 risk=-0.0445 replay=-0.0119 self_state=stressed attractor=defense mean_energy=-1.9238 mean_motivation=-0.0389 mean_risk=-1.6585 mean_velocity=0.2490 clusters=1 memory_center=-1.8907 memory_strength=25
MCM_STATE | mode=market impulse=-0.7418 motivation=-0.0875 risk=-0.1467 replay=-0.0230 self_state=stressed attractor=cooperate mean_energy=0.3423 mean_motivation=0.1031 mean_risk=-1.5837 mean_velocity=0.1594 clusters=1 memory_center=0.0096 memory_strength=25
MCM_STATE | mode=market impulse=-0.3907 motivation=-0.0695 risk=-0.1197 replay=-0.0278 self_state=stressed attractor=defense mean_energy=-2.2412 mean_motivation=-0.0827 mean_risk=-1.6725 mean_velocity=0.3629 clusters=1 memory_center=-1.6508 memory_strength=26
MCM_STATE | mode=market impulse=-0.2784 motivation=0.0009 risk=-0.0877 replay=0.0105 self_state=active attractor=cooperate mean_energy=1.2133 mean_motivation=0.1866 mean_risk=-1.4727 mean_velocity=0.1642 clusters=1 memory_center=0.8722 memory_strength=21
MCM_STATE | mode=market impulse=0.0752 motivation=0.0670 risk=-0.1366 replay=-0.0290 self_state=stressed attractor=defense mean_energy=-1.6753 mean_motivation=0.0334 mean_risk=-1.9283 mean_velocity=0.1708 clusters=1 memory_center=-2.2431 memory_strength=38
MCM_STATE | mode=market impulse=0.0515 motivation=0.0496 risk=-0.1157 replay=-0.0062 self_state=stressed attractor=defense mean_energy=-1.4863 mean_motivation=0.0706 mean_risk=-2.0146 mean_velocity=0.3243 clusters=1 memory_center=-1.5404 memory_strength=29
MCM_STATE | mode=market impulse=0.8973 motivation=0.1765 risk=-0.0965 replay=-0.0283 self_state=stressed attractor=defense mean_energy=1.3601 mean_motivation=0.2661 mean_risk=-2.0036 mean_velocity=0.4231 clusters=1 memory_center=-1.5853 memory_strength=24
MCM_STATE | mode=market impulse=0.9689 motivation=0.2316 risk=-0.0846 replay=0.0162 self_state=stressed attractor=cooperate mean_energy=-0.4836 mean_motivation=0.0891 mean_risk=-1.9224 mean_velocity=0.1571 clusters=1 memory_center=0.7611 memory_strength=28
MCM_STATE | mode=market impulse=-0.0013 motivation=-0.0169 risk=-0.0903 replay=0.0096 self_state=stressed attractor=cooperate mean_energy=0.3159 mean_motivation=0.1032 mean_risk=-1.9679 mean_velocity=0.1703 clusters=1 memory_center=0.6428 memory_strength=26
MCM_STATE | mode=market impulse=-1.0673 motivation=-0.1122 risk=-0.2387 replay=-0.0283 self_state=stressed attractor=cooperate mean_energy=-2.0766 mean_motivation=-0.0537 mean_risk=-1.9226 mean_velocity=0.5132 clusters=1 memory_center=0.5801 memory_strength=25
MCM_STATE | mode=market impulse=0.3200 motivation=0.0372 risk=-0.0665 replay=0.0070 self_state=stressed attractor=defense mean_energy=-1.4909 mean_motivation=-0.0114 mean_risk=-1.9877 mean_velocity=0.2642 clusters=1 memory_center=-0.4512 memory_strength=31
MCM_STATE | mode=market impulse=-0.5617 motivation=-0.0706 risk=-0.1326 replay=0.0159 self_state=stressed attractor=explore mean_energy=1.3587 mean_motivation=0.2678 mean_risk=-2.0217 mean_velocity=0.1189 clusters=1 memory_center=2.3645 memory_strength=25
MCM_STATE | mode=market impulse=-0.6011 motivation=-0.0575 risk=-0.1124 replay=0.0210 self_state=stressed attractor=defense mean_energy=-2.1730 mean_motivation=-0.0445 mean_risk=-1.8340 mean_velocity=0.3957 clusters=1 memory_center=-0.5982 memory_strength=17
MCM_STATE | mode=market impulse=0.3170 motivation=0.1219 risk=-0.1659 replay=-0.0072 self_state=stressed attractor=defense mean_energy=-1.8032 mean_motivation=-0.0012 mean_risk=-1.9766 mean_velocity=0.1977 clusters=1 memory_center=-2.4259 memory_strength=49
MCM_STATE | mode=market impulse=0.6857 motivation=0.1962 risk=-0.0656 replay=-0.0207 self_state=stressed attractor=defense mean_energy=-1.0146 mean_motivation=0.0759 mean_risk=-1.8706 mean_velocity=0.1411 clusters=1 memory_center=-2.4505 memory_strength=47
MCM_STATE | mode=market impulse=1.1956 motivation=0.2741 risk=-0.1299 replay=-0.0349 self_state=stressed attractor=defense mean_energy=0.2358 mean_motivation=0.2100 mean_risk=-1.8506 mean_velocity=0.4023 clusters=1 memory_center=-2.3972 memory_strength=39
MCM_STATE | mode=market impulse=0.5947 motivation=0.1223 risk=-0.0764 replay=0.0210 self_state=stressed attractor=cooperate mean_energy=0.4779 mean_motivation=0.1307 mean_risk=-1.5752 mean_velocity=0.1795 clusters=1 memory_center=0.8004 memory_strength=24
MCM_STATE | mode=market impulse=-0.7631 motivation=-0.0460 risk=-0.1722 replay=-0.0037 self_state=active attractor=cooperate mean_energy=-0.5464 mean_motivation=0.0957 mean_risk=-1.3640 mean_velocity=0.3733 clusters=1 memory_center=0.7919 memory_strength=37
MCM_STATE | mode=market impulse=-1.1709 motivation=-0.1249 risk=-0.2731 replay=0.0041 self_state=stressed attractor=defense mean_energy=-2.4122 mean_motivation=-0.0537 mean_risk=-1.6434 mean_velocity=0.5254 clusters=1 memory_center=-1.1561 memory_strength=25
MCM_STATE | mode=market impulse=-0.9112 motivation=-0.0777 risk=-0.1980 replay=-0.0269 self_state=stressed attractor=defense mean_energy=-1.3338 mean_motivation=0.0529 mean_risk=-1.9101 mean_velocity=0.4548 clusters=1 memory_center=-1.4079 memory_strength=25
MCM_STATE | mode=market impulse=-0.3941 motivation=-0.0361 risk=-0.0588 replay=-0.0016 self_state=stressed attractor=defense mean_energy=1.0749 mean_motivation=0.1519 mean_risk=-1.8023 mean_velocity=0.1490 clusters=1 memory_center=-1.4430 memory_strength=18
MCM_STATE | mode=market impulse=-0.3483 motivation=-0.0870 risk=-0.1498 replay=0.0205 self_state=stressed attractor=cooperate mean_energy=-1.1419 mean_motivation=-0.0508 mean_risk=-1.9523 mean_velocity=0.4971 clusters=1 memory_center=1.1618 memory_strength=32
MCM_STATE | mode=market impulse=-0.0712 motivation=-0.0433 risk=-0.1247 replay=-0.0027 self_state=stressed attractor=cooperate mean_energy=-0.0188 mean_motivation=0.0991 mean_risk=-1.9962 mean_velocity=0.1778 clusters=1 memory_center=-0.1630 memory_strength=24
MCM_STATE | mode=market impulse=-1.0796 motivation=-0.0950 risk=-0.2409 replay=-0.0294 self_state=stressed attractor=defense mean_energy=-2.3864 mean_motivation=-0.0309 mean_risk=-1.9078 mean_velocity=0.5615 clusters=1 memory_center=-1.1652 memory_strength=22
MCM_STATE | mode=market impulse=-1.1133 motivation=-0.1356 risk=-0.2703 replay=-0.0145 self_state=stressed attractor=defense mean_energy=-1.2634 mean_motivation=0.0294 mean_risk=-1.9262 mean_velocity=0.5566 clusters=1 memory_center=-1.2091 memory_strength=17
MCM_STATE | mode=market impulse=0.9003 motivation=0.1819 risk=-0.1405 replay=0.0205 self_state=stressed attractor=cooperate mean_energy=0.9221 mean_motivation=0.2337 mean_risk=-1.7573 mean_velocity=0.3459 clusters=1 memory_center=-0.2433 memory_strength=28
MCM_STATE | mode=market impulse=0.6050 motivation=0.1597 risk=-0.1193 replay=-0.0111 self_state=stressed attractor=cooperate mean_energy=-0.6185 mean_motivation=0.1292 mean_risk=-1.6132 mean_velocity=0.1421 clusters=1 memory_center=0.2510 memory_strength=18
MCM_STATE | mode=market impulse=0.7310 motivation=0.1704 risk=-0.0437 replay=-0.0293 self_state=stressed attractor=defense mean_energy=1.1077 mean_motivation=0.2743 mean_risk=-1.7955 mean_velocity=0.4781 clusters=1 memory_center=-0.4314 memory_strength=25
MCM_STATE | mode=outcome impulse=0.8216 motivation=0.2850 risk=-0.2085 replay=-0.0190 self_state=stressed attractor=cooperate mean_energy=2.0597 mean_motivation=0.3803 mean_risk=-1.8109 mean_velocity=0.4785 clusters=1 memory_center=0.2677 memory_strength=20
MCM_STATE | mode=market impulse=-0.5692 motivation=-0.0638 risk=-0.1159 replay=0.0222 self_state=stressed attractor=explore mean_energy=1.2058 mean_motivation=0.1792 mean_risk=-1.8821 mean_velocity=0.1585 clusters=1 memory_center=2.1740 memory_strength=21
MCM_STATE | mode=market impulse=1.4518 motivation=0.3298 risk=-0.1739 replay=0.0247 self_state=stressed attractor=neutral mean_energy=2.4200 mean_motivation=0.3166 mean_risk=-2.0359 mean_velocity=0.7498 clusters=1 memory_center=1.4360 memory_strength=29
MCM_STATE | mode=market impulse=-0.9292 motivation=-0.1045 risk=-0.2199 replay=-0.0129 self_state=stressed attractor=explore mean_energy=1.1988 mean_motivation=0.1764 mean_risk=-2.1368 mean_velocity=0.1437 clusters=1 memory_center=2.4069 memory_strength=38
MCM_STATE | mode=market impulse=-1.0450 motivation=-0.0844 risk=-0.2294 replay=-0.0027 self_state=stressed attractor=defense mean_energy=-2.4624 mean_motivation=-0.0918 mean_risk=-1.9904 mean_velocity=0.5484 clusters=1 memory_center=-1.2506 memory_strength=25
MCM_STATE | mode=market impulse=0.4656 motivation=0.0571 risk=-0.1130 replay=-0.0150 self_state=stressed attractor=defense mean_energy=-1.1993 mean_motivation=0.0192 mean_risk=-1.9801 mean_velocity=0.2307 clusters=1 memory_center=-1.7588 memory_strength=29
MCM_STATE | mode=market impulse=1.1106 motivation=0.2504 risk=-0.1192 replay=-0.0155 self_state=stressed attractor=defense mean_energy=-0.4389 mean_motivation=0.1378 mean_risk=-1.9941 mean_velocity=0.3016 clusters=1 memory_center=-2.4482 memory_strength=29
MCM_STATE | mode=market impulse=0.3500 motivation=0.0953 risk=-0.0413 replay=0.0222 self_state=stressed attractor=explore mean_energy=1.9175 mean_motivation=0.2259 mean_risk=-1.6951 mean_velocity=0.2527 clusters=1 memory_center=2.2520 memory_strength=28
MCM_STATE | mode=market impulse=1.0890 motivation=0.2300 risk=-0.1083 replay=0.0282 self_state=stressed attractor=explore mean_energy=2.4197 mean_motivation=0.4240 mean_risk=-1.6725 mean_velocity=0.6398 clusters=1 memory_center=2.2910 memory_strength=38
MCM_STATE | mode=market impulse=0.2964 motivation=-0.0002 risk=-0.1352 replay=-0.0064 self_state=stressed attractor=explore mean_energy=0.1840 mean_motivation=0.0020 mean_risk=-1.8089 mean_velocity=0.1343 clusters=1 memory_center=1.8728 memory_strength=24
MCM_STATE | mode=market impulse=-1.0508 motivation=-0.0917 risk=-0.2711 replay=0.0087 self_state=stressed attractor=defense mean_energy=-1.9248 mean_motivation=-0.0751 mean_risk=-1.9577 mean_velocity=0.4774 clusters=1 memory_center=-1.1929 memory_strength=27
MCM_STATE | mode=market impulse=-1.0812 motivation=-0.1316 risk=-0.2674 replay=0.0225 self_state=stressed attractor=defense mean_energy=-1.2513 mean_motivation=-0.0623 mean_risk=-1.9710 mean_velocity=0.5367 clusters=1 memory_center=-0.5529 memory_strength=32
MCM_STATE | mode=market impulse=-0.7559 motivation=-0.0527 risk=-0.1737 replay=-0.0239 self_state=stressed attractor=cooperate mean_energy=0.3006 mean_motivation=0.1028 mean_risk=-1.8165 mean_velocity=0.1895 clusters=1 memory_center=1.1673 memory_strength=29
MCM_STATE | mode=market impulse=1.3890 motivation=0.3179 risk=-0.1672 replay=0.0034 self_state=stressed attractor=defense mean_energy=-0.7152 mean_motivation=0.0988 mean_risk=-2.1192 mean_velocity=0.1961 clusters=1 memory_center=-2.4373 memory_strength=44
MCM_STATE | mode=market impulse=1.2602 motivation=0.2285 risk=-0.1992 replay=0.0087 self_state=stressed attractor=cooperate mean_energy=2.3997 mean_motivation=0.3792 mean_risk=-2.0814 mean_velocity=0.5460 clusters=1 memory_center=0.4949 memory_strength=19
MCM_STATE | mode=market impulse=-0.9208 motivation=-0.0850 risk=-0.1756 replay=-0.0046 self_state=stressed attractor=defense mean_energy=-2.0191 mean_motivation=-0.0488 mean_risk=-1.8912 mean_velocity=0.4451 clusters=1 memory_center=-1.0730 memory_strength=33
MCM_STATE | mode=market impulse=-0.3665 motivation=-0.0177 risk=-0.1002 replay=-0.0129 self_state=stressed attractor=defense mean_energy=-0.8537 mean_motivation=-0.0009 mean_risk=-1.9624 mean_velocity=0.1746 clusters=1 memory_center=-2.2956 memory_strength=43
MCM_STATE | mode=market impulse=0.5546 motivation=0.1339 risk=-0.0612 replay=-0.0158 self_state=stressed attractor=defense mean_energy=-1.4277 mean_motivation=0.0360 mean_risk=-1.8559 mean_velocity=0.1576 clusters=1 memory_center=-2.3217 memory_strength=51
MCM_STATE | mode=market impulse=-1.1115 motivation=-0.1200 risk=-0.2554 replay=0.0285 self_state=stressed attractor=defense mean_energy=-2.5014 mean_motivation=-0.1569 mean_risk=-1.9156 mean_velocity=0.6366 clusters=1 memory_center=-1.2708 memory_strength=40
MCM_STATE | mode=market impulse=-0.7008 motivation=-0.0632 risk=-0.1550 replay=0.0268 self_state=stressed attractor=defense mean_energy=-0.8611 mean_motivation=-0.0031 mean_risk=-2.0117 mean_velocity=0.4729 clusters=1 memory_center=-1.0435 memory_strength=21
MCM_STATE | mode=market impulse=-1.0549 motivation=-0.0926 risk=-0.2848 replay=-0.0066 self_state=stressed attractor=defense mean_energy=-2.5039 mean_motivation=-0.0861 mean_risk=-2.0697 mean_velocity=0.6451 clusters=1 memory_center=-0.8700 memory_strength=35
MCM_STATE | mode=market impulse=0.0874 motivation=0.0373 risk=-0.0749 replay=0.0285 self_state=stressed attractor=defense mean_energy=-0.9991 mean_motivation=0.0688 mean_risk=-1.9970 mean_velocity=0.1355 clusters=1 memory_center=-2.4441 memory_strength=35
MCM_STATE | mode=market impulse=1.1527 motivation=0.2036 risk=-0.1772 replay=-0.0020 self_state=stressed attractor=defense mean_energy=0.5541 mean_motivation=0.1449 mean_risk=-2.1426 mean_velocity=0.4049 clusters=1 memory_center=-2.4896 memory_strength=52
MCM_STATE | mode=market impulse=-0.8375 motivation=-0.0835 risk=-0.2029 replay=-0.0165 self_state=stressed attractor=cooperate mean_energy=-1.3973 mean_motivation=0.0068 mean_risk=-2.0271 mean_velocity=0.6671 clusters=1 memory_center=-0.1329 memory_strength=26
MCM_STATE | mode=market impulse=-0.3562 motivation=-0.0364 risk=-0.0597 replay=0.0142 self_state=stressed attractor=defense mean_energy=-1.5528 mean_motivation=0.0296 mean_risk=-1.9869 mean_velocity=0.3804 clusters=1 memory_center=-0.9850 memory_strength=24
MCM_STATE | mode=market impulse=0.3430 motivation=0.0635 risk=-0.0655 replay=-0.0165 self_state=stressed attractor=cooperate mean_energy=0.1535 mean_motivation=0.1621 mean_risk=-1.9345 mean_velocity=0.1425 clusters=1 memory_center=-0.0249 memory_strength=25
MCM_STATE | mode=market impulse=1.4797 motivation=0.1331 risk=-0.2306 replay=0.0087 self_state=stressed attractor=cooperate mean_energy=1.4172 mean_motivation=0.0992 mean_risk=-1.9853 mean_velocity=0.3925 clusters=1 memory_center=-0.2789 memory_strength=32
MCM_STATE | mode=market impulse=-0.3249 motivation=0.0147 risk=-0.1580 replay=0.0018 self_state=stressed attractor=defense mean_energy=-1.6775 mean_motivation=0.0099 mean_risk=-1.9913 mean_velocity=0.2103 clusters=1 memory_center=-0.5053 memory_strength=21
MCM_STATE | mode=market impulse=0.6271 motivation=0.0975 risk=-0.1126 replay=-0.0061 self_state=stressed attractor=defense mean_energy=-0.5070 mean_motivation=0.1093 mean_risk=-1.8762 mean_velocity=0.2325 clusters=1 memory_center=-1.6073 memory_strength=34
MCM_STATE | mode=market impulse=-1.0411 motivation=-0.1086 risk=-0.2127 replay=-0.0280 self_state=stressed attractor=cooperate mean_energy=-2.4785 mean_motivation=-0.1936 mean_risk=-1.7694 mean_velocity=0.7054 clusters=1 memory_center=0.5373 memory_strength=19
MCM_STATE | mode=market impulse=0.0547 motivation=0.0365 risk=-0.0876 replay=0.0064 self_state=stressed attractor=defense mean_energy=-0.4419 mean_motivation=0.0716 mean_risk=-1.9284 mean_velocity=0.1549 clusters=1 memory_center=-2.4856 memory_strength=27
MCM_STATE | mode=market impulse=0.4259 motivation=0.1394 risk=-0.1569 replay=-0.0063 self_state=stressed attractor=defense mean_energy=-1.4771 mean_motivation=0.0274 mean_risk=-1.9072 mean_velocity=0.1635 clusters=1 memory_center=-2.2424 memory_strength=42
MCM_STATE | mode=market impulse=-0.4350 motivation=-0.0953 risk=-0.1514 replay=0.0064 self_state=stressed attractor=explore mean_energy=-0.7551 mean_motivation=0.0099 mean_risk=-1.9545 mean_velocity=0.3743 clusters=1 memory_center=2.4012 memory_strength=22
MCM_STATE | mode=market impulse=-0.5195 motivation=-0.0397 risk=-0.0977 replay=-0.0008 self_state=stressed attractor=cooperate mean_energy=-0.6048 mean_motivation=-0.0163 mean_risk=-1.9029 mean_velocity=0.3394 clusters=1 memory_center=0.0306 memory_strength=24
MCM_STATE | mode=market impulse=-1.4862 motivation=-0.0692 risk=-0.4038 replay=-0.0193 self_state=stressed attractor=cooperate mean_energy=-2.1611 mean_motivation=-0.1091 mean_risk=-1.9683 mean_velocity=0.6939 clusters=1 memory_center=-0.0664 memory_strength=34
MCM_STATE | mode=market impulse=-0.6633 motivation=-0.1274 risk=-0.2415 replay=-0.0165 self_state=stressed attractor=defense mean_energy=0.0792 mean_motivation=0.0782 mean_risk=-1.9813 mean_velocity=0.1481 clusters=1 memory_center=-2.0493 memory_strength=21
MCM_STATE | mode=market impulse=0.0192 motivation=-0.0101 risk=-0.0805 replay=-0.0051 self_state=stressed attractor=defense mean_energy=-1.5065 mean_motivation=-0.0706 mean_risk=-2.0581 mean_velocity=0.2530 clusters=1 memory_center=-2.5079 memory_strength=37
MCM_STATE | mode=market impulse=-0.5643 motivation=-0.0239 risk=-0.1456 replay=-0.0009 self_state=stressed attractor=defense mean_energy=-2.4854 mean_motivation=-0.1194 mean_risk=-2.0074 mean_velocity=0.5791 clusters=1 memory_center=-1.9749 memory_strength=22
MCM_STATE | mode=market impulse=-1.0302 motivation=-0.1012 risk=-0.2143 replay=0.0013 self_state=stressed attractor=defense mean_energy=-2.5037 mean_motivation=-0.1517 mean_risk=-2.0240 mean_velocity=0.6469 clusters=1 memory_center=-2.1539 memory_strength=35
