MCM_STATE | mode=market impulse=1.3111 motivation=0.3233 risk=-0.1334 replay=0.0050 self_state=stressed attractor=cooperate mean_energy=1.7367 mean_motivation=0.2938 mean_risk=-1.9188 mean_velocity=0.4156 clusters=1 memory_center=0.1251 memory_strength=29
MCM_STATE | mode=market impulse=0.6432 motivation=0.1284 risk=-0.0821 replay=0.0002 self_state=stressed attractor=defense mean_energy=-1.5929 mean_motivation=-0.0380 mean_risk=-2.0520 mean_velocity=0.1947 clusters=1 memory_center=-2.3959 memory_strength=26
MCM_STATE | mode=market impulse=0.5816 motivation=0.1744 risk=-0.1143 replay=-0.0191 self_state=stressed attractor=cooperate mean_energy=1.3990 mean_motivation=0.2966 mean_risk=-1.9984 mean_velocity=0.5175 clusters=1 memory_center=0.5043 memory_strength=20
MCM_STATE | mode=market impulse=-0.7603 motivation=-0.0623 risk=-0.1718 replay=-0.0191 self_state=stressed attractor=cooperate mean_energy=-1.3116 mean_motivation=0.0173 mean_risk=-1.8110 mean_velocity=0.4414 clusters=1 memory_center=-0.2269 memory_strength=26
MCM_STATE | mode=market impulse=1.2759 motivation=0.2887 risk=-0.1926 replay=0.0061 self_state=stressed attractor=neutral mean_energy=2.4190 mean_motivation=0.3943 mean_risk=-2.0833 mean_velocity=0.6413 clusters=1 memory_center=1.2057 memory_strength=27
MCM_STATE | mode=market impulse=-0.0038 motivation=-0.0136 risk=-0.0987 replay=-0.0121 self_state=stressed attractor=cooperate mean_energy=-1.5046 mean_motivation=-0.0471 mean_risk=-2.0012 mean_velocity=0.3198 clusters=1 memory_center=1.1178 memory_strength=22
MCM_STATE | mode=market impulse=0.8550 motivation=0.2097 risk=-0.0876 replay=-0.0240 self_state=stressed attractor=defense mean_energy=0.0231 mean_motivation=0.1486 mean_risk=-1.8572 mean_velocity=0.3516 clusters=1 memory_center=-2.3331 memory_strength=28
MCM_STATE | mode=market impulse=0.9583 motivation=0.2297 risk=-0.0866 replay=-0.0164 self_state=stressed attractor=cooperate mean_energy=2.0411 mean_motivation=0.3013 mean_risk=-1.7994 mean_velocity=0.4060 clusters=1 memory_center=1.1413 memory_strength=39
MCM_STATE | mode=market impulse=1.7038 motivation=0.1412 risk=-0.2137 replay=0.0283 self_state=stressed attractor=cooperate mean_energy=2.4200 mean_motivation=0.1311 mean_risk=-2.0750 mean_velocity=0.9089 clusters=1 memory_center=1.1901 memory_strength=44
MCM_STATE | mode=market impulse=-0.4505 motivation=-0.0637 risk=-0.1099 replay=-0.0025 self_state=stressed attractor=defense mean_energy=-1.9598 mean_motivation=-0.1023 mean_risk=-1.9751 mean_velocity=0.3027 clusters=1 memory_center=-1.4232 memory_strength=25
MCM_STATE | mode=market impulse=0.3979 motivation=0.0603 risk=-0.0993 replay=-0.0025 self_state=stressed attractor=cooperate mean_energy=0.8807 mean_motivation=0.1082 mean_risk=-1.7015 mean_velocity=0.2858 clusters=1 memory_center=0.4376 memory_strength=38
MCM_STATE | mode=market impulse=-0.7769 motivation=-0.1266 risk=-0.2224 replay=-0.0150 self_state=stressed attractor=defense mean_energy=-2.4638 mean_motivation=-0.2217 mean_risk=-1.8194 mean_velocity=0.5485 clusters=1 memory_center=-2.3548 memory_strength=46
MCM_STATE | mode=market impulse=-0.7246 motivation=-0.0505 risk=-0.1823 replay=-0.0121 self_state=stressed attractor=defense mean_energy=-2.4972 mean_motivation=-0.1569 mean_risk=-1.9608 mean_velocity=0.6132 clusters=1 memory_center=-2.4096 memory_strength=54
