timestamp;runtime_tick;sequence;phase;reason;decision;thinking_complexity;memory_compare_load;memory_match_count;memory_support;memory_inhibition;memory_conflict;cognitive_load;decision_energy_cost;memory_effect_on_phase;memory_orientation;orientation_gap;blind_thinking_load;zero_point_regulation;symbolic_object_distance;symbolic_containment;symbolic_field_decoupling;symbolic_regulation;symbolic_inner_regulation;symbolic_action_regulation;structure_quality;context_confidence;structure_orientation;structure_orientation_gap;structure_action_bearing;structure_action_gap;structure_action_uncertainty;context_cluster_negative_source;context_cluster_id;context_cluster_seen;context_cluster_score;context_cluster_hit_ratio;context_cluster_loss_ratio;context_cluster_cancel_timeout_ratio;context_cluster_negative_evidence;context_cluster_quality;context_cluster_distance;context_cluster_trust;context_cluster_variance;signature_key;signature_seen;signature_score;signature_hit_ratio;signature_quality;signature_distance;active_context_activation;active_context_support;active_context_conflict;active_context_bearing;action_clearance;action_inhibition;decision_readiness;processing_load;thought_pressure;field_clarity
1767685200000000;1033;847;hold;pause_mode;WAIT;0.4005;1.0000;2;0.0000;0.1316;0.0000;0.2572;0.4780;hard_inhibit;0.1125;0.4365;0.4908;0;0.3502;0.4353;0.3497;0.3325;0.3325;0.0350;0.7750;0.8177;0.5239;0.0292;0.5128;0.0337;0.0758;cluster_score;ctx_2;55;-2.9912;0.2909;0.7037;0.0182;score_confirms;-0.3797;0.1756;0.0513;0.0263;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.40|ee:0.40|te:0.20|ap:0.60|pr:0.00|er:0.60|rm:0.80|lb:0.80|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-1.50|ms:12|at:-2|ss:-1;2;-0.3422;0.0000;0.0000;0.2035;0.0000;0.0000;0.0000;0.0000;0.7026;0.2269;0.7142;0.5460;0.0723;0.1000
1767685500000000;1034;848;hold;fused_score_too_low;WAIT;0.3783;1.0000;2;0.0000;0.0833;0.0000;0.2314;0.4650;inhibit;0.1132;0.4338;0.4788;0;0.3218;0.4072;0.3220;0.3130;0.3130;0.0324;0.7898;0.8363;0.5380;0.0291;0.5267;0.0341;0.0760;-;ctx_17;28;-1.5160;0.0000;1.0000;0.9286;low_hit_caution;-0.3653;0.1950;0.1877;0.0185;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.60|fc:0.00|tl:0.00|td:0.60|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.40|lb:0.40|pw:1.00|pc:0.60|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;2;-0.5296;0.0000;0.0000;0.2196;0.0000;0.0000;0.0000;0.0000;0.7121;0.2052;0.7444;0.6185;0.0899;0.1000
1767685800000000;1035;849;hold;context_cluster_negative;WAIT;0.4012;1.0000;2;0.0000;0.1330;0.0000;0.2579;0.4780;hard_inhibit;0.1274;0.4091;0.4828;0;0.2831;0.3855;0.2906;0.2779;0.2779;0.0229;0.7100;0.7377;0.4861;0.0268;0.4670;0.0358;0.0770;mixed;ctx_12;45;-3.3848;0.1556;0.8333;0.0667;score_confirms;-0.4487;0.1511;0.1092;0.0193;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.20|ee:0.40|te:0.20|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.00|tm:0.50|th:0.25|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.5160;0.0000;0.0000;0.1015;0.0000;0.0000;0.0000;0.0000;0.7630;0.1913;0.8034;0.4349;0.0896;0.1000
1767686100000000;1036;850;hold;maturity_block;SHORT;0.3837;1.0000;2;0.0000;0.0950;0.0000;0.2376;0.4677;inhibit;0.1081;0.4276;0.4760;0;0.3182;0.4273;0.3375;0.3273;0.3273;0.0350;0.7505;0.7878;0.5083;0.0299;0.4985;0.0337;0.0758;-;ctx_13;41;-2.2187;0.0000;1.0000;0.9512;low_hit_caution;-0.4054;0.1624;0.2176;0.0232;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.40|ee:0.20|te:0.00|ap:0.40|pr:0.40|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-0.50|ms:12|at:-2|ss:-1;1;-0.3459;0.0000;0.0000;0.1512;0.0000;0.0000;0.0000;0.0000;0.7207;0.1935;0.7426;0.5707;0.0887;0.1000
1767686400000000;1037;851;observe;zero_point_regulation;WAIT;0.4833;1.0000;2;0.0000;0.3977;0.0000;0.3772;0.5373;hard_inhibit;0.0731;0.4719;0.5884;1;0.1904;0.3197;0.2190;0.2005;0.2005;0.0084;0.7024;0.7316;0.4472;0.0355;0.4347;0.0385;0.0786;cluster_score;ctx_3;65;-2.9052;0.2923;0.6984;0.0308;score_confirms;-0.3678;0.1514;0.0247;0.0139;e:1.00|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.60|rm:0.80|lb:0.60|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.75|th:0.25|mc:-1.25|ms:12|at:-2|ss:-1;5;-2.3366;0.0000;-0.6376;0.0965;0.0000;0.0000;0.0000;0.0000;0.7363;0.2220;0.7507;0.4084;0.0885;0.1000
1767686700000000;1038;852;hold;context_cluster_negative;WAIT;0.4016;1.0000;2;0.0000;0.1339;0.0000;0.2584;0.4778;hard_inhibit;0.1079;0.4121;0.4856;0;0.2734;0.4027;0.3113;0.3008;0.3008;0.0256;0.6588;0.6777;0.4446;0.0299;0.4311;0.0766;0.1007;mixed;ctx_12;45;-3.3848;0.1556;0.8333;0.0667;score_confirms;-0.4527;0.1629;0.1092;0.0193;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.20|ee:0.40|te:0.20|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.00|tm:0.50|th:0.25|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.5160;0.0000;0.0000;0.1112;0.0000;0.0000;0.0000;0.0000;0.7121;0.2184;0.7022;0.3606;0.1063;0.1000
1767687000000000;1039;853;hold;maturity_block;SHORT;0.3840;1.0000;2;0.0000;0.0957;0.0000;0.2380;0.4674;inhibit;0.0847;0.4230;0.4729;0;0.2240;0.3421;0.2556;0.2541;0.2541;0.0145;0.6868;0.7123;0.4535;0.0337;0.4500;0.0505;0.0855;-;ctx_13;41;-2.2187;0.0000;1.0000;0.9512;low_hit_caution;-0.4088;0.1723;0.2176;0.0232;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.40|ee:0.20|te:0.00|ap:0.40|pr:0.40|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-0.50|ms:12|at:-2|ss:-1;1;-0.3459;0.0000;0.0000;0.1631;0.0000;0.0000;0.0000;0.0000;0.6796;0.1957;0.7076;0.4307;0.1063;0.1000
1767687300000000;1040;854;observe;zero_point_regulation;SHORT;0.3854;1.0000;2;0.0000;0.0986;0.0000;0.2396;0.4680;inhibit;0.0941;0.4913;0.4952;1;0.2434;0.3481;0.2592;0.2544;0.2544;0.0161;0.7211;0.7547;0.4788;0.0321;0.4711;0.0421;0.0807;-;ctx_13;41;-2.2187;0.0000;1.0000;0.9512;low_hit_caution;-0.4226;0.2130;0.2176;0.0232;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.40|ee:0.20|te:0.00|ap:0.40|pr:0.40|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-0.50|ms:12|at:-2|ss:-1;1;-0.3459;0.0000;0.0000;0.1212;0.0000;0.0000;0.0000;0.0000;0.6378;0.2891;0.6754;0.6228;0.1557;0.1383
1767687600000000;1041;855;observe;zero_point_regulation;WAIT;0.3909;1.0000;2;0.0000;0.1107;0.0000;0.2460;0.4711;hard_inhibit;0.0735;0.4676;0.5050;1;0.1862;0.3028;0.2124;0.2055;0.2055;0.0081;0.7224;0.7383;0.4657;0.0354;0.4675;0.0385;0.0786;cluster_score;ctx_9;50;-2.8365;0.0000;1.0000;0.9800;score_confirms;-0.4672;0.2125;0.2383;0.0111;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.40|fc:0.00|tl:0.00|td:0.20|ee:0.20|te:0.00|ap:0.60|pr:0.00|er:0.20|rm:0.40|lb:0.40|pw:1.00|pc:0.60|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.3921;0.0000;0.0000;0.2454;0.0000;0.0000;0.0000;0.0000;0.6525;0.2244;0.6659;0.6345;0.1128;0.1000
1767687900000000;1042;856;hold;fused_score_too_low;WAIT;0.1700;0.5000;1;0.0000;0.0000;0.0000;0.0935;0.2846;neutral_match;0.1089;0.2380;0.2598;0;0.2196;0.3365;0.2428;0.2406;0.2406;0.0128;0.7087;0.7393;0.4797;0.0298;0.4744;0.0377;0.0781;-;-;0;0.0000;0.0000;0.0000;0.0000;-;0.0000;0.0000;0.0000;0.0000;e:1.00|c:0.80|a:1|cp:0.50|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.40|ee:0.40|te:0.20|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-2.25|ms:12|at:-2|ss:-1;1;-0.4692;0.0000;0.0000;0.2427;0.0000;0.0000;0.0000;0.0000;0.6512;0.2755;0.5783;0.4824;0.0894;0.1000
1767688200000000;1043;857;hold;stressed_block;WAIT;0.1700;0.5000;1;0.0000;0.0000;0.0000;0.0935;0.2844;neutral_match;0.0985;0.2468;0.2672;0;0.2093;0.3268;0.2350;0.2009;0.2009;0.0099;0.7211;0.7547;0.4833;0.0314;0.4817;0.0382;0.0784;-;-;0;0.0000;0.0000;0.0000;0.0000;-;0.0000;0.0000;0.0000;0.0000;e:0.75|c:0.40|a:1|cp:0.75|ri:0.00|fp:0.20|fc:0.00|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.50|mc:-2.25|ms:12|at:-2|ss:-1;1;-0.3744;0.0000;0.0000;0.1785;0.0000;0.0000;0.0000;0.0000;0.6458;0.2533;0.6130;0.5304;0.0891;0.1000
1767688500000000;1044;858;hold;fused_score_too_low;WAIT;0.3720;1.0000;2;0.0000;0.0696;0.0000;0.2241;0.4595;inhibit;0.1058;0.4331;0.4702;0;0.3043;0.4157;0.3245;0.3098;0.3098;0.0306;0.7021;0.7460;0.4824;0.0303;0.4702;0.0345;0.0762;-;ctx_35;6;-0.4657;0.0000;0.0000;1.0000;low_hit_caution;-0.3143;0.2544;0.1135;0.0125;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:-0.20|fp:-0.60|fc:0.00|tl:0.00|td:0.60|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.60|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.3442;0.0000;0.0000;0.2950;0.0000;0.0000;0.0000;0.0000;0.6860;0.2377;0.6526;0.5626;0.0885;0.1000
1767689100000000;1046;860;hold;fused_score_too_low;WAIT;0.1700;0.5000;1;0.0000;0.0000;0.0000;0.0935;0.2839;neutral_match;0.1168;0.2492;0.2749;0;0.2421;0.3359;0.2433;0.2220;0.2220;0.0131;0.7458;0.7999;0.5154;0.0285;0.5040;0.0376;0.0781;-;-;0;0.0000;0.0000;0.0000;0.0000;-;0.0000;0.0000;0.0000;0.0000;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:-0.20|fp:-0.60|fc:0.00|tl:0.00|td:0.60|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.60|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.3442;0.0000;0.0000;0.2550;0.0000;0.0000;0.0000;0.0000;0.7006;0.2617;0.6756;0.6142;0.0743;0.1000
1767689400000000;1047;861;hold;context_cluster_negative;WAIT;0.3972;1.0000;2;0.0000;0.1243;0.0000;0.2532;0.4735;hard_inhibit;0.1226;0.4073;0.4805;0;0.2719;0.3866;0.2896;0.2796;0.2796;0.0220;0.7398;0.7778;0.5004;0.0276;0.4886;0.0360;0.0771;cluster_score;ctx_6;44;-2.8264;0.2273;0.7727;0.0000;score_confirms;-0.3793;0.1376;0.0536;0.0183;e:1.00|c:0.80|a:1|cp:1.00|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.60|rm:0.80|lb:0.80|pw:1.00|pc:0.80|sr:0.40|nd:0.20|tm:0.75|th:0.25|mc:-1.50|ms:12|at:-2|ss:-1;1;0.3353;1.0000;0.0000;0.1454;0.0000;0.0000;0.0000;0.0000;0.7524;0.2052;0.7481;0.4031;0.0736;0.1000
1767689700000000;1048;862;hold;maturity_block;SHORT;0.3757;1.0000;2;0.0000;0.0777;0.0000;0.2284;0.4610;inhibit;0.2286;0.3889;0.4503;0;0.3490;0.4388;0.3483;0.3455;0.3455;0.0350;0.7804;0.8279;0.5828;0.0120;0.5513;0.0031;0.0580;-;ctx_17;28;-1.5160;0.0000;1.0000;0.9286;low_hit_caution;-0.3390;0.1178;0.1877;0.0185;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.60|fc:0.00|tl:0.00|td:0.60|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.3785;0.0000;0.0000;0.1992;0.0000;0.0000;0.0000;0.0000;0.7616;0.2190;0.7513;0.6452;0.1227;0.2553
1767690000000000;1049;863;hold;context_cluster_negative;WAIT;0.4021;1.0000;2;0.0000;0.1350;0.0000;0.2590;0.4760;hard_inhibit;0.1326;0.4034;0.4852;0;0.2289;0.3564;0.2513;0.2473;0.2473;0.0142;0.7024;0.7316;0.4810;0.0260;0.4614;0.0374;0.0779;mixed;ctx_12;45;-3.3848;0.1556;0.8333;0.0667;score_confirms;-0.4582;0.1791;0.1092;0.0193;e:0.75|c:0.40|a:1|cp:0.50|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-1.75|ms:12|at:-2|ss:-1;1;-0.7293;0.0000;0.0000;0.1223;0.0000;0.0000;0.0000;0.0000;0.7905;0.1921;0.8147;0.4055;0.0724;0.1000
1767690300000000;1050;864;hold;context_cluster_negative;WAIT;0.3875;1.0000;2;0.0000;0.1033;0.0000;0.2421;0.4674;hard_inhibit;0.1048;0.4342;0.4841;0;0.2263;0.3579;0.2507;0.2484;0.2484;0.0141;0.7149;0.7470;0.4848;0.0304;0.4703;0.0374;0.0780;cluster_score;ctx_9;50;-2.8365;0.0000;1.0000;0.9800;score_confirms;-0.4325;0.1105;0.2383;0.0111;e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.20|fc:0.00|tl:0.20|td:0.00|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.40|rm:0.40|lb:0.40|pw:1.00|pc:0.40|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1;1;-0.3960;0.0000;0.0000;0.1135;0.0000;0.0000;0.0000;0.0000;0.7283;0.2209;0.7383;0.5387;0.0984;0.1000
1767690600000000;1051;865;hold;context_cluster_negative;WAIT;0.3979;1.0000;2;0.0000;0.1260;0.0000;0.2541;0.4732;hard_inhibit;0.1331;0.3988;0.4795;0;0.2789;0.3803;0.3027;0.2800;0.2800;0.0236;0.6086;0.6304;0.4200;0.0259;0.4020;0.1271;0.1300;cluster_score;ctx_3;65;-2.9052;0.2923;0.6984;0.0308;score_confirms;-0.3494;0.0973;0.0247;0.0139;e:1.25|c:1.00|a:1|cp:1.00|ri:0.00|fp:0.60|fc:0.40|tl:0.40|td:-0.60|ee:0.60|te:0.20|ap:0.80|pr:0.00|er:0.40|rm:0.40|lb:0.40|pw:1.00|pc:0.60|sr:0.40|nd:0.20|tm:1.00|th:0.25|mc:-1.25|ms:12|at:-2|ss:-1;1;-0.7515;0.0000;0.0000;0.0762;0.0000;0.0000;0.0000;0.0000;0.7726;0.1986;0.7951;0.3843;0.0984;0.1000
1767690900000000;1052;866;observe;zero_point_regulation;WAIT;0.3991;1.0000;2;0.0000;0.1285;0.0000;0.2555;0.4737;hard_inhibit;0.1172;0.4432;0.4997;1;0.2322;0.3435;0.2641;0.2301;0.2301;0.0141;0.5369;0.5418;0.3714;0.0391;0.3494;0.2006;0.1781;mixed;ctx_12;45;-3.3848;0.1556;0.8333;0.0667;score_confirms;-0.4275;0.0887;0.1092;0.0193;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-1.50|ms:12|at:-2|ss:-1;1;-0.5591;0.0000;0.0000;0.0950;0.0000;0.0000;0.0000;0.0000;0.7339;0.2537;0.7482;0.5520;0.1083;0.1000
1767691200000000;1053;867;observe;zero_point_regulation;WAIT;0.4026;1.0000;2;0.0000;0.1360;0.0000;0.2595;0.4755;hard_inhibit;0.0940;0.4533;0.5047;1;0.1927;0.3151;0.2222;0.1878;0.1878;0.0080;0.5275;0.5302;0.3592;0.0496;0.3395;0.2110;0.1881;cluster_score;ctx_2;55;-2.9912;0.2909;0.7037;0.0182;score_confirms;-0.4005;0.2367;0.0513;0.0263;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.00|fc:0.20|tl:0.20|td:0.00|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.60|sr:0.20|nd:0.00|tm:0.50|th:0.25|mc:-0.50|ms:12|at:-2|ss:-1;1;-0.9901;0.0000;0.0000;0.1619;0.0000;0.0000;0.0000;0.0000;0.6907;0.2453;0.7266;0.5334;0.1083;0.1000
1767691500000000;1054;868;hold;maturity_block;SHORT;0.3701;1.0000;2;0.0000;0.0653;0.0000;0.2218;0.4565;inhibit;0.1135;0.4002;0.4569;0;0.2672;0.3765;0.2983;0.2773;0.2773;0.0221;0.5774;0.5919;0.4082;0.0290;0.3835;0.1586;0.1482;-;ctx_14;20;-0.8370;0.0000;0.0000;1.0000;low_hit_caution;-0.3001;0.1575;0.1760;0.0160;e:0.75|c:0.40|a:1|cp:0.50|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.40|er:0.20|rm:0.60|lb:0.40|pw:1.00|pc:0.40|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:1.25|ms:12|at:1|ss:-1;1;-0.4530;0.0000;0.0000;0.3192;0.0000;0.0000;0.0000;0.0000;0.7177;0.2060;0.7607;0.3958;0.1008;0.1000
1767692100000000;1056;870;hold;context_cluster_negative;WAIT;0.4028;1.0000;2;0.0000;0.1365;0.0000;0.2597;0.4752;hard_inhibit;0.1028;0.4388;0.4949;0;0.2369;0.3684;0.2718;0.2806;0.2806;0.0181;0.5836;0.5996;0.4046;0.0308;0.3806;0.1531;0.1450;cluster_score;ctx_2;55;-2.9912;0.2909;0.7037;0.0182;score_confirms;-0.4025;0.2428;0.0513;0.0263;e:1.00|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.40|fc:0.20|tl:0.40|td:-0.40|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.40|tm:0.75|th:0.50|mc:-1.00|ms:12|at:-2|ss:-1;1;-0.7823;0.0000;0.0000;0.2254;0.0000;0.0000;0.0000;0.0000;0.6804;0.2863;0.6275;0.4314;0.1087;0.1000
1767692400000000;1057;871;hold;context_cluster_negative;WAIT;0.4015;1.0000;2;0.0000;0.1336;0.0000;0.2582;0.4742;hard_inhibit;0.1801;0.3997;0.4754;0;0.2308;0.3276;0.2533;0.2243;0.2243;0.0131;0.5621;0.5582;0.4143;0.0184;0.3837;0.1520;0.1444;mixed;ctx_12;45;-3.3848;0.1556;0.8333;0.0667;score_confirms;-0.4515;0.1592;0.1092;0.0193;e:0.75|c:0.40|a:1|cp:0.50|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-1.75|ms:12|at:-2|ss:-1;1;-0.7293;0.0000;0.0000;0.1285;0.0000;0.0000;0.0000;0.0000;0.7508;0.2451;0.7633;0.4668;0.1177;0.2012
1767692700000000;1058;872;observe;zero_point_regulation;WAIT;0.4051;1.0000;2;0.0000;0.1415;0.0000;0.2624;0.4761;hard_inhibit;0.0851;0.4478;0.5052;1;0.1784;0.3015;0.2092;0.1686;0.1686;0.0063;0.5213;0.5225;0.3523;0.0559;0.3337;0.2176;0.1945;mixed;ctx_12;45;-3.3848;0.1556;0.8333;0.0667;score_confirms;-0.4889;0.2694;0.1092;0.0193;e:0.75|c:0.60|a:1|cp:0.75|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-1.50|ms:12|at:-2|ss:-1;1;-0.5591;0.0000;0.0000;0.2212;0.0000;0.0000;0.0000;0.0000;0.6569;0.2712;0.6692;0.4103;0.1106;0.1000
1767693000000000;1059;873;hold;stressed_block;WAIT;0.3675;1.0000;2;0.0000;0.0598;0.0000;0.2189;0.4541;inhibit;0.1001;0.4204;0.4713;0;0.2004;0.3340;0.2396;0.2233;0.2233;0.0107;0.4679;0.4739;0.3322;0.0907;0.3091;0.2701;0.2474;-;ctx_27;15;-0.2664;0.0000;0.0000;1.0000;low_hit_caution;-0.2792;0.2062;0.1296;0.0141;e:1.00|c:0.60|a:1|cp:0.50|ri:0.00|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.20|rm:0.40|lb:0.40|pw:1.00|pc:0.60|sr:0.20|nd:0.00|tm:0.50|th:0.25|mc:0.25|ms:12|at:1|ss:-1;1;-1.0945;0.0000;0.0000;0.2558;0.0000;0.0000;0.0000;0.0000;0.6282;0.3242;0.5755;0.3049;0.1104;0.1000
1767693300000000;1060;874;observe;external_pressure_observe;SHORT;0.1995;0.5000;1;0.0000;0.0641;0.0000;0.1276;0.2983;inhibit;0.0864;0.2966;0.3213;0;0.1880;0.2852;0.2040;0.1623;0.1623;0.0062;0.6475;0.6774;0.4382;0.0334;0.4271;0.0913;0.1092;-;ctx_18;10;-0.2975;0.0000;1.0000;0.8000;low_hit_caution;-0.2908;0.2197;0.1059;0.0169;-;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.6363;0.3003;0.6360;0.6934;0.1053;0.1000
1767693600000000;1061;875;hold;fused_score_too_low;WAIT;0.3544;1.0000;2;0.0000;0.0314;0.0000;0.2037;0.4461;neutral_match;0.1054;0.4255;0.4565;0;0.1934;0.3091;0.2167;0.1909;0.1909;0.0080;0.6513;0.6820;0.4498;0.0303;0.4341;0.0873;0.1069;-;ctx_16;44;-0.3151;0.2727;0.7073;0.0682;-;-0.1175;0.2118;0.4252;0.0172;e:0.50|c:0.20|a:1|cp:0.50|ri:0.00|fp:0.20|fc:0.00|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.40|er:0.40|rm:0.40|lb:0.40|pw:1.00|pc:0.60|sr:0.00|nd:0.20|tm:0.25|th:0.25|mc:0.00|ms:12|at:1|ss:-1;1;-0.3290;0.0000;0.0000;0.1519;0.0000;0.0000;0.0000;0.0000;0.6728;0.2384;0.7073;0.5098;0.1055;0.1000
1767693900000000;1062;876;hold;context_cluster_negative;WAIT;0.4031;1.0000;2;0.0000;0.1371;0.0000;0.2601;0.4740;hard_inhibit;0.1042;0.4177;0.4937;0;0.1629;0.3096;0.1982;0.1818;0.1818;0.0059;0.6438;0.6728;0.4415;0.0305;0.4201;0.0951;0.1114;cluster_score;ctx_3;65;-2.9052;0.2923;0.6984;0.0308;score_confirms;-0.4022;0.2526;0.0247;0.0139;e:1.00|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.00|fc:0.20|tl:0.20|td:0.00|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.60|rm:0.80|lb:0.80|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.75|th:0.25|mc:-1.75|ms:12|at:-2|ss:-1;1;-0.5849;0.0000;0.0000;0.1935;0.0000;0.0000;0.0000;0.0000;0.7137;0.2005;0.7636;0.3700;0.1080;0.1000
1767694200000000;1063;877;hold;context_cluster_negative;WAIT;0.4039;1.0000;2;0.0000;0.1390;0.0000;0.2611;0.4743;hard_inhibit;0.1141;0.4106;0.4868;0;0.2391;0.3772;0.2860;0.2745;0.2745;0.0188;0.5838;0.5987;0.4045;0.0289;0.3813;0.1528;0.1449;mixed;ctx_12;45;-3.3848;0.1556;0.8333;0.0667;score_confirms;-0.4769;0.2339;0.1092;0.0193;e:0.75|c:0.40|a:1|cp:0.50|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.80|sr:0.20|nd:0.20|tm:0.50|th:0.25|mc:-1.75|ms:12|at:-2|ss:-1;1;-0.7293;0.0000;0.0000;0.1081;0.0000;0.0000;0.0000;0.0000;0.7324;0.2019;0.7793;0.3840;0.1080;0.1000
