section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.cluster_detect_pre_memory;6.4105;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4071;agents=230|dims=3
step_mcm_brain.memory_store;0.0556;clusters=1
mcm_field.step.build_neighbor_state_map;3.7516;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;6.1703;clusters=1|agents=230
apply_runtime_result.refresh_experience_space;2.3199;decision_tendency=hold
mcm_field.step.activity_diffusion;12.6001;agents=230|neighbors=8
mcm_field.step.sync_neurons;1.3513;agents=230|dims=3
step_mcm_brain.total;79.9270;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.7846;agents=230|every_n=2
apply_runtime_result.total;4.1314;decision_tendency=act|runtime_tick_seq=7
step_mcm_brain.snapshot_field_read;17.0552;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5081;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.4604;decision_tendency=hold
step_mcm_brain.primary_field_step;59.7000;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0059;agents=230|neighbors=8
step_mcm_brain.total;94.9078;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;1.2946;agents=230
apply_runtime_result.total;3.2878;decision_tendency=hold|runtime_tick_seq=12
step_mcm_brain.cluster_detect_snapshot;3.7725;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.6967;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1035;active=0.9263
step_mcm_brain.primary_field_step;72.2100;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9525;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;18.1243;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4871;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.1114;decision_tendency=hold
step_mcm_brain.primary_field_step;54.6566;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0138;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;6.3166;clusters=1|agents=230
mcm_field.step.activity_diffusion;15.2602;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8743;decision_tendency=observe
mcm_field.step.total;76.9029;agents=230|dims=3
mcm_field.step.sync_neurons;1.3778;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.2870;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4682;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.9178;decision_tendency=observe
step_mcm_brain.primary_field_step;52.0343;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9210;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.0026;neurons=230|areals=1
