MATURED_EXIT mode=observe ts=1767706800000000 side=LONG entry=138.8596 tp=140.3444 sl=138.5140 risk=0.3455 exit_price=138.9100 maturity_pressure=0.4608 mfe_r=2.4322 mae_r=0.3170 current_r=0.1460 giveback_r=2.2862 structure_quality=0.4721 pressure_to_capacity=1.4942 recovery_balance=0.0000 bars_open=26 position_cognitive_load=0.4959 exit_decision_pressure=0.5350 plan_trust=0.4323 intervention_fitness=0.3303 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1767793800000000 side=LONG entry=137.9100 tp=139.4246 sl=137.5434 risk=0.3666 exit_price=137.9100 maturity_pressure=0.4742 mfe_r=1.6366 mae_r=0.9820 current_r=0.0000 giveback_r=1.6366 structure_quality=0.4451 pressure_to_capacity=1.3743 recovery_balance=0.0000 bars_open=32 position_cognitive_load=0.4895 exit_decision_pressure=0.5203 plan_trust=0.4309 intervention_fitness=0.3221 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768122300000000 side=LONG entry=136.3700 tp=137.7355 sl=135.9697 risk=0.4003 exit_price=136.5300 maturity_pressure=0.5384 mfe_r=1.3489 mae_r=0.0000 current_r=0.3997 giveback_r=0.9492 structure_quality=0.4231 pressure_to_capacity=1.5669 recovery_balance=0.0000 bars_open=6 position_cognitive_load=0.4534 exit_decision_pressure=0.3882 plan_trust=0.4659 intervention_fitness=0.2702 intervention_label=quiet_position_watch exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768126200000000 side=LONG entry=136.3700 tp=137.7355 sl=135.9697 risk=0.4003 exit_price=136.5200 maturity_pressure=0.4776 mfe_r=1.3489 mae_r=0.1749 current_r=0.3747 giveback_r=0.9742 structure_quality=0.4603 pressure_to_capacity=1.5669 recovery_balance=0.0000 bars_open=19 position_cognitive_load=0.4723 exit_decision_pressure=0.3803 plan_trust=0.4909 intervention_fitness=0.2546 intervention_label=quiet_position_watch exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768132200000000 side=LONG entry=136.3700 tp=137.7355 sl=135.9697 risk=0.4003 exit_price=136.5500 maturity_pressure=0.4941 mfe_r=1.3489 mae_r=0.1749 current_r=0.4496 giveback_r=0.8993 structure_quality=0.4367 pressure_to_capacity=1.5669 recovery_balance=0.0000 bars_open=39 position_cognitive_load=0.5048 exit_decision_pressure=0.3875 plan_trust=0.4872 intervention_fitness=0.2560 intervention_label=quiet_position_watch exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768612500000000 side=LONG entry=144.4100 tp=145.8758 sl=143.9156 risk=0.4944 exit_price=144.7200 maturity_pressure=0.4862 mfe_r=2.3056 mae_r=0.4247 current_r=0.6270 giveback_r=1.6787 structure_quality=0.4153 pressure_to_capacity=1.2335 recovery_balance=0.0000 bars_open=57 position_cognitive_load=0.5041 exit_decision_pressure=0.4868 plan_trust=0.4786 intervention_fitness=0.3149 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768617600000000 side=LONG entry=144.4100 tp=145.8758 sl=143.9156 risk=0.4944 exit_price=144.4600 maturity_pressure=0.5421 mfe_r=2.3056 mae_r=0.4247 current_r=0.1011 giveback_r=2.2045 structure_quality=0.3857 pressure_to_capacity=1.2335 recovery_balance=0.0000 bars_open=74 position_cognitive_load=0.5301 exit_decision_pressure=0.5702 plan_trust=0.3810 intervention_fitness=0.3452 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768622400000000 side=LONG entry=144.4100 tp=145.8758 sl=143.9156 risk=0.4944 exit_price=144.4900 maturity_pressure=0.4642 mfe_r=2.3056 mae_r=0.4247 current_r=0.1618 giveback_r=2.1438 structure_quality=0.4270 pressure_to_capacity=1.2335 recovery_balance=0.0000 bars_open=90 position_cognitive_load=0.5237 exit_decision_pressure=0.5347 plan_trust=0.4337 intervention_fitness=0.3276 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768732200000000 side=LONG entry=142.2597 tp=143.7462 sl=141.9145 risk=0.3452 exit_price=142.3300 maturity_pressure=0.5008 mfe_r=1.1307 mae_r=0.9550 current_r=0.2037 giveback_r=0.9270 structure_quality=0.4006 pressure_to_capacity=1.3385 recovery_balance=0.0000 bars_open=33 position_cognitive_load=0.4663 exit_decision_pressure=0.4602 plan_trust=0.4363 intervention_fitness=0.3014 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768736100000000 side=LONG entry=142.2597 tp=143.7462 sl=141.9145 risk=0.3452 exit_price=142.2900 maturity_pressure=0.6454 mfe_r=1.1307 mae_r=0.9550 current_r=0.0879 giveback_r=1.0429 structure_quality=0.3471 pressure_to_capacity=1.3385 recovery_balance=0.0000 bars_open=46 position_cognitive_load=0.4957 exit_decision_pressure=0.5108 plan_trust=0.3791 intervention_fitness=0.3229 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768775400000000 side=LONG entry=142.2600 tp=143.8135 sl=141.8825 risk=0.3775 exit_price=142.6200 maturity_pressure=0.6321 mfe_r=2.6226 mae_r=0.8477 current_r=0.9537 giveback_r=1.6689 structure_quality=0.3430 pressure_to_capacity=1.2631 recovery_balance=0.0000 bars_open=49 position_cognitive_load=0.5058 exit_decision_pressure=0.5731 plan_trust=0.4899 intervention_fitness=0.3712 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1768947000000000 side=LONG entry=126.8715 tp=128.1465 sl=126.2870 risk=0.5846 exit_price=127.4200 maturity_pressure=0.4985 mfe_r=2.0672 mae_r=0.4816 current_r=0.9382 giveback_r=1.1290 structure_quality=0.4195 pressure_to_capacity=1.2975 recovery_balance=0.0000 bars_open=52 position_cognitive_load=0.4868 exit_decision_pressure=0.4285 plan_trust=0.5240 intervention_fitness=0.2873 intervention_label=quiet_position_watch exit_candidate=0 candidate_label=plan_trust_holds
MATURED_EXIT mode=observe ts=1769063400000000 side=LONG entry=129.5300 tp=130.8598 sl=129.1717 risk=0.3583 exit_price=129.9700 maturity_pressure=0.5514 mfe_r=3.0418 mae_r=0.0000 current_r=1.2279 giveback_r=1.8139 structure_quality=0.3962 pressure_to_capacity=1.3258 recovery_balance=0.0000 bars_open=78 position_cognitive_load=0.5237 exit_decision_pressure=0.4890 plan_trust=0.5153 intervention_fitness=0.3218 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1769070900000000 side=LONG entry=129.5300 tp=130.8598 sl=129.1717 risk=0.3583 exit_price=129.8400 maturity_pressure=0.5255 mfe_r=3.0418 mae_r=0.5023 current_r=0.8651 giveback_r=2.1767 structure_quality=0.4099 pressure_to_capacity=1.3258 recovery_balance=0.0000 bars_open=103 position_cognitive_load=0.5374 exit_decision_pressure=0.5650 plan_trust=0.4628 intervention_fitness=0.3496 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1769073900000000 side=LONG entry=129.5300 tp=130.8598 sl=129.1717 risk=0.3583 exit_price=129.8600 maturity_pressure=0.5284 mfe_r=3.0418 mae_r=0.5023 current_r=0.9209 giveback_r=2.1209 structure_quality=0.4083 pressure_to_capacity=1.3258 recovery_balance=0.0000 bars_open=113 position_cognitive_load=0.5363 exit_decision_pressure=0.5594 plan_trust=0.4689 intervention_fitness=0.3475 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1769289600000000 side=LONG entry=127.2675 tp=128.5776 sl=126.9589 risk=0.3086 exit_price=127.2900 maturity_pressure=0.4990 mfe_r=0.7858 mae_r=0.3807 current_r=0.0729 giveback_r=0.7128 structure_quality=0.4435 pressure_to_capacity=1.8458 recovery_balance=0.0000 bars_open=36 position_cognitive_load=0.5444 exit_decision_pressure=0.4024 plan_trust=0.4261 intervention_fitness=0.2524 intervention_label=quiet_position_watch exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1769292000000000 side=LONG entry=127.2675 tp=128.5776 sl=126.9589 risk=0.3086 exit_price=127.1400 maturity_pressure=0.5187 mfe_r=0.7858 mae_r=0.5427 current_r=-0.4131 giveback_r=1.1988 structure_quality=0.7255 pressure_to_capacity=1.8458 recovery_balance=0.0000 bars_open=44 position_cognitive_load=0.5613 exit_decision_pressure=0.4266 plan_trust=0.5496 intervention_fitness=0.2596 intervention_label=quiet_position_watch exit_candidate=0 candidate_label=plan_trust_holds
MATURED_EXIT mode=observe ts=1769298300000000 side=LONG entry=127.2675 tp=128.5776 sl=126.9589 risk=0.3086 exit_price=127.2700 maturity_pressure=0.5187 mfe_r=1.5958 mae_r=0.5427 current_r=0.0081 giveback_r=1.5877 structure_quality=0.5552 pressure_to_capacity=1.8458 recovery_balance=0.0000 bars_open=65 position_cognitive_load=0.5957 exit_decision_pressure=0.4442 plan_trust=0.4523 intervention_fitness=0.2519 intervention_label=quiet_position_watch exit_candidate=0 candidate_label=no_exit_candidate
MATURED_EXIT mode=observe ts=1769300700000000 side=LONG entry=127.2675 tp=128.5776 sl=126.9589 risk=0.3086 exit_price=127.0800 maturity_pressure=0.5187 mfe_r=1.5958 mae_r=0.7371 current_r=-0.6075 giveback_r=2.2033 structure_quality=0.7286 pressure_to_capacity=1.8458 recovery_balance=0.0000 bars_open=73 position_cognitive_load=0.6234 exit_decision_pressure=0.5979 plan_trust=0.5072 intervention_fitness=0.3478 intervention_label=exit_nervousness_observe exit_candidate=0 candidate_label=exit_pressure_unfit_observe
