timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1584;0.1773;0.0207;0.5703;0.2201;0.5777;0.5004;0.6573;0.6868;0.1002;0.1578;0.1990;1.0000;0.0852;0.7159;-;inner_ctx_10
1767375600000000;1;2;observe;structure_bearing_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1419;0.1689;0.0357;0.6200;0.2158;0.5911;-0.0474;0.6461;0.6807;0.0530;0.1212;0.2070;1.0000;0.0905;0.8319;ctx_3;inner_ctx_7
1767375900000000;2;3;hold;context_cluster_negative;WAIT;active_perception_field;0.0000;0.2656;0.0000;0.0000;0.0000;0.3000;0.3559;0.2430;0.2222;0.2066;0.5992;0.3052;0.5859;1.3889;0.6433;0.6492;0.4684;0.4496;0.3258;1.0000;0.1463;0.9147;ctx_9;inner_ctx_7
1767376200000000;3;4;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1425;0.1690;0.0354;0.6874;0.2074;0.6153;0.7651;0.7205;0.7586;0.2200;0.2289;0.2566;1.0000;0.1024;0.9769;ctx_6;inner_ctx_9
1767376500000000;4;5;observe;development_reframe_observe;LONG;fragmented_perception_field;0.0000;0.1535;0.0000;0.0000;0.0000;0.2428;0.0335;0.4137;0.4564;0.0137;0.6986;0.2689;0.6297;1.0543;0.7978;0.8067;0.2110;0.2343;0.2961;1.0000;0.1414;0.9862;ctx_3;inner_ctx_7
1767376800000000;5;6;act;plan_allowed;LONG;active_perception_field;0.0000;0.2521;0.0000;0.0000;0.0000;0.3252;0.3380;0.2548;0.2352;0.2125;0.7649;0.2689;0.6731;1.2324;0.8086;0.7938;0.4792;0.4619;0.3627;1.0000;0.1535;1.0000;ctx_12;inner_ctx_1
1767378900000000;12;7;hold;pause_mode;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1563;0.1775;0.0196;0.6421;0.2572;0.5362;0.6943;0.7299;0.7434;0.3700;0.3405;0.1604;1.0000;0.1019;1.0000;-;inner_ctx_5
1767379500000000;14;9;hold;pause_mode;SHORT;active_perception_field;0.0000;0.2618;0.0000;0.0000;0.0000;0.3028;0.3498;0.2388;0.2177;0.2072;0.6206;0.3250;0.5341;0.9593;0.6612;0.6528;0.6466;0.5801;0.3443;1.0000;0.1630;1.0000;-;inner_ctx_7
1767379800000000;15;10;hold;pause_mode;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1627;0.1807;0.0143;0.5480;0.4159;0.5028;-0.6990;0.5487;0.5142;0.6036;0.5255;0.2670;1.0000;0.1148;1.0000;-;inner_ctx_9
1767380100000000;16;11;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1684;0.1830;0.0137;0.5941;0.3560;0.5501;-0.5582;0.6274;0.6042;0.4424;0.3710;0.2200;1.0000;0.0856;1.0000;ctx_2;inner_ctx_10
1767380700000000;18;13;observe;structure_bearing_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1411;0.1657;0.0515;0.7620;0.1915;0.6547;0.1216;0.8304;0.8259;0.3357;0.3054;0.2753;1.0000;0.0883;1.0000;ctx_12;inner_ctx_10
1767381000000000;19;14;hold;context_cluster_negative;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1356;0.1629;0.0549;0.7682;0.1578;0.6755;0.2597;0.8202;0.8311;0.1857;0.1721;0.2337;1.0000;0.0879;1.0000;ctx_2;inner_ctx_7
1767381300000000;20;15;hold;context_cluster_negative;WAIT;fragmented_perception_field;0.0000;0.1393;0.0000;0.0000;0.0000;0.2956;0.0249;0.4326;0.4764;0.0246;0.7085;0.2937;0.6432;0.4057;0.7909;0.7692;0.4555;0.4346;0.3656;1.0000;0.1637;1.0000;ctx_2;inner_ctx_7
1767381600000000;21;16;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1638;0.1810;0.0116;0.6599;0.2633;0.6239;-0.0050;0.7312;0.7491;0.3753;0.2898;0.1359;1.0000;0.1160;1.0000;ctx_60;inner_ctx_1
1767381900000000;22;17;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1444;0.1712;0.0306;0.6532;0.2584;0.6056;0.0245;0.6740;0.6740;0.3796;0.2999;0.1487;1.0000;0.0990;1.0000;-;inner_ctx_7
1767382500000000;24;19;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1532;0.1765;0.0178;0.6520;0.2845;0.5906;1.0566;0.6878;0.6966;0.5689;0.4838;0.2744;1.0000;0.1119;1.0000;ctx_20;inner_ctx_7
1767382800000000;25;20;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1627;0.1803;0.0139;0.6322;0.2684;0.5950;0.4956;0.6913;0.7106;0.4246;0.3151;0.2171;1.0000;0.1114;1.0000;ctx_58;inner_ctx_10
1767383100000000;26;21;hold;context_cluster_negative;WAIT;quiet_field;0.0000;0.1992;0.0000;0.0000;0.0000;0.1928;0.1509;0.2334;0.2401;0.1504;0.7110;0.2559;0.6192;0.9668;0.7482;0.7475;0.5174;0.4211;0.3076;1.0000;0.1293;1.0000;ctx_33;inner_ctx_7
1767383400000000;27;22;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1468;0.1715;0.0294;0.6576;0.2396;0.5935;0.4183;0.7124;0.7233;0.4977;0.3950;0.1456;1.0000;0.0984;1.0000;-;inner_ctx_8
