MCM_ENTRY | side=SHORT entry=137.467497 sl=137.982855 tp=136.113683 rr=2.6269 self_state=stressed attractor=defense memory_center=-2.4541 memory_strength=20 focus_direction=-0.7362 focus_strength=0.0000 focus_confidence=0.0000 target_lock=0.0750 noise_damp=0.1949 signal_relevance=0.0826 entry_expectation=0.3651 target_expectation=0.0837 approach_pressure=0.6977 pressure_release=0.2146 experience_regulation=0.2548 reflection_maturity=0.3307 signature_key=e:1.25|c:-1.00|a:-1|cp:-1.00|ri:0.00|fp:-0.20|fc:0.00|tl:0.20|td:0.00|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.20|rm:0.40|lb:0.20|pw:1.00|pc:0.40|sr:0.00|nd:0.20|tm:0.00|th:0.50|mc:-2.50|ms:12|at:-2|ss:-1 signature_bias=0.0000 signature_block=False signature_quality=0.0000 signature_distance=0.1458 context_cluster_id=ctx_13 context_cluster_bias=-0.2400 context_cluster_quality=-0.3048 context_cluster_distance=0.1207 context_cluster_block=False inhibition_level=0.2305 habituation_level=0.0337 competition_bias=-0.0843 observation_mode=False long_score=-2.7461 short_score=1.1696
MCM_ENTRY | side=LONG entry=134.263840 sl=133.361607 tp=136.125065 rr=2.0629 self_state=stressed attractor=defense memory_center=-0.3894 memory_strength=29 focus_direction=0.7539 focus_strength=0.6767 focus_confidence=0.3355 target_lock=0.4633 noise_damp=0.1342 signal_relevance=0.3454 entry_expectation=0.4333 target_expectation=0.1009 approach_pressure=0.7907 pressure_release=0.0035 experience_regulation=0.2572 reflection_maturity=0.3425 signature_key=e:1.25|c:0.80|a:1|cp:0.75|ri:0.20|fp:0.20|fc:0.20|tl:0.20|td:0.00|ee:0.40|te:0.20|ap:0.80|pr:0.00|er:0.20|rm:0.40|lb:0.20|pw:1.00|pc:0.60|sr:0.40|nd:0.20|tm:0.75|th:0.25|mc:-0.50|ms:12|at:-2|ss:-1 signature_bias=0.0000 signature_block=False signature_quality=0.0000 signature_distance=0.0154 context_cluster_id=ctx_12 context_cluster_bias=-0.2400 context_cluster_quality=-0.3651 context_cluster_distance=0.1819 context_cluster_block=False inhibition_level=0.1845 habituation_level=0.0316 competition_bias=0.1143 observation_mode=False long_score=0.7300 short_score=-2.2031
MCM_ENTRY | side=LONG entry=136.311002 sl=135.979584 tp=137.746811 rr=4.3323 self_state=stressed attractor=explore memory_center=2.0170 memory_strength=42 focus_direction=0.6577 focus_strength=0.3833 focus_confidence=0.1466 target_lock=0.3115 noise_damp=0.3139 signal_relevance=0.1997 entry_expectation=0.4034 target_expectation=0.0996 approach_pressure=0.4844 pressure_release=0.3524 experience_regulation=0.2353 reflection_maturity=0.3064 signature_key=e:0.75|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.40|ee:0.40|te:0.00|ap:0.40|pr:0.40|er:0.20|rm:0.40|lb:0.20|pw:1.00|pc:0.40|sr:0.20|nd:0.40|tm:0.75|th:0.50|mc:2.00|ms:12|at:2|ss:-1 signature_bias=0.0000 signature_block=False signature_quality=0.0000 signature_distance=0.1119 context_cluster_id=ctx_26 context_cluster_bias=-0.0877 context_cluster_quality=-0.0877 context_cluster_distance=0.1568 context_cluster_block=False inhibition_level=0.2283 habituation_level=0.0457 competition_bias=0.1602 observation_mode=False long_score=1.2663 short_score=-3.0528
MCM_ENTRY | side=LONG entry=139.635286 sl=138.794229 tp=141.059665 rr=1.6936 self_state=stressed attractor=cooperate memory_center=0.7627 memory_strength=26 focus_direction=0.5270 focus_strength=0.3133 focus_confidence=0.1475 target_lock=0.2665 noise_damp=0.2443 signal_relevance=0.1768 entry_expectation=0.3350 target_expectation=0.0622 approach_pressure=0.6695 pressure_release=0.1593 experience_regulation=0.3429 reflection_maturity=0.5536 signature_key=e:1.00|c:0.60|a:1|cp:0.50|ri:0.20|fp:0.20|fc:0.20|tl:0.20|td:-0.20|ee:0.40|te:0.00|ap:0.60|pr:0.20|er:0.40|rm:0.60|lb:0.40|pw:1.00|pc:0.60|sr:0.20|nd:0.20|tm:0.50|th:0.50|mc:0.75|ms:12|at:1|ss:-1 signature_bias=0.0000 signature_block=False signature_quality=0.0000 signature_distance=0.1031 context_cluster_id=ctx_5 context_cluster_bias=-0.1124 context_cluster_quality=-0.1124 context_cluster_distance=0.1851 context_cluster_block=False inhibition_level=0.2063 habituation_level=0.0450 competition_bias=0.0945 observation_mode=False long_score=0.3895 short_score=-1.7623
MCM_ENTRY | side=LONG entry=144.002462 sl=143.652883 tp=145.501614 rr=4.2884 self_state=stressed attractor=cooperate memory_center=0.8909 memory_strength=20 focus_direction=0.6001 focus_strength=0.3264 focus_confidence=0.1435 target_lock=0.3083 noise_damp=0.3275 signal_relevance=0.1903 entry_expectation=0.4583 target_expectation=0.1171 approach_pressure=0.5811 pressure_release=0.0014 experience_regulation=0.4414 reflection_maturity=0.6270 signature_key=e:1.00|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.40|ee:0.40|te:0.20|ap:0.60|pr:0.00|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.80|sr:0.20|nd:0.40|tm:0.50|th:0.50|mc:1.00|ms:12|at:1|ss:-1 signature_bias=0.0000 signature_block=False signature_quality=0.0000 signature_distance=0.0858 context_cluster_id=ctx_31 context_cluster_bias=-0.1487 context_cluster_quality=-0.1487 context_cluster_distance=0.1217 context_cluster_block=False inhibition_level=0.2278 habituation_level=0.0564 competition_bias=0.1748 observation_mode=False long_score=1.2132 short_score=-2.6567
MCM_ENTRY | side=LONG entry=145.572108 sl=145.224678 tp=147.100194 rr=4.3983 self_state=stressed attractor=explore memory_center=2.2453 memory_strength=42 focus_direction=0.5797 focus_strength=0.2978 focus_confidence=0.1339 target_lock=0.2857 noise_damp=0.3309 signal_relevance=0.1763 entry_expectation=0.4700 target_expectation=0.1323 approach_pressure=0.5938 pressure_release=0.1228 experience_regulation=0.4107 reflection_maturity=0.6182 signature_key=e:0.75|c:0.60|a:1|cp:1.00|ri:0.00|fp:0.40|fc:0.20|tl:0.20|td:-0.40|ee:0.40|te:0.20|ap:0.60|pr:0.20|er:0.40|rm:0.60|lb:0.60|pw:1.00|pc:0.60|sr:0.20|nd:0.40|tm:0.50|th:0.50|mc:2.25|ms:12|at:2|ss:-1 signature_bias=0.0000 signature_block=False signature_quality=0.0000 signature_distance=0.0485 context_cluster_id=ctx_26 context_cluster_bias=0.0161 context_cluster_quality=0.0161 context_cluster_distance=0.1416 context_cluster_block=False inhibition_level=0.2382 habituation_level=0.0587 competition_bias=0.1668 observation_mode=False long_score=1.2731 short_score=-3.1570
