section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
mcm_field.step.total;58.0779;agents=230|dims=3
apply_runtime_result.total;3.1771;decision_tendency=hold|runtime_tick_seq=1
step_mcm_brain.cluster_detect_pre_memory;0.0533;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4061;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.5346;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.9304;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0552;decision_tendency=observe
step_mcm_brain.primary_field_step;55.1240;agents=230|dims=3
memory_state.write_payload;101.4815;path=bot_memory/memory_state.json|keys=55
apply_runtime_result.refresh_experience_space;2.4382;decision_tendency=hold
apply_runtime_result.total;5.4774;decision_tendency=hold|runtime_tick_seq=10
apply_runtime_result.refresh_experience_space;2.5482;decision_tendency=hold
mcm_field.step.total;68.4454;agents=230|dims=3
mcm_field.step.refresh_arrays;0.4484;agents=230|dims=3
apply_runtime_result.total;2.8275;decision_tendency=hold|runtime_tick_seq=14
step_mcm_brain.cluster_detect_snapshot;3.4219;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.6633;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.9115;decision_tendency=hold
mcm_field.step.total;71.1513;agents=230|dims=3
mcm_field.step.sync_neurons;1.4194;agents=230|dims=3
step_mcm_brain.total;74.1527;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;16.6541;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1063;active=0.9040
step_mcm_brain.cluster_detect_pre_memory;0.0538;clusters=1|agents=230
mcm_field.step.sync_neurons;1.6364;agents=230|dims=3
step_mcm_brain.cluster_detect_pre_memory;0.0513;clusters=1|agents=230
mcm_field.step.build_neighbor_state_map;3.9252;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;36.6349;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4799;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.9609;decision_tendency=hold
step_mcm_brain.primary_field_step;54.0154;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9455;agents=230|neighbors=8
step_mcm_brain.total;88.0271;mode=market|clusters=1|agents=230
apply_runtime_result.refresh_active_context_trace;0.1067;active=0.9098
compute_runtime_result.total;0.4516;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1045;active=0.9233
compute_runtime_result.total;0.3058;decision_tendency=hold|active_trade=True
apply_runtime_result.refresh_active_context_trace;0.1044;active=0.9234
compute_runtime_result.total;0.2170;decision_tendency=hold|active_trade=True
mcm_field.step.total;51.1194;agents=230|dims=3
mcm_field.step.refresh_arrays;0.4685;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1052;active=0.9128
step_mcm_brain.cluster_detect_pre_memory;0.0593;clusters=1|agents=230
mcm_field.step.sync_neurons;2.7611;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;4.0144;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.8356;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.1287;decision_tendency=hold
mcm_field.step.total;78.0416;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1111;active=0.9099
step_mcm_brain.cluster_detect_pre_memory;0.0524;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3564;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.5078;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4488;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1079;active=0.9019
step_mcm_brain.primary_field_step;67.1461;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9455;agents=230|neighbors=8
compute_runtime_result.total;90.5683;decision_tendency=hold|active_trade=False
mcm_field.step.field_perception_state;0.3794;agents=230
apply_runtime_result.total;3.4090;decision_tendency=observe|runtime_tick_seq=50
mcm_field.step.total;53.7932;agents=230|dims=3
mcm_field.step.sync_neurons;1.4390;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.7639;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4429;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1048;active=0.9230
step_mcm_brain.primary_field_step;69.7639;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.8932;agents=230|neighbors=8
step_mcm_brain.total;74.7434;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.2053;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1075;active=0.9298
step_mcm_brain.cluster_detect_snapshot;3.7378;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0761;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.7177;decision_tendency=hold
step_mcm_brain.primary_field_step;51.4238;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9047;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.6711;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4504;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1046;active=0.9152
step_mcm_brain.primary_field_step;67.2885;agents=230|dims=3
