section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.cluster_detect_pre_memory;4.1775;clusters=1|agents=230
mcm_field.step.sync_neurons;1.4324;agents=230|dims=3
step_mcm_brain.memory_store;0.1142;clusters=1
mcm_field.step.build_neighbor_state_map;2.8232;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.7805;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.9736;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.5404;decision_tendency=hold
step_mcm_brain.primary_field_step;56.5936;agents=230|dims=3
memory_state.write_payload;113.1075;path=bot_memory/memory_state.json|keys=55
apply_runtime_result.refresh_experience_space;2.7818;decision_tendency=hold
apply_runtime_result.total;3.8077;decision_tendency=hold|runtime_tick_seq=10
apply_runtime_result.refresh_experience_space;2.6982;decision_tendency=hold
mcm_field.step.total;76.7874;agents=230|dims=3
mcm_field.step.refresh_arrays;0.4721;agents=230|dims=3
apply_runtime_result.total;3.2204;decision_tendency=act|runtime_tick_seq=14
step_mcm_brain.cluster_detect_snapshot;6.5518;clusters=1|agents=230
mcm_field.step.activity_diffusion;16.5797;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.8396;decision_tendency=hold
mcm_field.step.total;101.0921;agents=230|dims=3
apply_runtime_result.total;3.2358;decision_tendency=hold|runtime_tick_seq=17
step_mcm_brain.snapshot_field_read;17.4490;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4866;agents=230|dims=3
apply_runtime_result.refresh_experience_space;2.7912;decision_tendency=act
step_mcm_brain.primary_field_step;52.5695;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0297;agents=230|neighbors=8
step_mcm_brain.total;95.5884;mode=market|clusters=1|agents=230
mcm_field.step.field_perception_state;0.3255;agents=230
apply_runtime_result.total;2.9419;decision_tendency=hold|runtime_tick_seq=22
step_mcm_brain.cluster_detect_snapshot;3.9033;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.6047;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.3277;decision_tendency=observe
mcm_field.step.total;80.5640;agents=230|dims=3
apply_runtime_result.total;3.4939;decision_tendency=observe|runtime_tick_seq=25
mcm_field.step.total;53.7027;agents=230|dims=3
mcm_field.step.sync_neurons;1.3851;agents=230|dims=3
step_mcm_brain.snapshot_field_read;16.9910;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4770;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1048;active=0.9092
step_mcm_brain.primary_field_step;70.3176;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9764;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;16.5534;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5386;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.0617;decision_tendency=observe
step_mcm_brain.primary_field_step;61.3078;agents=230|dims=3
