timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2426;0.2195;0.0000;0.5079;0.3438;0.6399;0.1708;0.6938;0.6977;0.1063;0.1620;0.1559;1.0000;0.0862;0.7174;ctx_80;inner_ctx_10
1767375600000000;1;2;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1924;0.1882;0.0000;0.6049;0.2543;0.6568;0.2106;0.7204;0.7399;0.0565;0.1230;0.1793;1.0000;0.0884;0.8342;-;inner_ctx_10
1767375900000000;2;3;observe;development_reframe_observe;SHORT;active_perception_field;0.0000;0.2655;0.0000;0.0000;0.0000;0.2987;0.3556;0.3129;0.2540;0.1581;0.5462;0.4095;0.6402;1.1581;0.6813;0.6609;0.4673;0.4477;0.3083;1.0000;0.1429;0.9169;ctx_80;inner_ctx_10
1767376200000000;3;4;hold;context_cluster_negative;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2182;0.2043;0.0000;0.6290;0.3224;0.6700;0.7274;0.7568;0.7673;0.2182;0.2275;0.2455;1.0000;0.1043;0.9743;ctx_3;inner_ctx_6
1767376500000000;4;5;act;plan_allowed;LONG;fragmented_perception_field;0.0000;0.1538;0.0000;0.0000;0.0000;0.2499;0.0364;0.4771;0.4841;0.0000;0.6570;0.3544;0.6869;1.2373;0.8340;0.8125;0.2117;0.2356;0.2893;1.0000;0.1444;0.9840;ctx_6;inner_ctx_10
1767379200000000;13;6;hold;pause_mode;SHORT;active_perception_field;0.0000;0.2675;0.0000;0.0000;0.0000;0.2945;0.3578;0.3101;0.2471;0.1690;0.5948;0.4023;0.6050;0.8122;0.7787;0.7335;0.4591;0.4000;0.2512;1.0000;0.1931;1.0000;ctx_58;inner_ctx_9
1767379500000000;14;7;observe;zero_point_regulation;SHORT;active_perception_field;0.0000;0.2510;0.0000;0.0000;0.0000;0.3386;0.3404;0.3248;0.2677;0.1489;0.5687;0.4307;0.5763;0.9604;0.7006;0.6543;0.7490;0.6765;0.3553;1.0000;0.1209;1.0000;ctx_77;inner_ctx_6
1767379800000000;15;8;hold;pause_mode;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2140;0.2014;0.0000;0.5293;0.4671;0.5602;-0.3380;0.6145;0.5590;0.6498;0.5731;0.2641;1.0000;0.0667;1.0000;-;inner_ctx_6
1767380400000000;17;10;hold;pause_mode;SHORT;active_perception_field;0.0000;0.2540;0.0000;0.0000;0.0000;0.3141;0.3382;0.3081;0.2542;0.1565;0.6154;0.3816;0.6409;0.8741;0.7399;0.6962;0.6606;0.5248;0.2954;1.0000;0.1389;1.0000;ctx_13;inner_ctx_1
1767380700000000;18;11;observe;structure_bearing_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1855;0.1821;0.0224;0.7369;0.2584;0.7083;0.3086;0.8665;0.8298;0.3873;0.3501;0.2811;1.0000;0.0889;1.0000;ctx_12;inner_ctx_6
1767381300000000;20;13;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1922;0.1890;0.0168;0.7194;0.2894;0.7300;0.4401;0.8345;0.8008;0.3842;0.3746;0.3183;1.0000;0.1159;1.0000;ctx_25;inner_ctx_10
1767381600000000;21;14;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2358;0.2140;0.0000;0.6106;0.3585;0.6869;0.2061;0.7686;0.7613;0.3412;0.2611;0.1273;1.0000;0.1160;1.0000;-;inner_ctx_10
1767381900000000;22;15;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1922;0.1900;0.0044;0.6194;0.3261;0.6646;-0.0351;0.6927;0.6599;0.3403;0.2671;0.1358;1.0000;0.0904;1.0000;-;inner_ctx_10
1767382500000000;24;17;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2184;0.2069;0.0000;0.6105;0.3684;0.6567;0.9587;0.7248;0.7112;0.5180;0.4404;0.2627;1.0000;0.1164;1.0000;ctx_20;inner_ctx_10
1767382800000000;25;18;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2388;0.2162;0.0000;0.5802;0.3693;0.6615;0.6367;0.7280;0.7219;0.3815;0.2780;0.2070;1.0000;0.1161;1.0000;ctx_58;inner_ctx_1
1767383100000000;26;19;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1911;0.1893;0.0095;0.6818;0.2881;0.6843;0.9179;0.7811;0.7611;0.4711;0.3821;0.2759;1.0000;0.0991;1.0000;ctx_75;inner_ctx_10
1767383400000000;27;20;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2144;0.2021;0.0000;0.6122;0.3371;0.6597;0.2586;0.7489;0.7361;0.4710;0.3728;0.1392;1.0000;0.0992;1.0000;ctx_5;inner_ctx_10
1767383700000000;28;21;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1904;0.1888;0.0080;0.6215;0.3223;0.6578;-0.4703;0.7006;0.6609;0.3476;0.2699;0.1100;1.0000;0.0977;1.0000;ctx_58;inner_ctx_1
1767384300000000;30;23;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2337;0.2118;0.0000;0.6144;0.3582;0.6867;0.2047;0.7893;0.7592;0.4065;0.3271;0.1982;1.0000;0.1126;1.0000;ctx_58;inner_ctx_10
1767384600000000;31;24;observe;zero_point_regulation;WAIT;fragmented_perception_field;0.0000;0.1499;0.0000;0.0000;0.0000;0.2989;0.0452;0.5098;0.5130;0.0000;0.6122;0.4478;0.6586;0.9334;0.7856;0.7307;0.5663;0.5661;0.4316;1.0000;0.1609;1.0000;ctx_33;inner_ctx_10
1767384900000000;32;25;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1856;0.1848;0.0199;0.6422;0.3153;0.6572;-0.3722;0.7384;0.7011;0.3873;0.3417;0.2115;1.0000;0.1120;1.0000;ctx_80;inner_ctx_2
1767385200000000;33;26;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2021;0.1947;0.0000;0.6049;0.3528;0.6429;-0.2968;0.7077;0.6773;0.4073;0.3494;0.1853;1.0000;0.1118;1.0000;ctx_58;inner_ctx_10
1767385500000000;34;27;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2068;0.1977;0.0000;0.6273;0.3331;0.6642;-0.0034;0.7654;0.7361;0.5334;0.4224;0.2169;1.0000;0.1177;1.0000;ctx_77;inner_ctx_10
1767385800000000;35;28;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2277;0.2089;0.0000;0.5517;0.4671;0.6397;-0.5885;0.6389;0.5737;0.5216;0.4145;0.1866;1.0000;0.1181;1.0000;-;inner_ctx_10
1767386100000000;36;29;observe;zero_point_regulation;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2108;0.2012;0.0000;0.6145;0.3479;0.6718;0.4057;0.7429;0.7142;0.6182;0.4840;0.1901;1.0000;0.0949;1.0000;ctx_9;inner_ctx_10
1767386400000000;37;30;observe;zero_point_regulation;SHORT;fragmented_perception_field;0.0000;0.1268;0.0000;0.0000;0.0000;0.2964;0.0000;0.5308;0.5331;0.0000;0.5718;0.4443;0.6574;0.8079;0.7535;0.7018;0.6664;0.5177;0.2309;1.0000;0.1427;1.0000;ctx_13;inner_ctx_1
1767386700000000;38;31;observe;zero_point_regulation;SHORT;active_perception_field;0.0000;0.2450;0.0000;0.0000;0.0000;0.3345;0.3277;0.3142;0.2631;0.1496;0.6127;0.3726;0.6651;1.0573;0.7099;0.6653;0.7929;0.6175;0.2834;1.0000;0.1013;1.0000;ctx_9;inner_ctx_5
1767387000000000;39;32;observe;structure_development_observe;SHORT;active_perception_field;0.0000;0.2419;0.0000;0.0000;0.0000;0.3467;0.3262;0.3330;0.2767;0.1346;0.5804;0.4238;0.6452;1.3157;0.6850;0.6307;0.8991;0.7470;0.3409;1.0000;0.1036;1.0000;ctx_76;inner_ctx_6
1767387300000000;40;33;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2175;0.2031;0.0000;0.5462;0.4764;0.6259;-0.7201;0.6045;0.5419;0.6551;0.5755;0.2706;1.0000;0.0857;1.0000;-;inner_ctx_6
1767387600000000;41;34;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2604;0.2321;0.0000;0.5342;0.5177;0.6559;-0.9673;0.6484;0.5798;0.4938;0.3989;0.2111;1.0000;0.0849;1.0000;ctx_3;inner_ctx_1
1767387900000000;42;35;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2128;0.2016;0.0000;0.6400;0.3211;0.7044;-0.1588;0.7775;0.7471;0.5517;0.4417;0.1987;1.0000;0.0777;1.0000;ctx_17;inner_ctx_1
1767388200000000;43;36;hold;stressed_block;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2357;0.2130;0.0000;0.6256;0.3577;0.7160;-0.1134;0.7836;0.7575;0.5077;0.4065;0.1886;1.0000;0.0778;1.0000;-;inner_ctx_10
1767388500000000;44;37;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2413;0.2196;0.0000;0.5783;0.4637;0.7004;-0.8532;0.6758;0.6053;0.4415;0.3519;0.1760;1.0000;0.0854;1.0000;ctx_6;inner_ctx_1
1767388800000000;45;38;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2393;0.2177;0.0000;0.6627;0.3421;0.7438;0.1598;0.8200;0.8035;0.3233;0.2653;0.2213;1.0000;0.0850;1.0000;ctx_22;inner_ctx_1
1767389100000000;46;39;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2277;0.2123;0.0000;0.6338;0.3781;0.7104;0.1854;0.7483;0.7352;0.5465;0.4356;0.3049;1.0000;0.1049;1.0000;ctx_6;inner_ctx_10
1767389400000000;47;40;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1988;0.1950;0.0028;0.5748;0.4204;0.6472;-0.9150;0.5990;0.5456;0.5137;0.3892;0.1597;1.0000;0.1053;1.0000;ctx_3;inner_ctx_1
1767389700000000;48;41;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2080;0.1986;0.0000;0.6357;0.3046;0.6812;0.8862;0.7605;0.7453;0.3890;0.2683;0.1837;1.0000;0.1040;1.0000;ctx_9;inner_ctx_1
1767390000000000;49;42;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2458;0.2234;0.0000;0.6010;0.4056;0.6668;0.4111;0.7444;0.7358;0.5179;0.4046;0.2743;1.0000;0.1040;1.0000;ctx_2;inner_ctx_1
1767390900000000;52;45;observe;zero_point_regulation;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.2228;0.2094;0.0000;0.5841;0.3550;0.6211;0.1677;0.7256;0.7187;0.5522;0.4243;0.1496;1.0000;0.0814;1.0000;ctx_5;inner_ctx_1
