timestamp;path;operation;elapsed_ms;bytes_written;extra
1778452019.548334;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.4285;70;
1778452019.754709;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2477;580;symbol=fs_c0a6cc6e8e|phase=hold|zoom=2
1778452019.755959;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.1976;240;phase=hold|reason=context_cluster_negative|field=quiet_field
1778452019.876096;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.2047;797;phase=act|reason=plan_allowed|effect=inhibit
1778452020.095292;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2423;78;
1778452020.504101;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2700;55;
1778452020.921615;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.3031;48;
1778452021.071868;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2182;576;symbol=fs_1be6879be8|phase=hold|zoom=2
1778452021.073137;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.2021;242;phase=hold|reason=pause_mode|field=active_perception_field
1778452021.188275;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.2261;821;phase=observe|reason=structure_bearing_observe|effect=neutral_match
1778452021.255306;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2681;60;
1778452021.600069;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2957;68;
1778452021.648368;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2272;576;symbol=fs_f6ee270ee8|phase=hold|zoom=2
1778452021.903601;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.2145;250;phase=observe|reason=development_reframe_observe|field=quiet_field
1778452022.022733;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2569;47;
1778452022.050707;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.2920;631;phase=hold|reason=maturity_block|effect=inhibit
1778452022.385487;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2668;60;
1778452022.411768;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2867;580;symbol=fs_3fdde70073|phase=hold|zoom=2
1778452022.658008;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.2055;235;phase=hold|reason=maturity_block|field=quiet_field
1778452022.748435;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.3480;60;
1778452022.794795;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.2055;842;phase=observe|reason=zero_point_regulation|effect=hard_inhibit
1778452023.066675;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2881;548;symbol=fs_2d6e46df34|phase=hold|zoom=2
1778452023.167306;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2949;64;
1778452023.303231;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.2146;230;phase=hold|reason=stressed_block|field=quiet_field
1778452023.448060;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.3085;832;phase=observe|reason=zero_point_regulation|effect=inhibit
1778452023.473540;debug/debug_lauf_8/attempt_records.jsonl;trade_stats_jsonl_append;0.3200;6725;event=attempt|status=observed_only
1778452023.561084;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.3037;65;
1778452023.759658;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2602;586;symbol=fs_8076db99c0|phase=observe|zoom=2
1778452024.008005;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2907;64;
1778452024.040680;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.2971;234;phase=hold|reason=fused_score_too_low|field=quiet_field
1778452024.319019;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.1993;842;phase=observe|reason=zero_point_regulation|effect=inhibit
1778452024.402256;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.3950;55;
1778452024.430757;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2513;554;symbol=fs_9d7717264b|phase=hold|zoom=2
1778452024.694754;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.2225;238;phase=hold|reason=fused_score_too_low|field=quiet_field
1778452024.830998;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2945;64;
1778452024.856274;debug/debug_lauf_8/mcm_state_debug.csv;dbr_write:a;0.2576;255;
1778452024.973680;debug/debug_lauf_8/mcm_decision_debug.csv;dbr_write:a;0.2713;244;
1778452024.978607;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.2355;844;phase=observe|reason=zero_point_regulation|effect=hard_inhibit
1778452025.117533;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2537;568;symbol=fs_057fadb563|phase=hold|zoom=2
1778452025.332506;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.3984;70;
1778452025.676035;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2086;80;
1778452025.801485;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.1910;242;phase=observe|reason=zero_point_regulation|field=quiet_field
1778452025.915061;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.3083;576;symbol=fs_f2b6c08bb3|phase=observe|zoom=3
1778452025.915944;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.2448;842;phase=observe|reason=zero_point_regulation|effect=hard_inhibit
1778452026.047434;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2347;80;
1778452026.429250;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2655;80;
1778452026.585491;debug/debug_lauf_8/mcm_form_symbol_protocol.csv;form_symbol_protocol_append;0.2526;549;symbol=fs_f6ee270ee8|phase=hold|zoom=2
1778452026.586805;debug/debug_lauf_8/mcm_field_decision_protocol.csv;field_decision_protocol_append;0.2151;234;phase=hold|reason=maturity_block|field=quiet_field
1778452026.834875;debug/debug_lauf_8/mcm_memory_thinking_protocol.csv;memory_thinking_protocol_append;0.3102;818;phase=observe|reason=development_reframe_observe|effect=inhibit
1778452026.869459;debug/debug_lauf_8/mcm_profile.csv;profile_append;0.2672;53;
