section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.primary_field_step;57.9290;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0825;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.0587;neurons=230|areals=1
apply_runtime_result.refresh_active_context_trace;0.1456;active=0.7951
mcm_field.step.refresh_arrays;0.5013;agents=230|dims=3
mcm_field.step.neuron_loop;36.8755;agents=230|neighbors=8
compute_runtime_result.total;97.4041;decision_tendency=hold|active_trade=False
mcm_field.step.total;55.6002;agents=230|dims=3
apply_runtime_result.total;3.1832;decision_tendency=hold|runtime_tick_seq=6
step_mcm_brain.cluster_detect_snapshot;3.5513;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.7503;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1127;active=0.8844
step_mcm_brain.primary_field_step;69.7378;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0763;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;21.2438;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4780;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1056;active=0.9191
step_mcm_brain.cluster_detect_pre_memory;0.0564;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3705;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.7654;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5008;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1049;active=0.8999
step_mcm_brain.primary_field_step;68.0509;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;1.9763;agents=230|neighbors=8
step_mcm_brain.total;72.3874;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;16.9260;agents=230|every_n=2
apply_runtime_result.total;3.0239;decision_tendency=observe|runtime_tick_seq=17
step_mcm_brain.cluster_detect_snapshot;3.8169;clusters=1|agents=230
mcm_field.step.activity_diffusion;11.8426;agents=230|neighbors=8
compute_runtime_result.total;95.6860;decision_tendency=hold|active_trade=False
mcm_field.step.total;57.8133;agents=230|dims=3
mcm_field.step.sync_neurons;1.3868;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.4179;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4403;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1058;active=0.9002
step_mcm_brain.primary_field_step;69.1640;agents=230|dims=3
mcm_field.step.build_neighbor_state_map;2.0221;agents=230|neighbors=8
step_mcm_brain.total;74.3836;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;17.7668;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1089;active=0.9031
mcm_field.step.field_perception_state;0.3178;agents=230
apply_runtime_result.total;3.2029;decision_tendency=hold|runtime_tick_seq=26
step_mcm_brain.cluster_detect_snapshot;3.5358;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.0204;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0997;decision_tendency=hold
mcm_field.step.total;67.9165;agents=230|dims=3
mcm_field.step.sync_neurons;1.3596;agents=230|dims=3
step_mcm_brain.total;71.1226;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.7510;agents=230|every_n=2
apply_runtime_result.refresh_active_context_trace;0.1054;active=0.9040
step_mcm_brain.cluster_detect_snapshot;3.7497;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5222;agents=230|neighbors=8
compute_runtime_result.total;104.6070;decision_tendency=hold|active_trade=False
mcm_field.step.total;50.8840;agents=230|dims=3
mcm_field.step.sync_neurons;1.3640;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.6674;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4558;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1065;active=0.9045
step_mcm_brain.primary_field_step;68.7997;agents=230|dims=3
apply_runtime_result.total;3.2304;decision_tendency=hold|runtime_tick_seq=37
step_mcm_brain.snapshot_field_read;16.4321;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.4679;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1085;active=0.9138
step_mcm_brain.cluster_detect_snapshot;3.6782;clusters=1|agents=230
mcm_field.step.activity_diffusion;21.5095;agents=230|neighbors=8
compute_runtime_result.total;162.0440;decision_tendency=observe|active_trade=False
mcm_field.step.total;88.5648;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1774;active=0.9249
mcm_field.step.field_perception_state;0.3774;agents=230
apply_runtime_result.total;3.7681;decision_tendency=hold|runtime_tick_seq=43
step_mcm_brain.cluster_detect_snapshot;3.8075;clusters=1|agents=230
mcm_field.step.neuron_loop;45.1709;agents=230|neighbors=8
step_mcm_brain.total;112.0482;mode=market|clusters=1|agents=230
mcm_field.step.activity_diffusion;14.1999;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;3.0738;decision_tendency=hold
