timestamp;runtime_tick;sequence;phase;reason;decision;field_label;field_focus;field_clarity;field_stability;field_fragmentation;field_strain;field_pressure;field_support;field_observation_need;field_replan_pressure;field_action_support;action_clearance;action_inhibition;regulated_courage;decision_strength;state_maturity;decision_readiness;processing_load;processing_tension;felt_pressure;felt_stability;thought_pressure;thought_support;context_cluster_id;inner_context_cluster_id
1767375300000000;0;1;hold;maturity_block;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1919;0.1971;0.0000;0.5327;0.2682;0.5617;0.4003;0.6819;0.6976;0.1013;0.1578;0.1302;1.0000;0.0837;0.7222;ctx_68;inner_ctx_1
1767375600000000;1;2;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1504;0.1744;0.0249;0.6251;0.1936;0.5922;0.4376;0.7050;0.7337;0.0539;0.1212;0.1628;1.0000;0.0922;0.8275;-;inner_ctx_7
1767375900000000;2;3;hold;context_cluster_negative;WAIT;active_perception_field;0.0000;0.2657;0.0000;0.0000;0.0000;0.2989;0.3559;0.2700;0.2380;0.1854;0.5707;0.3520;0.5864;1.3387;0.6664;0.6548;0.4669;0.4479;0.3016;1.0000;0.1487;0.9103;ctx_13;inner_ctx_7
1767376200000000;3;4;observe;development_reframe_observe;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1754;0.1882;0.0135;0.6556;0.2609;0.6241;0.8172;0.7435;0.7632;0.2161;0.2260;0.2398;1.0000;0.1050;0.9713;ctx_25;inner_ctx_5
1767376500000000;4;5;hold;context_cluster_negative;WAIT;fragmented_perception_field;0.0000;0.1513;0.0000;0.0000;0.0000;0.2485;0.0312;0.4369;0.4706;0.0032;0.6824;0.2969;0.6456;1.2271;0.8204;0.8083;0.2125;0.2365;0.2861;1.0000;0.1454;0.9800;ctx_12;inner_ctx_7
1767376800000000;5;6;hold;context_cluster_negative;WAIT;active_perception_field;0.0000;0.2522;0.0000;0.0000;0.0000;0.3263;0.3383;0.2688;0.2451;0.2042;0.7616;0.2847;0.6962;1.2594;0.8338;0.8001;0.4776;0.4620;0.3547;1.0000;0.1503;1.0000;ctx_2;inner_ctx_2
1767377100000000;6;7;hold;fused_score_too_low;WAIT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1614;0.1816;0.0384;0.6694;0.3081;0.6462;-0.2250;0.7064;0.6654;0.3071;0.2913;0.1396;1.0000;0.0973;1.0000;-;inner_ctx_5
1767377400000000;7;8;act;plan_allowed;LONG;active_perception_field;0.0000;0.2551;0.0000;0.0000;0.0000;0.3189;0.3420;0.2748;0.2462;0.1994;0.7325;0.2960;0.6672;1.7539;0.8144;0.7896;0.5310;0.4688;0.2912;1.0000;0.1050;1.0000;ctx_31;inner_ctx_1
1767378900000000;12;9;hold;pause_mode;LONG;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1868;0.1950;0.0000;0.6189;0.3103;0.5588;0.5928;0.7555;0.7476;0.4019;0.3556;0.1581;1.0000;0.0984;1.0000;-;inner_ctx_9
1767379200000000;13;10;hold;pause_mode;SHORT;quiet_field;0.0000;0.1000;0.0000;0.0000;0.0000;0.0000;0.0000;0.1685;0.1840;0.0262;0.6535;0.2433;0.5888;0.2892;0.7729;0.7695;0.2748;0.2220;0.1809;1.0000;0.0982;1.0000;-;inner_ctx_1
