section;elapsed_ms;extra
__profile_config__;0.0000;profile_debug=True|profile_min_ms=0.05|profile_every_n=10|snapshot_every_n=25|snapshot_force_on_state_change=False|memory_save_cooldown=5.0
step_mcm_brain.cluster_detect_pre_memory;3.9855;clusters=1|agents=230
mcm_field.step.sync_neurons;1.3342;agents=230|dims=3
step_mcm_brain.cluster_detect_snapshot;3.3242;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.5267;agents=230|neighbors=8
apply_runtime_result.refresh_active_context_trace;0.1069;active=0.8972
step_mcm_brain.primary_field_step;70.7503;agents=230|dims=3
mcm_field.step.sync_neurons;1.3563;agents=230|dims=3
step_mcm_brain.total;74.5174;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;27.2857;agents=230|every_n=2
compute_runtime_result.total;134.2731;decision_tendency=hold|active_trade=False
mcm_field.step.total;55.5159;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1068;active=0.9302
step_mcm_brain.primary_field_step;78.9114;agents=230|dims=3
memory_state.write_payload;103.0184;path=bot_memory/memory_state.json|keys=55
apply_runtime_result.refresh_experience_space;2.8246;decision_tendency=hold
mcm_field.step.activity_diffusion;11.9106;agents=230|neighbors=8
mcm_field.step.build_neighbor_state_map;1.9755;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;15.3491;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.7396;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.4429;active=0.8344
step_mcm_brain.primary_field_step;106.8156;agents=230|dims=3
apply_runtime_result.total;7.1346;decision_tendency=act|runtime_tick_seq=15
step_mcm_brain.memory_store;1.1962;clusters=1
mcm_field.step.build_neighbor_state_map;2.4341;agents=230|neighbors=8
step_mcm_brain.cluster_detect_snapshot;3.6591;clusters=1|agents=230
mcm_field.step.activity_diffusion;14.8040;agents=230|neighbors=8
apply_runtime_result.refresh_experience_space;2.8062;decision_tendency=observe
mcm_field.step.total;111.1759;agents=230|dims=3
apply_runtime_result.refresh_active_context_trace;0.1188;active=0.8669
step_mcm_brain.primary_field_step;73.9218;agents=230|dims=3
apply_runtime_result.total;3.9670;decision_tendency=hold|runtime_tick_seq=20
step_mcm_brain.primary_field_step;87.1109;agents=230|dims=3
apply_runtime_result.total;3.4888;decision_tendency=hold|runtime_tick_seq=21
step_mcm_brain.cluster_detect_snapshot;4.1504;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.2481;agents=230|neighbors=8
compute_runtime_result.total;103.0196;decision_tendency=observe|active_trade=False
mcm_field.step.total;57.5547;agents=230|dims=3
mcm_field.step.sync_neurons;1.3435;agents=230|dims=3
step_mcm_brain.snapshot_field_read;15.7224;neurons=230|areals=1
mcm_field.step.build_neighbor_state_map;1.9091;agents=230|neighbors=8
step_mcm_brain.total;74.1483;mode=market|clusters=1|agents=230
mcm_field.step.refresh_areal_state;18.0016;agents=230|every_n=2
apply_runtime_result.total;4.2121;decision_tendency=act|runtime_tick_seq=27
step_mcm_brain.cluster_detect_snapshot;3.8223;clusters=1|agents=230
mcm_field.step.activity_diffusion;12.8300;agents=230|neighbors=8
step_mcm_brain.snapshot_field_read;17.6455;neurons=230|areals=1
mcm_field.step.refresh_arrays;1.0379;agents=230|dims=3
compute_runtime_result.total;107.1619;decision_tendency=observe|active_trade=False
mcm_field.step.field_perception_state;0.6822;agents=230
apply_runtime_result.refresh_experience_space;5.1243;decision_tendency=act
step_mcm_brain.primary_field_step;59.5126;agents=230|dims=3
apply_runtime_result.total;4.2742;decision_tendency=act|runtime_tick_seq=32
step_mcm_brain.cluster_detect_pre_memory;0.0610;clusters=1|agents=230
mcm_field.step.sync_neurons;1.5076;agents=230|dims=3
step_mcm_brain.snapshot_field_read;21.3823;neurons=230|areals=1
mcm_field.step.refresh_arrays;0.5050;agents=230|dims=3
apply_runtime_result.refresh_experience_space;3.0722;decision_tendency=act
step_mcm_brain.primary_field_step;55.3132;agents=230|dims=3
