trade,pnl_netto,pnl_tp,pnl_sl
1,101.6051800651804,1.6051800651804007,0.0
2,100.33378397012856,1.6051800651804007,-1.2713960950518355
3,99.02913489848822,1.6051800651804007,-2.576045166692172
4,97.79860063741572,1.6051800651804007,-3.806579427764685
5,100.04206275525745,3.848642183022129,-3.806579427764685
6,98.95601158614208,3.848642183022129,-4.892630596880043
7,101.03853915687567,5.931169753755718,-4.892630596880043
8,103.01689120638852,7.909521803268568,-4.892630596880043
9,101.86197453716711,7.909521803268568,-6.047547266101456
10,100.87643677302111,7.909521803268568,-7.033085030247456
11,99.78207480905569,7.909521803268568,-8.127446994212887
12,98.67710043144788,7.909521803268568,-9.232421371820688
13,101.25280774618643,10.485229118007119,-9.232421371820688
14,100.13246352192947,10.485229118007119,-10.35276559607766
15,100.95688135179995,11.309646947877601,-10.35276559607766
16,99.86806756337538,11.309646947877601,-11.441579384502235
17,98.55313173636554,11.309646947877601,-12.75651521151207
18,100.08802858396959,12.844543795481654,-12.75651521151207
19,101.04945592940477,13.805971140916835,-12.75651521151207
20,99.82223190824705,13.805971140916835,-13.98373923266979
21,98.81247902195959,13.805971140916835,-14.993492118957247
22,97.68355687712157,13.805971140916835,-16.122414263795257
23,98.57054187322328,14.692956137018532,-16.122414263795257
24,97.52607725915333,14.692956137018532,-17.166878877865212
25,96.46073266756969,14.692956137018532,-18.23222346944885
26,95.24096959422191,14.692956137018532,-19.451986542796625
27,97.62101374998838,17.073000292785007,-19.451986542796625
28,98.49699238894787,17.948978931744495,-19.451986542796625
29,97.44796958144764,17.948978931744495,-20.501009350296858
30,96.3682452051045,17.948978931744495,-21.58073372664
31,95.31422241716892,17.948978931744495,-22.63475651457558
32,96.14211274546318,18.776869260038755,-22.63475651457558
33,95.03410188363819,18.776869260038755,-23.742767376400582
34,97.03473248801852,20.777499864419084,-23.742767376400582
35,97.88576863131043,21.62853600771099,-23.742767376400582
36,99.54352200698435,23.28628938338491,-23.742767376400582
37,98.39974059239456,23.28628938338491,-24.886548790990364
38,97.30910601257605,23.28628938338491,-25.977183370808874
39,96.29627710959792,23.28628938338491,-26.99001227378701
40,98.2567411969946,25.246753470781577,-26.99001227378701
41,100.40121059338294,27.39122286716993,-26.99001227378701
42,101.1537511970673,28.14376347085428,-26.99001227378701
43,102.41332453866123,29.403336812448224,-26.99001227378701
44,105.872010165299,32.862022439086,-26.99001227378701
45,107.45498754901048,34.44499982279748,-26.99001227378701
46,109.08444158014252,36.07445385392952,-26.99001227378701
47,108.03157027876514,36.07445385392952,-28.042883575164385
48,106.95853848562311,36.07445385392952,-29.115915368306418
49,107.85905516642647,36.97497053473288,-29.115915368306418
50,106.63241941061905,36.97497053473288,-30.342551124113847
51,105.55638188215632,36.97497053473288,-31.418588652576588
52,104.474602258292,36.97497053473288,-32.500368276440916
53,103.38311423420933,36.97497053473288,-33.591856300523574
54,105.71597079741261,39.307827097936155,-33.591856300523574
55,104.56329405754308,39.307827097936155,-34.74453304039311
56,103.46824958054076,39.307827097936155,-35.83957751739542
57,102.4430595585664,39.307827097936155,-36.864767539369765
58,101.39031817186797,39.307827097936155,-37.91750892606819
59,103.65710330441031,41.5746122304785,-37.91750892606819
60,104.56604119735816,42.48355012342634,-37.91750892606819
61,103.5594099647026,42.48355012342634,-38.92414015872375
62,102.45301722636172,42.48355012342634,-40.030532897064624
63,103.32885098171599,43.3593838787806,-40.030532897064624
64,102.12267724613312,43.3593838787806,-41.23670663264748
65,104.83607207413975,46.07277870678723,-41.23670663264748
66,106.31043839656378,47.547145029211265,-41.23670663264748
67,107.23112986346847,48.46783649611595,-41.23670663264748
68,106.12544813023152,48.46783649611595,-42.34238836588443
69,107.5641364490586,49.906524814943026,-42.34238836588443
70,106.50830779421833,49.906524814943026,-43.3982170207247
71,108.89604950931033,52.29426653003503,-43.3982170207247
72,110.88247634352574,54.28069336425044,-43.3982170207247
73,109.80314366572485,54.28069336425044,-44.4775496985256
74,108.79906722791593,54.28069336425044,-45.48162613633452
75,107.88702634988903,54.28069336425044,-46.39366701436142
76,106.87177562320177,54.28069336425044,-47.40891774104868
77,105.7819809985892,54.28069336425044,-48.498712365661255
78,107.01957970597064,55.51829207163188,-48.498712365661255
79,110.79713053721426,59.29584290287549,-48.498712365661255
80,109.7804198462647,59.29584290287549,-49.515423056610814
81,111.29015445787581,60.8055775144866,-49.515423056610814
82,113.4023746237151,62.91779768032589,-49.515423056610814
83,116.12358679868883,65.63900985529962,-49.515423056610814
84,115.096578312519,65.63900985529962,-50.54243154278065
85,115.93303531964789,66.4754668624285,-50.54243154278065
86,114.92139920512453,66.4754668624285,-51.554067657304
87,113.90779258883933,66.4754668624285,-52.5676742735892
88,115.8495907296524,68.41726500324158,-52.5676742735892
89,116.64586604149984,69.21354031508902,-52.5676742735892
90,115.51631719360216,69.21354031508902,-53.69722312148687
91,114.41400201388818,69.21354031508902,-54.79953830120085
92,113.44895008562547,69.21354031508902,-55.76459022946356
93,115.2105297503932,70.97511997985676,-55.76459022946356
94,114.08105153020122,70.97511997985676,-56.89406844965554
95,113.03308563220041,70.97511997985676,-57.94203434765636
96,111.87301875318708,70.97511997985676,-59.10210122666969
97,112.7484542625985,71.85055548926817,-59.10210122666969
98,111.69608074015956,71.85055548926817,-60.15447474910863
99,110.56563822050934,71.85055548926817,-61.284917268758846
100,111.43451338425916,72.719430653018,-61.284917268758846
101,110.2251521988578,72.719430653018,-62.49427845416022
102,109.06989107076605,72.719430653018,-63.64953958225196
103,112.1504094154906,75.79994899774255,-63.64953958225196
104,114.22820948032053,77.87774906257248,-63.64953958225196
105,115.03491077113965,78.6844503533916,-63.64953958225196
106,116.384897702266,80.03443728451795,-63.64953958225196
107,115.36048418992718,80.03443728451795,-64.67395309459079
108,117.2666620819551,81.94061517654588,-64.67395309459079
109,119.21373088331755,83.88768397790832,-64.67395309459079
110,121.0590366970949,85.73298979168567,-64.67395309459079
111,120.01545762137886,85.73298979168567,-65.71753217030682
112,120.82855267468075,86.54608484498756,-65.71753217030682
113,119.72008766969728,86.54608484498756,-66.8259971752903
114,121.08422711292214,87.91022428821242,-66.8259971752903
115,120.05415173711171,87.91022428821242,-67.85607255110072
116,119.03835936822564,87.91022428821242,-68.87186491998679
117,120.95630303520453,89.8281679551913,-68.87186491998679
118,122.28001041861899,91.15187533860576,-68.87186491998679
119,124.21631069386413,93.08817561385091,-68.87186491998679
120,124.97183451496637,93.84369943495315,-68.87186491998679
121,123.9308303350807,93.84369943495315,-69.91286909987247
122,122.9279776911727,93.84369943495315,-70.91572174378047
123,125.01777333723098,95.93349508101143,-70.91572174378047
124,124.01963578263661,95.93349508101143,-71.91385929837483
125,126.47845420568758,98.3923135040624,-71.91385929837483
126,128.2216463872491,100.13550568562393,-71.91385929837483
127,127.30425066668005,100.13550568562393,-72.83125501894389
128,126.30222812848686,100.13550568562393,-73.83327755713708
129,125.37912239780151,100.13550568562393,-74.75638328782243
130,124.41949186651576,100.13550568562393,-75.71601381910818
131,126.07904681643146,101.79506063553963,-75.71601381910818
132,129.2004208954185,104.91643471452666,-75.71601381910818
133,128.3398407265515,104.91643471452666,-76.57659398797516
134,127.47024483026787,104.91643471452666,-77.44618988425879
135,128.169074892855,105.61526477711378,-77.44618988425879
136,129.09398615266863,106.54017603692742,-77.44618988425879
137,128.2285092965761,106.54017603692742,-78.31166674035131
138,127.33034433210696,106.54017603692742,-79.20983170482046
139,128.05904164011025,107.26887334493071,-79.20983170482046
140,127.13348786464375,107.26887334493071,-80.13538548028696
141,126.33953750020048,107.26887334493071,-80.92933584473023
142,127.09376778876651,108.02310363349675,-80.92933584473023
143,126.02802724978787,108.02310363349675,-81.99507638370889
144,125.05178632653335,108.02310363349675,-82.97131730696341
145,124.14077082646479,108.02310363349675,-83.88233280703197
146,123.1205733242408,108.02310363349675,-84.90253030925597
147,125.43210823245306,110.33463854170901,-84.90253030925597
148,126.23734380455316,111.13987411380911,-84.90253030925597
149,125.42912034064116,111.13987411380911,-85.71075377316797
150,127.07600806852906,112.78676184169701,-85.71075377316797
151,126.04605361743863,112.78676184169701,-86.7407082242584
152,125.25887140337598,112.78676184169701,-87.52789043832105
153,129.09537198392349,116.62326242224451,-87.52789043832105
154,132.5726598017211,120.10055024004212,-87.52789043832105
155,133.41954388641844,120.94743432473946,-87.52789043832105
156,132.24792250656125,120.94743432473946,-88.69951181817822
157,131.17642952592453,120.94743432473946,-89.77100479881496
158,133.29851209356866,123.06951689238359,-89.77100479881496
159,135.7906789514336,125.5616837502485,-89.77100479881496
160,134.70546208970163,125.5616837502485,-90.85622166054692
161,135.56918607438797,126.42540773493485,-90.85622166054692
162,134.38853698234797,126.42540773493485,-92.0368707525869
163,133.1992310882623,126.42540773493485,-93.22617664667257
164,132.12869436751498,126.42540773493485,-94.29671336741991
165,131.0062046907136,126.42540773493485,-95.4192030442213
166,129.8289357817128,126.42540773493485,-96.59647195322208
167,128.68269634541858,126.42540773493485,-97.74271138951629
168,130.53090990702006,128.27362129653633,-97.74271138951629
169,129.38701225205253,128.27362129653633,-98.88660904448383
170,131.32752915256123,130.21413819704503,-98.88660904448383
171,130.09799750694134,130.21413819704503,-100.11614069010372
172,128.93683712546934,130.21413819704503,-101.2773010715757
173,127.80955901047655,130.21413819704503,-102.4045791865685
174,126.51407587318448,130.21413819704503,-103.70006232386056
175,125.36065892445853,130.21413819704503,-104.85347927258651
176,127.47578956363421,132.3292688362207,-104.85347927258651
177,126.27551479348489,132.3292688362207,-106.05375404273585
178,125.19006543187155,132.3292688362207,-107.13920340434919
179,124.06804720024257,132.3292688362207,-108.26122163597816
180,122.9450629146936,132.3292688362207,-109.38420592152714
181,125.87504689634113,135.25925281786823,-109.38420592152714
182,124.68241042964056,135.25925281786823,-110.57684238822772
183,123.52785121893486,135.25925281786823,-111.73140159893342
184,124.61421429364324,136.3456158925766,-111.73140159893342
185,123.58881050355428,136.3456158925766,-112.75680538902238
186,122.52960047373662,136.3456158925766,-113.81601541884004
187,121.43783154309534,136.3456158925766,-114.90778434948132
188,125.08659141097888,139.99437576046014,-114.90778434948132
189,123.95964579474,139.99437576046014,-116.0347299657202
190,124.84101661246137,140.87574657818152,-116.0347299657202
191,123.66070499527312,140.87574657818152,-117.21504158290846
192,122.67230545882781,140.87574657818152,-118.20344111935377
193,121.47638115468946,140.87574657818152,-119.39936542349211
194,120.60146583883002,140.87574657818152,-120.27428073935155
195,122.64172020339736,142.91600094274887,-120.27428073935155
196,123.82180177309822,144.09608251244973,-120.27428073935155
197,122.84990912639819,144.09608251244973,-121.24617338605158
198,125.30614840877772,146.55232179482925,-121.24617338605158
199,124.39895386297772,146.55232179482925,-122.15336793185158
200,123.20816365371077,146.55232179482925,-123.34415814111853
201,124.32999900677794,147.6741571478964,-123.34415814111853
202,123.18606193465236,147.6741571478964,-124.48809521324411
203,123.72133516069213,148.2094303739362,-124.48809521324411
204,126.30752862238141,150.79562383562546,-124.48809521324411
205,125.16119321962954,150.79562383562546,-125.63443061599598
206,124.09583494807802,150.79562383562546,-126.6997888875475
207,126.14216307400417,152.84195196155162,-126.6997888875475
